Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,443",999.71,"1,458",331.63,"1,001","1,172","1,045",183.04,166.37,158.47,128.69
Investment Securities,"4,904",209.49,583.51,300.92,375.34,369.85,"1,002",360.77,318.41,331.14,"1,144"
Trading Asset Securities,-,-,-,28.06,36.25,81.41,41.37,-,0.96,1.13,-
Mortgage-Backed Securities,-,"4,311","3,320","4,036","5,711","5,038","3,489",398.17,448.58,492.38,379.71
Total Investments,"4,904","4,520","3,903","4,365","6,122","5,489","4,532",758.94,767.95,824.64,"1,524"
Gross Loans,"14,569","9,643","10,778","12,043","11,006","11,123","10,165","4,201","3,951","3,653","1,611"
Allowance for Loan Losses,-168.96,-88.56,-133.78,-126.72,-135.83,-129.25,-37.32,-26.44,-23,-6.54,-2.29
Net Loans,"14,400","9,555","10,644","11,916","10,870","10,994","10,127","4,175","3,928","3,647","1,609"
"Property, Plant & Equipment",229.57,170.91,177.08,171.6,166.28,204.19,230.22,59.44,54.13,58.69,51.17
Goodwill,843.31,843.31,843.31,843.3,843.3,843.3,847.64,331.33,275.85,274.64,135.15
Other Intangible Assets,143.26,38.74,52.21,69.66,90.77,115.78,146,47.55,45.68,53.99,38.75
Loans Held for Sale,54.99,0.54,0.44,-,0.51,0.35,1.77,348,296.35,444.92,-
Accrued Interest Receivable,-,49.95,48.14,51.42,45.3,49.79,44.01,18.71,16.51,14.93,10.59
Long-Term Deferred Tax Assets,-,51.65,113.44,130.25,40.28,10.73,-,12.86,6.15,-,4.91
Other Real Estate Owned & Foreclosed,1.68,15.6,17.01,0.11,0.43,14.49,2.89,2.68,-,-,-
Other Long-Term Assets,671.77,227.17,228.29,239.72,225.09,231.97,212.54,77.75,63.64,99.18,58.05
Total Assets,"22,709","16,490","17,502","18,136","19,423","19,143","17,207","6,032","5,638","5,594","3,577"
Accrued Expenses,-,-,-,3.5,5,5.2,5.01,2.46,2.33,1.41,0.97
Interest Bearing Deposits,"12,704","7,918","8,110","7,950","8,331","8,490","7,791","2,440","2,235","2,288","1,667"
Institutional Deposits,-,407.69,-,279.88,253.32,359.3,572.08,180.99,137.37,141.11,142.38
Non-Interest Bearing Deposits,"6,748","5,616","6,188","7,266","8,183","7,497","6,231","2,074","1,807","2,000","1,084"
Total Deposits,"19,453","13,942","14,298","15,496","16,767","16,347","14,594","4,695","4,179","4,429","2,894"
Short-Term Borrowings,-,0.01,0.01,283.98,29.32,74.59,52.35,385.65,556.8,272.09,84.9
Current Portion of Leases,-,13.83,-,-,-,-,-,-,-,-,-
Accrued Interest Payable,200.95,190.34,135.34,126.12,1.44,2.61,4.14,1.05,1.37,0.44,0.26
Long-Term Debt,190.12,-,774.97,24.93,24.89,24.85,24.81,24.77,24.73,24.69,-
Long-Term Leases,90.8,42.27,57.74,46.09,38.05,53.04,64.27,-,-,-,-
Pension & Post-Retirement Benefits,-,-,-,24.04,28.76,23.23,19.64,17.73,19.46,16.78,22.76
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,28.34,-
Other Long-Term Liabilities,-,-,-,-,141.01,145.62,145.18,52.78,49.07,44.9,47.83
Total Liabilities,"19,935","14,188","15,266","16,004","17,035","16,676","14,909","5,179","4,833","4,818","3,050"
Common Stock,"2,402",3.21,3.21,3.21,3.21,3.21,3.21,1.38,1.38,1.38,0.97
Additional Paid-In Capital,-,"2,119","2,119","2,118","2,118","2,118","2,118",733.63,733.63,733.63,519.03
Retained Earnings,380.95,239.52,305.51,251.41,269.87,280.85,187.38,129.66,77.65,44.41,10.61
Comprehensive Income & Other,-8.81,-59.77,-191.79,-241.78,-3.64,64.77,-10.97,-11.78,-7.91,-3.95,-3.84
Shareholders' Equity,"2,774","2,302","2,236","2,131","2,388","2,467","2,298",852.88,804.74,775.47,526.77
Total Liabilities & Equity,"22,709","16,490","17,502","18,136","19,423","19,143","17,207","6,032","5,638","5,594","3,577"
Total Debt,280.92,56.1,832.71,355,92.25,152.47,141.42,410.42,581.53,296.77,84.9
Net Cash (Debt),"1,162",943.61,624.86,4.69,945.29,"1,101",945.39,-227.38,-414.2,-137.17,43.78
Net Cash Growth,-,51.01%,13226.89%,-99.50%,-14.12%,16.43%,-,-,-,-,-71.86%
Net Cash Per Share,5.44,4.45,2.94,0.02,4.46,5.19,7.13,-2.50,-4.55,-1.94,0.68
Filing Date Shares Outstanding,221.2,212.03,212.01,212,211.99,211.99,211.99,90.94,90.94,90.94,63.98
Total Common Shares Outstanding,221.2,212.03,212.01,212,211.99,211.99,211.99,90.94,90.94,90.94,63.98
Book Value Per Share,12.54,10.86,10.54,10.05,11.26,11.64,10.84,9.38,8.85,8.53,8.23
Tangible Book Value,"1,788","1,420","1,340","1,218","1,454","1,508","1,304",474,483.21,446.84,352.88
Tangible Book Value Per Share,8.08,6.70,6.32,5.75,6.86,7.11,6.15,5.21,5.31,4.91,5.52
