Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"3,356","3,783","1,309",796,728,640,505,397,430,421,308
Market Cap Growth,9.62%,189.12%,64.39%,9.40%,13.73%,26.63%,27.24%,-7.62%,2.04%,36.92%,-24.29%
Enterprise Value,"2,986","3,534","1,138",678,629,571,428,314,348,352,253
Last Close Price,116.64,132.52,45.87,27.91,25.41,22.35,17.58,13.02,14.04,13.70,9.85
PE Ratio,25.63,34.76,17.55,17.52,19.64,22.67,19.39,20.17,15.83,23.73,23.88
Forward PE,24.14,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59
PS Ratio,9.15,11.91,4.65,3.37,3.85,3.98,3.19,2.75,2.97,3.02,2.35
PB Ratio,5.52,7.60,3.33,2.48,2.62,2.63,2.33,1.78,2.09,2.35,1.85
P/TBV Ratio,5.53,7.60,3.33,2.48,2.62,2.63,2.33,1.78,2.09,2.35,1.85
P/FCF Ratio,31.98,38.37,22.56,21.20,28.23,15.44,25.38,-,33.21,20.92,14.66
P/OCF Ratio,21.08,30.02,14.18,12.37,13.07,10.92,10.75,10.25,12.54,11.13,9.47
EV/Sales Ratio,8.18,11.12,4.04,2.87,3.33,3.55,2.70,2.17,2.40,2.53,1.94
EV/EBITDA Ratio,16.83,23.70,10.41,8.80,9.35,10.37,8.96,8.35,8.52,8.89,7.21
EV/EBIT Ratio,19.53,28.29,13.32,12.37,13.56,16.85,14.64,15.69,14.35,15.00,13.26
EV/FCF Ratio,28.66,35.84,19.61,18.05,24.41,13.77,21.50,-,26.85,17.50,12.06
Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.01,0.01,0.02,-,-,-,-
Debt / EBITDA Ratio,0.02,0.03,0.05,0.07,0.05,0.04,0.06,-,-,-,-
Debt / FCF Ratio,0.04,0.05,0.10,0.15,0.13,0.05,0.16,-,-,-,-
Asset Turnover,0.62,0.65,0.70,0.69,0.64,0.61,0.64,0.61,0.66,0.69,0.66
Inventory Turnover,5.84,5.77,7.06,8.29,7.21,6.56,7.56,7.32,7.25,6.65,6.13
Quick Ratio,17.66,18.98,12.92,10.75,11.85,9.19,8.21,10.90,10.99,10.05,8.71
Current Ratio,19.02,20.92,14.58,12.23,13.45,10.70,9.80,12.73,12.61,11.53,10.52
Return on Equity (ROE),24.29%,24.44%,20.88%,15.16%,14.21%,12.26%,11.84%,9.19%,14.11%,10.26%,8.02%
Return on Assets (ROA),16.28%,15.87%,13.21%,10.01%,9.75%,8.05%,7.43%,5.29%,6.90%,7.22%,6.02%
Return on Capital (ROIC),17.60%,17.32%,14.72%,11.26%,11.01%,9.09%,8.25%,5.84%,7.87%,8.48%,7.04%
Return on Capital Employed (ROCE),24.30%,23.70%,20.20%,15.60%,15.20%,12.70%,12.30%,8.50%,11.10%,11.70%,10.20%
Earnings Yield,3.92%,2.88%,5.70%,5.71%,5.09%,4.41%,5.16%,4.96%,6.32%,4.21%,4.19%
FCF Yield,3.13%,2.61%,4.43%,4.72%,3.54%,6.48%,3.94%,-3.78%,3.01%,4.78%,6.82%
Dividend Yield,0.21%,0.16%,0.37%,0.57%,0.53%,0.57%,0.61%,0.83%,0.77%,0.73%,1.01%
Payout Ratio,5.27%,5.25%,6.11%,9.98%,9.77%,12.77%,11.63%,15.35%,11.10%,15.67%,21.71%
Buyback Yield / Dilution,-0.25%,-0.54%,-0.46%,-0.21%,-0.51%,-0.33%,-0.34%,-0.25%,-0.30%,0.58%,-0.27%
Total Shareholder Return,-0.04%,-0.39%,-0.09%,0.36%,0.03%,0.24%,0.28%,0.58%,0.47%,1.31%,0.75%
