Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,349.51,278.03,187.96,133.38,105.36,83.56,54.26,67.22,85,74.71,59.93
Cash & Short-Term Investments,349.51,278.03,187.96,133.38,105.36,83.56,54.26,67.22,85,74.71,59.93
Cash Growth,37.05%,47.92%,40.92%,26.60%,26.08%,54.00%,-19.28%,-20.92%,13.77%,24.67%,2.73%
Accounts Receivable,59.3,43.98,38.05,33.59,26.72,22.98,22.95,19.6,16.47,16.78,15.89
Other Receivables,-,-,-,-,0.54,-,0.42,-,1.39,0.08,0.29
Receivables,59.3,43.98,38.05,33.59,27.26,22.98,23.36,19.6,17.87,16.86,16.18
Inventory,28.68,27.69,24.31,19.58,15.12,15.21,13.39,12.85,13.55,12.43,14.73
Prepaid Expenses,2.8,5.08,4.64,3.44,2.7,2.25,1.72,1.69,1.52,1.04,1.13
Other Current Assets,-,-,-,-,-,-,-,-,0.08,-,-
Total Current Assets,440.29,354.78,254.97,189.99,150.43,124,92.74,101.36,118.02,105.04,91.96
"Property, Plant & Equipment",212.07,187.75,185.07,177.34,165.32,154.69,153.88,142.76,109.72,104.98,104.38
Long-Term Deferred Charges,-,-,-,-,-,-,-,0.02,0.04,0.05,0.06
Other Long-Term Assets,0.45,0.64,0.57,0.44,0.45,0.42,0.42,0.53,0.68,0.09,0.1
Total Assets,652.8,543.16,440.6,367.77,316.2,279.1,247.04,244.67,228.45,210.16,196.5
Accounts Payable,11.89,8.82,7.4,7.73,5.43,4.59,4.43,4.57,6.26,5.59,6.02
Accrued Expenses,9.61,6.08,6.5,6.16,4.86,4.82,3.74,3.32,3.1,3.21,2.72
Current Portion of Leases,1.64,1.6,1.58,1.41,0.9,1.19,1.29,-,-,-,-
Current Income Taxes Payable,-,0.47,2.01,0.24,-,0.99,-,0.05,-,-,-
Other Current Liabilities,-,-,-,-,-,-,-,0.02,-,0.31,-
Total Current Liabilities,23.15,16.96,17.49,15.54,11.19,11.59,9.46,7.96,9.36,9.11,8.74
Long-Term Leases,2.67,3.44,3.92,4.13,2.31,1.03,1.87,-,-,-,-
Long-Term Deferred Tax Liabilities,23.41,23.66,24.66,25.58,23.06,21.53,17.22,12.37,12.37,19.83,19.18
Other Long-Term Liabilities,1.3,1.36,1.43,1.44,1.44,1.76,1.36,1.38,1.46,1.58,1.95
Total Liabilities,50.54,45.42,47.5,46.68,37.99,35.91,29.91,21.7,23.19,30.52,29.87
Common Stock,2.97,2.97,2.96,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66
Additional Paid-In Capital,46.93,40.55,35.54,34.53,31.77,29.46,27.46,25.87,24.31,22.83,21.64
Retained Earnings,614.19,515.62,412.5,342.5,301.61,268.19,243.57,250.57,233.91,209.77,194.8
Treasury Stock,-61.82,-61.4,-57.89,-56.62,-55.85,-55.12,-54.56,-54.12,-53.71,-53.4,-50.47
Comprehensive Income & Other,-,-,-,-,-,-,-0,-0.01,0.09,-0.22,-
Shareholders' Equity,602.27,497.74,393.1,321.09,278.21,243.19,217.13,222.97,205.25,179.64,166.63
Total Liabilities & Equity,652.8,543.16,440.6,367.77,316.2,279.1,247.04,244.67,228.45,210.16,196.5
Total Debt,4.32,5.04,5.5,5.54,3.21,2.22,3.16,-,-,-,-
Net Cash (Debt),345.2,272.99,182.46,127.84,102.15,81.35,51.1,67.22,85,74.71,59.93
Net Cash Growth,38.16%,49.61%,42.72%,25.16%,25.57%,59.19%,-23.98%,-20.92%,13.77%,24.67%,46.15%
Net Cash Per Share,12.02,9.52,6.39,4.50,3.60,2.88,1.82,2.40,3.04,2.68,2.14
Filing Date Shares Outstanding,28.56,28.54,28.45,28.33,28.25,28.17,28.03,27.96,27.87,27.79,27.73
Total Common Shares Outstanding,28.52,28.54,28.43,28.32,28.24,28.15,28.02,27.95,27.86,27.78,27.94
Working Capital,417.14,337.82,237.48,174.45,139.24,112.41,83.28,93.4,108.66,95.93,83.22
Book Value Per Share,21.12,17.44,13.83,11.34,9.85,8.64,7.75,7.98,7.37,6.47,5.96
Tangible Book Value,602.27,497.74,393.1,321.09,278.21,243.19,217.13,222.97,205.25,179.64,166.63
Tangible Book Value Per Share,21.12,17.44,13.83,11.34,9.85,8.64,7.75,7.98,7.37,6.47,5.96
Buildings,-,13.25,10.73,9.59,7.86,7.81,7.25,5.81,5.64,5.61,5.52
Machinery,-,403.11,383.63,367.49,349.24,324.39,309.2,290.61,251.93,237.88,227.57
Order Backlog,-,35.5,-,-,-,-,-,-,-,-,-
