Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,"2,308","2,320","2,114","1,050",890.52,951.44,"1,051",972.11,871.32,843.59,869.43
Interest Income on Investments,425.88,434.88,425.71,97.76,71.53,61.19,80,95.04,72.58,60.57,60.43
Total Interest Income,"2,734","2,755","2,539","1,148",962.04,"1,013","1,131","1,067",943.9,904.16,929.87
Interest Paid on Deposits,740.81,802.81,461.65,48.2,27.15,100.2,167.94,92.69,45.58,35.24,29.84
Interest Paid on Borrowings,180.03,234.03,284.5,29.81,15.25,29.91,42.5,35.83,32.63,30.81,28.39
Total Interest Expense,920.84,"1,037",746.16,78,42.4,130.11,210.44,128.51,78.22,66.05,58.23
Net Interest Income,"1,813","1,718","1,793","1,070",919.65,882.52,920.63,938.64,865.69,838.11,871.63
Net Interest Income Growth (YoY),4.54%,-4.17%,67.58%,16.35%,4.21%,-4.14%,-1.92%,8.43%,3.29%,-3.85%,12.64%
Mortgage Banking Activities,31.11,24.11,16.79,106.86,186.81,270.82,101.81,118.24,136.28,157.86,124.72
Gain (Loss) on Sale of Investments,2.63,-0.37,2.31,-7.1,-1.5,0.96,76.29,-1.47,0.03,0.86,2.92
Other Non-Interest Income,76.47,61.47,59.62,7.34,77.1,64.49,72.59,92.69,62.7,66.6,65.96
Total Non-Interest Income,257.97,210.97,203.93,199.53,356.32,412.01,339.82,279.42,278.49,301.73,275.72
Non-Interest Income Growth (YoY),13.88%,3.45%,2.21%,-44.00%,-13.52%,21.24%,21.62%,0.33%,-7.70%,9.43%,52.19%
Revenues Before Loan Losses,"2,071","1,929","1,997","1,270","1,276","1,295","1,260","1,218","1,144","1,140","1,147"
Provision for Loan Losses,154.92,105.92,213.2,84.02,-42.65,204.86,72.52,55.91,47.25,41.67,36.59
Revenue,"1,916","1,823","1,784","1,186","1,319","1,090","1,188","1,162","1,097","1,098","1,111"
Revenue Growth (YoY),4.82%,2.22%,50.47%,-10.09%,21.01%,-8.27%,2.22%,5.95%,-0.11%,-1.14%,21.43%
Salaries and Employee Benefits,584.4,568.4,598.03,431.47,469.91,469.99,412,418.06,428.57,415.04,416.55
Occupancy Expenses,165.27,151.27,148.9,110.13,109.85,120.43,113.82,110.82,112.15,113.44,104.68
Federal Deposit Insurance,32.58,41.58,71.4,13.96,9.24,12.52,11.23,16.09,15.01,15.51,13.48
Amortization of Goodwill & Intangibles,114.43,119.43,111.3,4.09,4.52,4.99,5.62,6.17,6.76,8.62,11.23
"Selling, General & Administrative",147.05,134.05,137.95,106.37,106.35,107.27,120.74,136.69,121.16,123.26,131.1
Other Non-Interest Expense,67.25,66.25,73.47,51.57,45.4,45.96,55.63,51.63,55.46,46.1,39.14
Total Non-Interest Expense,"1,111","1,081","1,141",717.59,745.27,761.15,719.04,739.47,738.55,721.7,718.06
EBT Excluding Unusual Items,805.46,742.46,642.86,467.93,573.34,328.52,468.9,422.69,358.37,376.47,392.71
Pretax Income,638.75,718.75,471.2,450.58,558.16,"-1,456",468.9,422.69,349.04,361.01,347.13
Income Tax Expense,160.08,185.08,122.48,113.83,137.86,67,114.81,106.42,106.73,130.94,124.59
Net Income,478.68,533.68,348.72,336.75,420.3,"-1,523",354.1,316.26,242.31,230.07,222.54
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,0.12,0.36
Net Income to Common,478.68,533.68,348.72,336.75,420.3,"-1,523",354.1,316.26,242.31,229.95,222.18
Net Income Growth,-1.00%,53.04%,3.55%,-19.88%,-,-,11.96%,30.52%,5.32%,3.38%,50.71%
Basic Shares Outstanding,216,208,195,129,130,131,131,131,131,131,131
Diluted Shares Outstanding,217,209,196,130,131,131,131,132,132,132,132
Shares Change (YoY),3.92%,6.88%,50.98%,-0.99%,-0.13%,-0.20%,-0.04%,-0.04%,-0.03%,-0.06%,17.86%
EPS (Basic),2.21,2.56,1.79,2.60,3.22,-11.61,2.70,2.41,1.85,1.75,1.69
EPS (Diluted),2.20,2.55,1.78,2.60,3.21,-11.61,2.69,2.40,1.85,1.75,1.69
EPS Growth,-4.99%,43.26%,-31.54%,-19.00%,-,-,11.89%,30.00%,5.77%,3.14%,29.28%
Dividend Per Share,0.360,1.440,1.440,1.410,1.410,1.410,1.410,1.376,1.141,1.074,1.041
Dividend Growth,-75.00%,-,2.14%,-,-,-,2.44%,20.59%,6.25%,3.23%,3.34%
Effective Tax Rate,25.06%,25.75%,25.99%,25.26%,24.70%,-,24.48%,25.18%,30.58%,36.27%,35.89%
