Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,121.61,98.98,91.99,93.43,311.99,630.01,131.63,211.02,132.84,139.37,97.51
Short-Term Investments,481.37,393.69,422.14,484.35,351.19,100,514.46,304.32,287.45,188.64,297.98
Cash & Short-Term Investments,602.98,492.67,514.12,577.78,663.19,730.01,646.09,515.35,420.29,328.01,395.49
Cash Growth,9.32%,-4.17%,-11.02%,-12.88%,-9.15%,12.99%,25.37%,22.62%,28.13%,-17.06%,37.08%
Receivables,120.78,147.05,139.85,92.66,107.64,82.26,60.45,44.15,52.36,24.99,24.73
Inventory,212.62,182.94,175.8,183.22,134.16,91.59,63.95,70,36.27,17.31,12.75
Other Current Assets,100.94,77.17,87.37,45.79,20.95,20.75,21.95,5.35,10.28,6.39,2.39
Total Current Assets,"1,037",899.83,917.13,899.45,925.93,924.61,792.44,634.84,519.18,385.37,447.68
"Property, Plant & Equipment",232.26,215.11,200.06,174.93,159.45,110.86,96.35,69.74,56.45,27.2,22.41
Long-Term Investments,422.93,457.59,299.55,259.86,168.08,5,5,-,14.79,14.96,2.19
Goodwill,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,-
Other Intangible Assets,65.35,79,97.2,46.63,59.38,80.94,102.85,124.41,146.37,168.35,72.02
Long-Term Accounts Receivable,38.79,31.47,18.35,11.65,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,77.34,78.32,59.11,58.16,33.45,37.7,30.38,24.38,27.02,15.83,14.95
Other Long-Term Assets,57.93,55.48,62.03,66.6,105.1,94.59,77.61,64.53,0.6,0.31,0.17
Total Assets,"1,947","1,832","1,669","1,533","1,467","1,269","1,120",933.42,779.96,627.56,559.41
Accounts Payable,34.73,36.59,10.93,9.52,14.96,13.8,13.3,10.53,13.77,8.11,6.85
Accrued Expenses,42.83,46.03,52.08,51,45.47,41.4,49.02,36.06,35.02,19.85,17.39
Current Portion of Leases,4.69,3.85,3.53,3.74,3.35,1.87,1.61,-,-,-,-
Current Unearned Revenue,23.26,33.07,47.71,45.6,120.86,105.22,97.33,80.78,14.98,10.28,10.11
Other Current Liabilities,3.12,5.87,4.56,25.84,3.29,2.67,0.25,5.81,0.05,1.97,0.17
Total Current Liabilities,108.64,125.41,118.82,135.7,187.94,164.96,161.51,133.18,63.82,40.21,34.51
Long-Term Leases,20.36,19.14,22.86,29.04,27.26,6.88,6.88,-,-,-,-
Long-Term Unearned Revenue,1.58,0.54,12.01,18.28,36.22,57.09,47.53,41.79,23.9,31.32,35.54
Pension & Post-Retirement Benefits,55.7,54.45,52.25,59.79,66.77,78.53,51.12,44.06,33.18,27.56,22.59
Other Long-Term Liabilities,16.36,16.28,15.8,14.65,48.81,49.06,41.68,23.9,-,-,-
