Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,118.69,76.31,100.07,97.65,133.81,378.7,99.54,50.51,67.29,57.06,11.22
Cash & Short-Term Investments,118.69,76.31,100.07,97.65,133.81,378.7,99.54,50.51,67.29,57.06,11.22
Cash Growth,44.49%,-23.75%,2.48%,-27.03%,-64.66%,280.47%,97.06%,-24.94%,17.92%,408.81%,-88.07%
Accounts Receivable,430.84,365.34,361.45,322.44,281.33,273.55,288.86,318.09,296.93,263.33,216.63
Other Receivables,72.01,56.64,68.08,31.3,23.12,23.53,32.2,33.97,63.1,63.16,29.35
Receivables,502.84,421.98,429.53,353.74,304.45,297.08,321.06,352.06,360.02,326.49,245.97
Inventory,6.25,5.65,5.3,5.09,4.79,4.85,4.08,5.06,4.79,4.63,4.68
Prepaid Expenses,56.18,41.36,36.09,27.05,22.29,19.48,17.34,30.8,27.32,27.46,21.82
Other Current Assets,63.99,32.2,25.01,22.6,29.69,"1,823",100.2,11.99,12.13,12.29,11.05
Total Current Assets,747.96,577.49,596,506.13,495.03,"2,523",542.21,450.42,471.55,427.93,294.74
"Property, Plant & Equipment","3,206","2,972","2,384","2,087","1,905","1,720","1,597","3,108","3,048","2,704","1,709"
Goodwill,"2,286","2,265","2,226","2,223","2,200","2,105","2,085","2,396","2,751","2,681","2,128"
Other Intangible Assets,85.18,70,73.28,76.04,70.15,68.54,68.83,88.99,87.35,83.31,59.58
Long-Term Deferred Tax Assets,27.8,20.96,6.66,2.95,3.08,3.21,3.34,3.47,3.73,3.78,49.11
Other Long-Term Assets,59.63,52.04,72.55,92.7,94.97,79.13,"2,582",125.45,62.57,124.83,38.52
Total Assets,"6,413","5,957","5,359","4,988","4,768","6,499","6,879","6,173","6,425","6,025","4,279"
Accounts Payable,179.94,232.7,156.13,104.72,98.58,87.82,90.26,117.74,102.3,80.03,91.34
Accrued Expenses,287.78,239.35,268.05,204.2,212.41,213.39,157.17,207.25,207.91,198.69,145.69
Current Portion of Long-Term Debt,24.38,76.82,29.22,21.25,18.59,153.48,43.68,34.11,34.83,34.81,45.36
Current Portion of Leases,22.57,26.55,27.26,27.45,24.34,51.1,21.88,-,-,-,-
Current Income Taxes Payable,-,-,-,1.34,5.54,16.35,-,3.04,1.01,0.53,7.37
Current Unearned Revenue,3.26,1.69,2.17,6.65,30.37,35.95,1.9,32.15,31.34,28.81,0.45
Other Current Liabilities,-,0.81,402.96,22.71,15.04,750.11,148.69,22.08,-,-,-
Total Current Liabilities,517.92,577.92,885.78,388.33,404.86,"1,308",463.58,416.38,377.39,342.87,290.2
Long-Term Debt,"2,285","1,880","1,343","1,365","1,479","2,969","3,105","3,159","3,205","3,253","2,195"
Long-Term Leases,118.83,112.63,111.7,127.29,127.65,94.77,125.36,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,11.3,-,-,-,-,-
Pension & Post-Retirement Benefits,-,-,-,-,-,-,-,3.5,8.8,10.7,2.82
Long-Term Deferred Tax Liabilities,94.09,83.95,1.93,92.59,74.37,50.02,22.82,80.37,80.33,78.52,23.94
Other Long-Term Liabilities,107.2,111.49,129.22,114.18,99.7,111.37,623.43,150.77,157.63,154.16,75.78
Total Liabilities,"3,123","2,766","2,471","2,087","2,185","4,545","4,341","3,810","3,829","3,839","2,588"
Common Stock,0.9,0.92,0.91,0.9,0.89,0.88,0.88,0.87,0.87,0.87,0.71
Additional Paid-In Capital,"2,708","2,685","2,649","2,658","2,636","2,580","2,558","2,542","2,518","2,496","1,573"
Retained Earnings,411.67,387.33,131.72,153.39,-119.75,-310.39,361.75,252.82,428.57,220.14,214
Comprehensive Income & Other,-,-,-,-,-,-371.37,-414.88,-462.38,-374.12,-549.57,-104.65
Total Common Equity,"3,120","3,074","2,782","2,813","2,517","1,899","2,505","2,333","2,573","2,168","1,683"
Minority Interest,169.63,117.12,105.69,88.26,65.39,55.32,33.15,28.81,22.42,17.75,8.06
Shareholders' Equity,"3,290","3,191","2,888","2,901","2,583","1,955","2,539","2,362","2,595","2,185","1,691"
Total Liabilities & Equity,"6,413","5,957","5,359","4,988","4,768","6,499","6,879","6,173","6,425","6,025","4,279"
Total Debt,"2,451","2,096","1,511","1,541","1,649","3,268","3,296","3,193","3,240","3,288","2,241"
Net Cash (Debt),"-2,332","-2,020","-1,411","-1,443","-1,515","-2,890","-3,197","-3,143","-3,173","-3,231","-2,230"
Net Cash Per Share,-25.51,-21.94,-15.51,-15.76,-16.69,-32.62,-36.40,-35.95,-36.44,-37.58,-32.60
Filing Date Shares Outstanding,92.26,92.91,92.29,91.31,89.9,89.04,88.49,88.46,87.95,87.55,87.22
Total Common Shares Outstanding,90.43,91.78,91.26,89.91,89.03,88.02,87.72,87.44,87.06,86.69,70.75
Working Capital,230.03,-0.43,-289.78,117.8,90.17,"1,215",78.64,34.04,94.16,85.06,4.53
Book Value Per Share,34.50,33.49,30.48,31.28,28.28,21.58,28.56,26.68,29.55,25.01,23.79
Tangible Book Value,748.69,738.86,482.73,513.88,247.41,-274.34,351.45,-152.1,-265.65,-596.77,-504.76
Tangible Book Value Per Share,8.28,8.05,5.29,5.72,2.78,-3.12,4.01,-1.74,-3.05,-6.88,-7.13
Land,221.99,202.55,183.35,169.14,154.38,144.22,138.33,430.77,450.34,411.33,214.14
Buildings,"2,780","2,326","2,064","1,798","1,684","1,490","1,276","2,424","2,371","2,032","1,278"
Machinery,496.54,448.11,365.83,292.2,253.1,220.69,199.26,444.54,400.6,318.02,141.54
Construction In Progress,568.51,772.51,420.43,349.47,221.25,217.48,247.47,294.85,173.69,157.11,195.04
