Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,266","3,154","2,929","2,610","2,314","2,090","2,008","1,905","2,836","2,811","1,794"
Revenue Growth (YoY),4.58%,7.69%,12.20%,12.79%,10.74%,4.06%,5.44%,-32.85%,0.90%,56.64%,78.63%
Cost of Revenue,"1,901","1,804","1,678","1,494","1,335","1,242","1,193","1,131","1,651","1,659","1,054"
Gross Profit,"1,364","1,350","1,250","1,117",979.89,848.17,815.49,773.92,"1,186","1,152",740.1
"Selling, General & Admin",242.34,237.57,222.57,203.48,175.26,157.85,153.94,144.36,273,258.83,148.99
Other Operating Expenses,495.09,440.79,388.91,349.28,301.34,262.27,259.54,243.67,331.83,312.56,206.75
Operating Expenses,920.47,827.95,743.82,670.52,583.31,515.38,501.4,468.38,747.84,706.49,419.29
Operating Income,443.78,522.28,506.6,446.24,396.57,332.79,314.09,305.54,437.88,445.14,320.81
Interest Expense,-131.01,-116.37,-82.13,-69.76,-76.99,-158.11,-187.33,-184.53,-176.01,-181.33,-106.74
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,0.52,-1.93
Other Non Operating Income (Expenses),-33.66,-35.59,-21.7,-3.48,-,-,-,-,-,-,-
EBT Excluding Unusual Items,279.12,370.32,402.77,373,319.58,174.68,126.77,121.01,261.88,264.34,212.14
Merger & Restructuring Charges,-7.37,-18.68,-10.79,-0.2,-7.44,-13,-30.25,-3.15,-24.27,-48.32,-36.57
Gain (Loss) on Sale of Assets,8.72,-,9.75,-,-,-,-,-,-,-178.81,-
Asset Writedown,-,-,-,-,-23.19,-,-,-,-,-,-
Legal Settlements,-119.14,-4.8,-402.98,-2.6,-,-,-,-22.08,-,-,-
Other Unusual Items,-19.85,-4.96,-24.11,3.94,-13.19,22.12,-18.13,-28.38,-0.81,-4.25,-10.82
Pretax Income,141.46,341.88,-25.36,374.14,275.76,183.8,78.4,67.4,236.8,32.96,164.75
Income Tax Expense,22.62,77.4,-9.7,94.11,67.56,40.61,25.09,9.91,37.21,28.78,53.39
Earnings From Continuing Operations,118.85,264.48,-15.66,280.03,208.2,143.19,53.31,57.49,199.59,4.18,111.37
Earnings From Discontinued Operations,-,-,-,-,-12.64,-812.39,56.81,-232.97,-,-,0.11
Net Income to Company,118.85,264.48,-15.66,280.03,195.56,-669.2,110.12,-175.49,199.59,4.18,111.48
Minority Interest in Earnings,-11.48,-8.87,-6.01,-6.89,-4.93,-2.93,-1.2,-0.26,0.25,1.97,1.08
Net Income,107.36,255.61,-21.67,273.14,190.64,-672.13,108.92,-175.75,199.84,6.14,112.55
Net Income to Common,107.36,255.61,-21.67,273.14,190.64,-672.13,108.92,-175.75,199.84,6.14,112.55
Net Income Growth,-61.76%,-,-,43.28%,-,-,-,-,3153.05%,-94.54%,35.54%
Shares Outstanding (Basic),91,92,91,90,89,88,88,87,87,86,68
Shares Outstanding (Diluted),91,92,91,92,91,89,88,87,87,86,68
Shares Change (YoY),-0.53%,1.22%,-0.66%,0.84%,2.48%,0.89%,0.46%,0.41%,1.27%,25.71%,23.61%
EPS (Basic),1.18,2.79,-0.24,3.05,2.15,-7.65,1.24,-2.01,2.30,0.07,1.65
EPS (Diluted),1.18,2.78,-0.24,2.98,2.10,-7.59,1.24,-2.02,2.30,0.07,1.64
EPS Growth,-61.31%,-,-,41.85%,-,-,-,-,3183.32%,-95.74%,9.70%
Free Cash Flow,-347.22,-560.69,38.21,84.42,129.67,433.84,100.23,160.89,125.4,54.01,-35.64
Free Cash Flow Per Share,-3.80,-6.09,0.42,0.92,1.43,4.90,1.14,1.84,1.44,0.63,-0.52
Gross Margin,41.78%,42.81%,42.70%,42.78%,42.34%,40.58%,40.60%,40.63%,41.80%,40.97%,41.24%
Operating Margin,13.59%,16.56%,17.30%,17.09%,17.14%,15.92%,15.64%,16.04%,15.44%,15.84%,17.88%
Profit Margin,3.29%,8.10%,-0.74%,10.46%,8.24%,-32.16%,5.42%,-9.23%,7.05%,0.22%,6.27%
Free Cash Flow Margin,-10.63%,-17.78%,1.31%,3.23%,5.60%,20.76%,4.99%,8.45%,4.42%,1.92%,-1.99%
EBITDA,626.82,671.87,638.95,564.01,503.29,428.04,402.02,385.88,580.89,580.25,384.36
EBITDA Margin,19.20%,21.30%,21.82%,21.61%,21.75%,20.48%,20.02%,20.26%,20.48%,20.64%,21.42%
D&A For EBITDA,183.04,149.6,132.35,117.77,106.72,95.26,87.92,80.34,143.01,135.1,63.55
EBIT,443.78,522.28,506.6,446.24,396.57,332.79,314.09,305.54,437.88,445.14,320.81
EBIT Margin,13.59%,16.56%,17.30%,17.09%,17.14%,15.92%,15.64%,16.04%,15.44%,15.84%,17.88%
Effective Tax Rate,15.99%,22.64%,-,25.15%,24.50%,22.09%,32.00%,14.70%,15.71%,87.33%,32.41%
Revenue as Reported,-,-,-,-,-,-,-,-,"2,836","2,811","1,794"
