Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,512","1,330","2,291","2,331","1,382",774.43,624.33,316.16,286.17,322.59,357.25
Revenue Growth (YoY),20.97%,-41.93%,-1.72%,68.65%,78.46%,24.04%,97.47%,10.48%,-11.29%,-9.70%,3.88%
Cost of Revenue,"1,029",858.75,"1,286","1,356",827.63,428.44,403.09,221.71,230.12,264.58,249.03
Gross Profit,482.97,471.64,"1,005",974.6,554.42,345.98,221.25,94.45,56.04,58.01,108.22
"Selling, General & Admin",332.95,337.38,369.63,352.9,228.16,103.62,75.54,55.33,45.35,66.23,78.53
Research & Development,193.25,201.32,227.34,168.85,105.53,55.92,40.38,32.59,33.16,50.7,50.82
Other Operating Expenses,-250.3,-157.5,-53.5,-,-,-,-,-,-,-,-
Operating Expenses,275.9,381.19,543.46,521.75,333.69,159.54,115.92,87.92,78.5,116.93,129.35
Operating Income,207.06,90.45,461.43,452.85,220.73,186.44,105.33,6.53,-22.46,-58.92,-21.14
Interest Expense,-5.94,-8.91,-8.84,-9.44,-45.15,-21,-9.69,-10.69,-8.21,-2.77,-0.5
Interest & Investment Income,65.79,77.31,69.73,13.66,0.7,2.16,2.51,1.06,0.28,-,-
Currency Exchange Gain (Loss),-4,-5,-2.1,-,-,-,-,-,-,0.1,0.3
Other Non Operating Income (Expenses),4.38,0.27,0.01,-0.43,6.05,-45.15,0.56,-2.19,1.97,-0.61,-1.19
EBT Excluding Unusual Items,267.28,154.11,520.22,456.63,182.33,122.45,98.71,-5.3,-28.42,-62.21,-22.53
Merger & Restructuring Charges,-17.17,-13.15,-15.68,-4.58,-4.9,-,-2.6,-4.93,-16.92,-3.78,-
Gain (Loss) on Sale of Investments,-14.3,-20.8,8.6,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-,-56.5,-3.04,-6,-,-,-,1.83
Pretax Income,235.82,120.16,513.14,452.05,120.93,119.41,90.11,-10.23,-45.34,-65.99,-20.7
Income Tax Expense,40.24,17.5,74.2,54.69,-24.52,-14.59,-71.03,1.4,-0.15,1.48,1.38
Net Income,195.58,102.66,438.94,397.36,145.45,134,161.15,-11.63,-45.19,-67.46,-22.08
Net Income to Common,195.58,102.66,438.94,397.36,145.45,134,161.15,-11.63,-45.19,-67.46,-22.08
Net Income Growth,218.45%,-76.61%,10.46%,173.20%,8.55%,-16.85%,-,-,-,-,-
Shares Outstanding (Basic),132,135,136,135,134,126,117,100,83,51,45
Shares Outstanding (Diluted),138,140,143,144,143,142,132,100,83,51,45
Shares Change (YoY),0.92%,-2.29%,-0.76%,1.06%,0.68%,7.80%,32.15%,20.11%,64.17%,13.19%,4.03%
EPS (Basic),1.48,0.76,3.22,2.94,1.09,1.07,1.38,-0.12,-0.54,-1.34,-0.49
EPS (Diluted),1.44,0.75,3.08,2.77,1.02,0.95,1.23,-0.12,-0.54,-1.34,-0.49
EPS Growth,233.44%,-75.63%,11.23%,171.79%,7.81%,-23.29%,-,-,-,-,-
Free Cash Flow,217.29,480.09,586.38,698.37,299.77,195.78,124.28,11.98,-32.56,-45.12,-33.69
Free Cash Flow Per Share,1.58,3.43,4.09,4.84,2.10,1.38,0.94,0.12,-0.39,-0.89,-0.76
Gross Margin,31.93%,35.45%,43.87%,41.81%,40.12%,44.68%,35.44%,29.87%,19.58%,17.98%,30.29%
Operating Margin,13.69%,6.80%,20.14%,19.43%,15.97%,24.07%,16.87%,2.06%,-7.85%,-18.27%,-5.92%
Profit Margin,12.93%,7.72%,19.16%,17.05%,10.52%,17.30%,25.81%,-3.68%,-15.79%,-20.91%,-6.18%
Free Cash Flow Margin,14.37%,36.09%,25.60%,29.96%,21.69%,25.28%,19.91%,3.79%,-11.38%,-13.99%,-9.43%
EBITDA,281.38,163.06,526.3,511.62,251.58,204.54,119.45,16.19,-13.46,-48.29,-10.6
EBITDA Margin,18.61%,12.26%,22.98%,21.95%,18.20%,26.41%,19.13%,5.12%,-4.70%,-14.97%,-2.97%
D&A For EBITDA,74.32,72.61,64.88,58.78,30.85,18.1,14.12,9.67,9,10.64,10.54
EBIT,207.06,90.45,461.43,452.85,220.73,186.44,105.33,6.53,-22.46,-58.92,-21.14
EBIT Margin,13.69%,6.80%,20.14%,19.43%,15.97%,24.07%,16.87%,2.06%,-7.85%,-18.27%,-5.92%
Effective Tax Rate,17.06%,14.56%,14.46%,12.10%,-,-,-,-,-,-,-
Advertising Expenses,-,1.7,3.8,3.8,16.2,0.8,0.6,-,-,-,-
