Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,401.88,369.11,288.75,473.24,119.32,679.38,251.41,106.24,29.14,17.76,28.45
Short-Term Investments,"1,076","1,253","1,406","1,140",897.34,-,-,-,-,-,-
Cash & Short-Term Investments,"1,478","1,623","1,695","1,613","1,017",679.38,251.41,106.24,29.14,17.76,28.45
Cash Growth,-16.34%,-4.27%,5.10%,58.64%,49.64%,170.23%,136.65%,264.52%,64.06%,-37.56%,-32.31%
Accounts Receivable,300.17,265.75,486.2,473.03,357.13,200.04,160.47,92.45,65.35,61.02,46.1
Other Receivables,-,10.1,7.6,2.2,2.1,-,-,-,-,-,-
Receivables,300.17,275.85,493.8,475.23,359.23,200.04,160.47,92.45,65.35,61.02,46.1
Inventory,188.65,165,213.6,149.71,74.4,41.76,32.06,16.27,26,31.96,40.8
Prepaid Expenses,425.04,73.73,41.09,26.49,12.18,11.88,11.02,7.34,9.96,7.12,6.33
Restricted Cash,-,95.01,-,-,-,-,44.7,-,-,-,-
Other Current Assets,-,94.9,-,-,-,-,-,-,-,-,0.09
Total Current Assets,"2,392","2,327","2,444","2,264","1,462",933.06,499.66,222.3,130.45,117.86,121.77
"Property, Plant & Equipment",155.35,149.53,162.93,113.55,83.99,55.87,38.25,20.3,25.38,29.54,28.82
Long-Term Investments,61.88,64.83,79.86,56.78,41.04,5,-,-,-,-,-
Goodwill,214.41,211.57,214.56,213.56,181.25,24.78,24.78,24.78,3.66,3.66,3.75
Other Intangible Assets,27.33,65,93.74,118.74,110.36,33.61,31.38,36.01,1.62,2.85,5.52
Long-Term Accounts Receivable,112.27,110.95,124.19,100.99,69.58,51.99,42.09,34.15,-,-,-
Long-Term Deferred Tax Assets,320.9,315.57,252.37,204.87,122.47,92.9,74.53,-,-,-,-
Other Long-Term Assets,36.58,5.14,11.85,11.52,8.1,2.89,2.53,2.4,8.04,9.66,5.68
Total Assets,"3,320","3,250","3,383","3,084","2,079","1,200",713.22,339.94,169.15,163.58,165.53
Accounts Payable,188.57,90.03,116.16,125.09,113.77,72.61,57.47,48.79,28.75,31.7,25.57
Accrued Expenses,147.62,141.53,212.09,247.23,126.78,66.5,42.19,29.01,22.45,22.94,19.29
Short-Term Debt,-,-,-,-,-,-,-,-,-,10.1,17
Current Portion of Long-Term Debt,631.68,101.29,-,90.89,86.05,325.97,2.88,28.16,17.43,3.03,-
Current Portion of Leases,5.81,5.82,5.22,5.37,3.83,4.54,3.17,-,-,-,-
Current Income Taxes Payable,0.25,3.54,8.53,16.15,0.34,-,-,-,-,-,-
Current Unearned Revenue,111.49,237.23,118.3,90.75,62.67,47.67,81.78,33.12,15.69,6.41,3.92
Other Current Liabilities,85.72,80.66,72.14,62.75,46.36,16.76,11.81,8.08,7.43,8.6,7.07
Total Current Liabilities,"1,171",660.09,532.45,638.22,439.8,534.04,199.31,147.16,91.74,82.77,72.85
Long-Term Debt,571.87,"1,201","1,294","1,199",951.59,4.9,102.66,81.63,32.32,20.77,-
Long-Term Leases,24.26,23.04,18.8,19.08,11.92,15.21,9.54,-,-,-,-
Long-Term Unearned Revenue,345.71,341.98,369.17,281.61,187.19,125.47,100.2,76.91,29.94,33.89,25.12
Other Long-Term Liabilities,212.48,190.45,185.23,120.33,58.59,36.49,29.3,26.46,24.27,24.84,26.12
Total Liabilities,"2,325","2,417","2,399","2,259","1,649",716.11,441.01,332.16,178.27,162.28,124.08
Common Stock,0,0,0,0,0,0,0,0,0,0,-
Additional Paid-In Capital,"1,234","1,085",939.34,819.12,837.92,534.74,458.32,353.34,287.26,252.13,224.73
Retained Earnings,-242.58,-245.21,46.27,17.34,-405.74,-51.19,-185.18,-346.3,-295.73,-250.54,-183.07
Comprehensive Income & Other,3.32,-6.35,-1.99,-10.88,-2.02,0.43,-0.92,0.74,-0.66,-0.29,-0.21
Shareholders' Equity,995.02,833.02,983.62,825.57,430.17,483.99,272.21,7.78,-9.13,1.3,41.45
Total Liabilities & Equity,"3,320","3,250","3,383","3,084","2,079","1,200",713.22,339.94,169.15,163.58,165.53
Total Debt,"1,234","1,331","1,318","1,315","1,053",350.62,118.26,109.78,49.75,33.9,17
Net Cash (Debt),244.3,291.35,377.27,298.04,-36.75,328.76,133.15,-3.55,-20.61,-16.14,11.45
Net Cash Growth,-43.76%,-22.78%,26.59%,-,-,146.90%,-,-,-,-,-72.75%
Net Cash Per Share,1.77,2.08,2.63,2.06,-0.26,2.32,1.01,-0.04,-0.25,-0.32,0.26
Filing Date Shares Outstanding,130.86,132.47,135.76,136.5,133.94,129.02,123.18,108.52,95.83,82.53,46.36
Total Common Shares Outstanding,130.85,132.45,135.72,136.44,133.89,128.96,123.11,107.04,85.91,62.27,45.82
Working Capital,"1,221","1,667","1,911","1,626","1,023",399.02,300.35,75.14,38.71,35.09,48.92
Book Value Per Share,7.60,6.29,7.25,6.05,3.21,3.75,2.21,0.07,-0.11,0.02,0.90
Tangible Book Value,753.28,556.45,675.33,493.27,138.56,425.6,216.05,-53.01,-14.41,-5.21,32.18
Tangible Book Value Per Share,5.76,4.20,4.98,3.62,1.03,3.30,1.75,-0.50,-0.17,-0.08,0.70
Land,-,-,-,0.11,0.11,-,-,-,-,-,-
Buildings,-,19.05,17.06,15.88,12.55,9.02,-,-,-,-,-
Machinery,-,217.88,197.26,125.08,104.42,68.92,52.22,48.76,45.96,44.03,40.95
Construction In Progress,-,19.31,29.75,31.73,14.33,9.75,8.45,3.54,4.67,6.28,2.99
Leasehold Improvements,-,-,-,-,-,-,8.71,8.48,8.54,9.48,8.64
