Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,708.52,659.94,673.93,699.82,593.08,524.53,554.96,545.37,549,530.25,549.33
Revenue Growth (YoY),8.39%,-2.08%,-3.70%,18.00%,13.07%,-5.48%,1.76%,-0.66%,3.54%,-3.47%,-9.24%
Fuel & Purchased Power,89.51,86.85,98.85,108.15,94.03,84.57,93.43,106.95,111.72,117.05,135.08
Operations & Maintenance,232.96,228.14,215.43,209.88,199.32,186.43,193.32,177.82,177.74,172.34,164.48
"Selling, General & Admin",0.44,0.44,0.47,-,-,-,-,-,-,-,-
Depreciation & Amortization,112.79,108.58,100.35,85.55,76.98,74.19,71.56,56.41,53.08,44.65,44.23
Other Operating Expenses,95.34,79.89,106.81,139.09,88.86,56.25,82.42,79.03,75.61,65.75,81.29
Total Operating Expenses,531.05,503.89,521.9,542.67,459.18,401.44,440.73,420.22,418.14,399.78,425.07
Operating Income,177.47,156.05,152.03,157.15,133.9,123.1,114.23,125.15,130.86,130.47,124.26
Interest Expense,-32.92,-32.93,-30.43,-26.65,-24.11,-23.52,-23.06,-19.61,-19.32,-19.87,-20.16
Net Interest Expense,-32.92,-32.93,-30.43,-26.65,-24.11,-23.52,-23.06,-19.61,-19.32,-19.87,-20.16
Income (Loss) on Equity Investments,13.22,12.28,10.63,9.14,9.27,10.22,9.89,8.82,10.13,8.43,7.73
Allowance for Equity Funds for Construction,5.7,5.7,5.8,3,5,5.9,2.3,3.3,-,-,-
Other Non-Operating Income (Expenses),-9.12,-9.93,7.47,-5.46,-14.18,-3.86,3.31,-6.01,-1.96,-0.96,0.89
EBT Excluding Unusual Items,154.34,131.17,145.5,137.18,109.88,111.84,106.66,111.65,119.7,118.07,112.71
Pretax Income,154.34,131.17,145.5,137.18,109.88,111.84,106.66,111.65,119.7,118.07,112.71
Income Tax Expense,19.73,10.6,27.8,26.22,4.12,19.42,19.78,27.43,22.09,42.51,41.36
Net Income,134.61,120.57,117.7,110.95,105.76,92.42,86.87,84.22,97.61,75.56,71.34
Net Income to Common,134.61,120.57,117.7,110.95,105.76,92.42,86.87,84.22,97.61,75.56,71.34
Net Income Growth,13.47%,2.44%,6.08%,4.91%,14.44%,6.38%,3.15%,-13.71%,29.18%,5.91%,-11.18%
Shares Outstanding (Basic),36,36,36,36,36,36,35,35,35,35,35
Shares Outstanding (Diluted),37,36,36,36,36,36,35,35,35,35,35
Shares Change (YoY),0.86%,0.15%,0.03%,0.02%,1.56%,2.72%,-,-,-,-,-
EPS (Basic),3.69,3.33,3.25,3.07,2.92,2.60,2.51,2.43,2.82,2.18,2.06
EPS (Diluted),3.69,3.33,3.25,3.07,2.92,2.60,2.51,2.43,2.82,2.18,2.06
EPS Growth,12.85%,2.45%,5.93%,5.07%,12.52%,3.56%,3.15%,-13.71%,29.18%,5.91%,-11.18%
Free Cash Flow,-31.77,40.86,15.49,-21.3,-15.64,-30.7,-33.56,-59.16,23.24,64.21,69.16
Free Cash Flow Per Share,-0.87,1.13,0.43,-0.59,-0.43,-0.86,-0.97,-1.71,0.67,1.85,2.00
Dividend Per Share,1.825,1.755,1.670,1.590,1.520,1.450,1.380,1.320,1.260,1.210,1.160
Dividend Growth,5.37%,5.09%,5.03%,4.61%,4.83%,5.07%,4.54%,4.76%,4.13%,4.31%,4.50%
Profit Margin,19.00%,18.27%,17.46%,15.85%,17.83%,17.62%,15.65%,15.44%,17.78%,14.25%,12.99%
Free Cash Flow Margin,-4.48%,6.19%,2.30%,-3.04%,-2.64%,-5.85%,-6.05%,-10.85%,4.23%,12.11%,12.59%
EBITDA,279.76,254.13,241.98,231.9,205.18,192.19,180.69,176.87,180.63,172.12,168.48
EBITDA Margin,39.48%,38.51%,35.91%,33.14%,34.60%,36.64%,32.56%,32.43%,32.90%,32.46%,30.67%
D&A For EBITDA,102.29,98.08,89.95,74.75,71.28,69.09,66.46,51.71,49.78,41.65,44.23
EBIT,177.47,156.05,152.03,157.15,133.9,123.1,114.23,125.15,130.86,130.47,124.26
EBIT Margin,25.05%,23.65%,22.56%,22.46%,22.58%,23.47%,20.58%,22.95%,23.84%,24.61%,22.62%
Effective Tax Rate,12.78%,8.08%,19.11%,19.12%,3.74%,17.37%,18.55%,24.57%,18.46%,36.01%,36.70%
Revenue as Reported,725.52,676.94,690.43,714.52,606.58,538.63,568.86,559.77,563.1,544.75,564.03
