Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,10.14,21.3,11.14,11.6,17.44,44.74,23.48,83.1,107.95,95.96,81.38
Accounts Receivable,68.85,87.11,79.92,98.49,81.02,68.9,66.38,71.84,73.7,69.73,62.12
Other Receivables,12.36,10.07,15.62,11.42,16.09,7.3,7.94,6.26,9.44,8.53,7.48
Inventory,68.13,67.65,72.65,74.28,51.96,47.27,45.28,42,43.79,41.14,48.41
Prepaid Expenses,13.72,18.39,22.31,19.13,20.21,15.18,16.89,16.22,26.54,26.64,35.25
Restricted Cash,0.67,1.11,0.86,0.87,0.85,0.64,0.62,0.63,1.64,3.7,-
Other Current Assets,21.18,21.64,35.71,27.69,11.8,25.5,21.05,20.52,27.58,29.82,20.11
Total Current Assets,195.03,227.27,238.2,243.48,199.37,209.52,181.64,240.56,290.63,275.52,254.75
"Property, Plant & Equipment","2,469","2,295","2,136","1,979","1,887","1,775","1,643","1,509","1,341","1,282","1,243"
Regulatory Assets,40.48,36.76,81.59,103.9,107.55,142.5,134.31,145.42,142.57,158.49,148.2
Other Intangible Assets,-,8.5,10.7,12.9,15.6,14.8,13.6,9.2,0.5,-,-
Long-Term Investments,126.96,118.04,112.82,105.88,98.75,94.68,88.49,78,67.77,76.29,73.63
Long-Term Deferred Charges,18.61,10.39,2.48,3.68,3.57,1.28,4.82,3.21,0.23,0.93,1.33
Other Long-Term Assets,140.93,132.26,93.9,68.87,60.33,15.5,15.44,2.78,12.12,7.78,5.05
Total Assets,"2,991","2,828","2,675","2,518","2,372","2,254","2,082","1,989","1,855","1,801","1,726"
Accounts Payable,67.06,77.47,65.45,59.33,64.15,54.64,55.16,46.16,47.65,47.8,40.83
Accrued Expenses,27.37,27.43,25.26,20.93,23.34,21.17,20,20.43,17.85,17.39,16.28
Short-Term Debt,76,-,38,70.5,5.5,52.5,-,13,4,-,-
Current Portion of Long-Term Debt,20.4,5.29,5.15,54.31,4.89,4.77,19.66,4.55,24.45,4.33,4.27
Current Portion of Leases,-,1.36,1.29,1.18,1.21,1.24,1.09,-,-,-,-
Other Current Liabilities,24.29,14.02,22.01,18.81,18.76,56.6,32.91,36.49,32.57,33.99,22.77
Total Current Liabilities,215.11,125.56,157.16,225.06,117.85,190.93,128.82,120.63,126.51,103.51,84.15
Long-Term Debt,745.05,763.7,718.82,585.25,614.21,519.3,523.74,493.34,398.16,382.79,386.74
Long-Term Leases,-,26.25,25.84,25.02,25.29,23.37,17.88,1.77,-,-,-
Pension & Post-Retirement Benefits,51.04,50.16,55.06,53.61,73.09,78.17,68.67,67.48,69.09,74.35,75.68
Long-Term Deferred Tax Liabilities,369.89,361.39,325.92,300.93,275.99,253.29,244.07,232.77,226.05,384.76,361.84
Other Long-Term Liabilities,312,270.77,252.59,246.06,238.02,212.59,242.82,255.98,257.18,131.57,127.54
Total Liabilities,"1,693","1,598","1,535","1,436","1,344","1,278","1,226","1,172","1,077","1,077","1,036"
Common Stock,36.54,36.49,36.16,36.16,36.16,36.16,34.67,34.67,34.67,34.67,34.67
Additional Paid-In Capital,434.62,429.52,396.75,395.66,394.9,394.41,316.27,316.27,316.27,316.27,316.27
Retained Earnings,826.49,764.13,707.16,649.85,596.4,545.43,504.74,465.71,426.87,372.95,339.17
Comprehensive Income & Other,-,-,-,-,-,-,-,-,0.38,0.2,0.36
Shareholders' Equity,"1,298","1,230","1,140","1,082","1,027",976,855.68,816.64,778.19,724.09,690.46
Total Liabilities & Equity,"2,991","2,828","2,675","2,518","2,372","2,254","2,082","1,989","1,855","1,801","1,726"
Total Debt,841.44,796.59,789.09,736.26,651.1,601.18,562.37,512.67,426.61,387.12,391.01
Net Cash (Debt),-831.3,-775.29,-777.95,-724.65,-633.66,-556.45,-538.89,-429.57,-318.66,-291.17,-309.63
Net Cash Per Share,-22.77,-21.39,-21.50,-20.03,-17.52,-15.63,-15.54,-12.39,-9.19,-8.40,-8.93
Filing Date Shares Outstanding,36.54,36.51,36.17,36.16,36.16,36.16,34.67,34.67,34.67,34.67,34.67
Total Common Shares Outstanding,36.54,36.49,36.16,36.16,36.16,36.16,34.67,34.67,34.67,34.67,34.67
Working Capital,-20.09,101.7,81.04,18.42,81.52,18.59,52.82,119.93,164.12,172.01,170.61
Book Value Per Share,35.51,33.71,31.53,29.91,28.41,26.99,24.68,23.56,22.45,20.89,19.92
Tangible Book Value,"1,298","1,222","1,129","1,069","1,012",961.2,842.08,807.44,777.69,724.09,690.46
Tangible Book Value Per Share,35.51,33.48,31.23,29.55,27.98,26.58,24.29,23.29,22.43,20.89,19.92
Machinery,-,"3,029","2,828","2,619","2,540","2,426","2,276","2,076","1,944","1,885","1,847"
Construction In Progress,-,138.21,110.09,105.75,50.6,139.1,112.48,139.67,58.04,36.79,26.35
