Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"6,824","6,578","6,363","6,402","5,905","3,579","5,301","3,531","3,122","3,018","2,838"
Revenue Growth (YoY),8.24%,3.38%,-0.61%,8.41%,65.00%,-32.50%,50.16%,13.09%,3.43%,6.34%,9.57%
Cost of Revenue,"4,094","3,979","3,610","3,380","2,968","1,868","2,955","1,991","1,787","1,742","1,622"
Gross Profit,"2,730","2,599","2,753","3,022","2,937","1,711","2,347","1,540","1,335","1,277","1,217"
"Selling, General & Admin","1,628","1,568","1,546","1,067","1,306","1,119","1,184",618.5,521.6,461.75,470.31
Other Operating Expenses,435.6,435.6,390.4,251.6,180.2,-,-,-,-,-,-17.4
Operating Expenses,"2,504","2,437","2,371","1,886","1,831","1,485","1,598",887.5,788.7,732.97,712.37
Operating Income,226.2,161.9,381.5,"1,136","1,106",225.5,749,652.4,546.4,543.57,504.41
Interest Expense,-417.5,-470.5,-464.7,-758.2,-562.8,-544.1,-535.6,-539.4,-466.8,-459.24,-443.13
Interest & Investment Income,12,23.6,40.3,18.3,1.1,0.9,1.4,1,3.6,24.19,11.53
Earnings From Equity Investments,35.1,28.1,25.3,23.7,38.7,13.8,28.4,22.3,18.7,14.34,14.49
Currency Exchange Gain (Loss),-48.4,-139.1,44.1,-114.2,-,-,-,-,-,-,-
Other Non Operating Income (Expenses),58.8,144.5,468.6,112,-2.5,-0.1,0.1,-1.6,-0.6,-1.68,5.87
EBT Excluding Unusual Items,-133.8,-251.5,495.1,417.7,580.8,-304,243.3,134.7,101.3,121.17,93.18
Merger & Restructuring Charges,-,-,-25,-52.1,-43.1,-,-,-,-,-,-1.9
Impairment of Goodwill,-12.3,-12.3,-30,-37.4,-,-113,-88,-,-18,-,-
Gain (Loss) on Sale of Investments,215,-0.1,-6.4,-69.9,5,106.7,19.9,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-923.2,-,-,-,-,-,-,-,-
Asset Writedown,-916.8,-76.8,-100.6,-80.8,-,-510.4,-85.1,-34.9,-,-,-40.04
Other Unusual Items,-18.9,-6.1,76.6,-12.9,-3.6,-13.6,-7,-10,-108.7,-1.28,5.37
Pretax Income,-861.3,-341.3,-499.6,175.3,539.1,-834.2,86.1,89.9,-25.1,120.62,56.61
Income Tax Expense,44.4,-28,-8.2,-46.4,118.6,-165.1,43,-3.6,-498.5,11.31,55.92
Earnings From Continuing Operations,-905.7,-313.3,-491.4,221.7,420.5,-669.1,43.1,93.5,473.4,109.31,0.69
Minority Interest in Earnings,2.2,1.8,1.4,0.4,0.3,-0.4,0.8,-,-,-,-
Net Income,-903.5,-311.5,-490,222.1,420.8,-669.5,43.9,93.5,473.4,109.31,0.69
Preferred Dividends & Other Adjustments,-,-,-,0.9,2.1,-,-,-,-,8.66,0.07
Net Income to Common,-903.5,-311.5,-490,221.2,418.7,-669.5,43.9,93.5,473.4,100.65,0.62
Net Income Growth,-,-,-,-47.22%,-,-,-53.05%,-80.25%,333.08%,15834.40%,-
Shares Outstanding (Basic),149,152,152,161,159,134,116,97,91,83,80
Shares Outstanding (Diluted),149,152,152,177,176,134,118,100,93,84,82
Shares Change (YoY),-1.83%,-,-13.87%,0.63%,30.97%,13.75%,17.45%,7.39%,10.83%,2.42%,4.92%
EPS (Basic),-6.06,-2.05,-3.22,1.37,2.64,-5.00,0.38,0.96,5.21,1.21,0.01
EPS (Diluted),-6.06,-2.05,-3.22,1.29,2.48,-5.00,0.37,0.93,5.07,1.19,0.01
EPS Growth,-,-,-,-47.91%,-,-,-60.21%,-81.66%,326.05%,15280.64%,-
Free Cash Flow,-174.4,-123.4,95.9,614.8,652,201.8,513.3,260.2,378.5,310.72,214.57
Free Cash Flow Per Share,-1.17,-0.81,0.63,3.48,3.71,1.51,4.36,2.59,4.05,3.69,2.61
Gross Margin,40.00%,39.51%,43.26%,47.20%,49.74%,47.80%,44.27%,43.62%,42.77%,42.29%,42.87%
Operating Margin,3.31%,2.46%,6.00%,17.75%,18.73%,6.30%,14.13%,18.48%,17.50%,18.01%,17.77%
Profit Margin,-13.24%,-4.74%,-7.70%,3.45%,7.09%,-18.71%,0.83%,2.65%,15.16%,3.33%,0.02%
Free Cash Flow Margin,-2.56%,-1.88%,1.51%,9.60%,11.04%,5.64%,9.68%,7.37%,12.12%,10.29%,7.56%
EBITDA,666,595.5,816.6,"1,704","1,451",592.2,"1,163",921.4,813.5,814.78,763.88
EBITDA Margin,9.76%,9.05%,12.83%,26.61%,24.57%,16.55%,21.94%,26.10%,26.06%,26.99%,26.91%
D&A For EBITDA,439.8,433.6,435.1,567.5,344.5,366.7,414.2,269,267.1,271.21,259.46
EBIT,226.2,161.9,381.5,"1,136","1,106",225.5,749,652.4,546.4,543.57,504.41
EBIT Margin,3.31%,2.46%,6.00%,17.75%,18.73%,6.30%,14.13%,18.48%,17.50%,18.01%,17.77%
Effective Tax Rate,-,-,-,-,22.00%,-,49.94%,-,-,9.37%,98.79%
Revenue as Reported,"6,824","6,578","6,363","6,402","5,905","3,579","5,301","3,588","3,148","3,034","2,838"
Advertising Expenses,-,456.4,173.3,94.8,88.2,36.7,59.4,-,183.5,174.66,51.79
