Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,762,623,515,520,452,496,466,463,706,878,"2,728"
Short-Term Investments,-,-,-,-,-,-,-,-,-,-,47
Cash & Short-Term Investments,762,623,515,520,452,496,466,463,706,878,"2,775"
Cash Growth,38.55%,20.97%,-0.96%,15.04%,-8.87%,6.44%,0.65%,-34.42%,-19.59%,-68.36%,482.98%
Accounts Receivable,574,578,666,672,552,499,530,486,530,505,502
Other Receivables,95,80,103,139,122,136,131,123,113,106,503
Receivables,669,658,769,811,674,635,661,621,666,629,"1,026"
Inventory,313,283,298,348,262,177,169,184,189,151,187
Prepaid Expenses,21,23,24,18,21,18,22,20,36,35,28
Restricted Cash,3,3,3,3,3,4,3,4,3,4,8
Other Current Assets,10,6,7,10,12,11,24,4,3,11,29
Total Current Assets,"1,778","1,596","1,616","1,710","1,424","1,341","1,345","1,296","1,603","1,708","4,053"
"Property, Plant & Equipment",620,552,527,488,527,608,601,397,377,345,351
Long-Term Investments,27,27,35,49,54,60,48,42,41,45,56
Goodwill,112,81,44,45,50,49,46,47,47,45,40
Other Intangible Assets,112,71,46,54,70,86,92,82,85,84,93
Long-Term Deferred Tax Assets,441,441,384,42,47,55,59,45,46,48,34
Other Long-Term Assets,164,94,75,62,62,65,72,78,73,63,41
Total Assets,"3,254","2,862","2,727","2,450","2,234","2,271","2,271","2,007","2,304","2,373","4,681"
Accounts Payable,533,505,551,657,522,500,511,436,470,463,482
Accrued Expenses,160,159,140,139,118,111,109,94,139,134,222
Short-Term Debt,-,-,-,-,4,-,37,57,44,33,34
Current Portion of Long-Term Debt,18,18,18,13,-,-,-,-,2,3,3
Current Portion of Leases,21,29,30,29,28,32,30,-,-,-,-
Current Income Taxes Payable,22,25,25,22,8,5,7,15,12,22,63
Current Unearned Revenue,54,48,57,55,69,46,22,16,18,14,11
Other Current Liabilities,133,132,110,120,103,130,82,103,116,242,"1,957"
Total Current Liabilities,941,916,931,"1,035",852,824,798,721,801,911,"2,772"
Long-Term Debt,288,301,318,336,349,349,348,348,347,346,347
Long-Term Leases,115,78,79,99,117,146,139,-,-,-,-
Long-Term Unearned Revenue,9,12,12,14,15,7,9,14,16,18,15
Pension & Post-Retirement Benefits,105,127,160,115,198,322,292,257,277,303,268
Long-Term Deferred Tax Liabilities,62,43,31,27,27,28,27,23,23,20,21
Other Long-Term Liabilities,172,75,73,50,60,85,63,62,79,51,59
Total Liabilities,"1,692","1,552","1,604","1,676","1,618","1,761","1,676","1,425","1,543","1,649","3,482"
Common Stock,1,1,1,1,1,1,1,1,1,1,1
Additional Paid-In Capital,"1,389","1,376","1,356","1,352","1,349","1,348","1,342","1,335","1,339","1,327","1,345"
Retained Earnings,"2,727","2,548","2,274","1,788","1,664","1,623","1,679","1,609","1,445","1,269","1,194"
Treasury Stock,"-2,379","-2,390","-2,339","-2,253","-2,269","-2,281","-2,275","-2,264","-1,974","-1,778","-1,293"
Comprehensive Income & Other,-255,-306,-254,-213,-229,-304,-267,-216,-174,-233,-190
Total Common Equity,"1,483","1,229","1,038",675,516,387,480,465,637,586,"1,057"
Minority Interest,79,81,85,99,100,123,115,117,124,138,142
Shareholders' Equity,"1,562","1,310","1,123",774,616,510,595,582,761,724,"1,199"
Total Liabilities & Equity,"3,254","2,862","2,727","2,450","2,234","2,271","2,271","2,007","2,304","2,373","4,681"
Total Debt,442,426,445,477,498,527,554,405,393,382,384
Net Cash (Debt),320,197,70,43,-46,-31,-88,58,313,496,"2,391"
Net Cash Growth,171.19%,181.43%,62.79%,-,-,-,-,-81.47%,-36.90%,-79.26%,-
Net Cash Per Share,11.56,7.06,2.46,1.51,-1.62,-1.11,-3.12,1.95,9.72,14.01,55.09
Filing Date Shares Outstanding,27.29,27.08,27.49,28.19,28,27.92,28.02,28.24,30.92,32.81,38.86
Total Common Shares Outstanding,27.3,27.2,27.7,28.2,28,28,28,28,31,33,40
Working Capital,837,680,685,675,572,517,547,575,802,797,"1,281"
Book Value Per Share,54.32,45.18,37.47,23.94,18.43,13.82,17.14,16.61,20.55,17.76,26.43
Tangible Book Value,"1,259","1,077",948,576,396,252,342,336,505,457,924
Tangible Book Value Per Share,46.12,39.60,34.22,20.43,14.14,9.00,12.21,12.00,16.29,13.85,23.10
Land,-,8,9,9,10,12,12,13,13,16,15
Buildings,-,100,95,88,91,96,83,76,73,65,64
Machinery,-,900,858,785,782,768,652,555,495,420,367
Construction In Progress,-,91,83,52,47,44,80,56,65,54,75
