Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"5,299","4,206","4,565","5,789","6,737","8,436","8,345","4,569","4,561","4,924","3,808"
Revenue Growth (YoY),33.82%,-7.87%,-21.14%,-14.08%,-20.13%,1.09%,82.67%,0.17%,-7.37%,29.30%,-0.57%
Cost of Revenue,"3,123","2,629","2,901","3,803","4,298","5,688","5,722","2,935","2,855","2,894","2,380"
Gross Profit,"2,176","1,577","1,664","1,986","2,440","2,748","2,623","1,633","1,706","2,029","1,427"
"Selling, General & Admin",756.2,690.1,758.6,873.6,"1,029","1,146","1,277",672.3,732.1,874.56,590.49
Research & Development,351.1,316.2,383.1,451.6,565,703.3,578.5,185.7,185.6,201.32,135.96
Amortization of Goodwill & Intangibles,212.4,236.5,301,400.1,510,630.5,593.2,264.6,271,297.2,220.6
Other Operating Expenses,-29.7,-24.5,-,-,-,-,-,-,-,-,-
Operating Expenses,"1,290","1,218","1,443","1,725","2,104","2,480","2,449","1,123","1,189","1,373",947.06
Operating Income,885.8,358.6,221.5,260.3,335.8,268,173.8,510.7,516.8,656.17,480.37
Interest Expense,-668.1,-686.9,-675.8,-588.9,-561.2,-577.8,-577.2,-242,-257,-277.53,-234.66
Interest & Investment Income,14,10.9,11.1,2.8,1.9,4.4,18.1,7,4.2,5.52,4.13
Currency Exchange Gain (Loss),-6.4,9.5,-7.6,-4,-4.1,-19.2,-11.9,-15.9,-8.7,-9.5,-15.1
Other Non Operating Income (Expenses),-2.7,5.1,1.7,4.9,-25.9,8,5.8,4.4,-1.7,-2.96,-0.36
EBT Excluding Unusual Items,222.6,-302.8,-449.1,-324.9,-253.5,-316.6,-391.4,264.2,253.6,371.7,234.37
Merger & Restructuring Charges,-23.5,-38.1,-25.1,-41.8,-85.1,-113.3,-306.5,-44,-43.8,-42.88,-207.99
Impairment of Goodwill,-,-,-571.4,"-1,120",-,-206.7,-376.1,-,-,-15.3,-74.4
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-15,-,1.2,2.7
Asset Writedown,-,-,-,-,-,-,-,-,-,-23.25,-5.48
Other Unusual Items,-73.4,-68.4,47.2,-35.1,-50.6,-17.9,-,-34.5,-,-18.9,-11.2
Pretax Income,120.9,-409.3,-998.4,"-1,521",-389.2,-654.5,"-1,074",170.7,209.8,272.57,-62
Income Tax Expense,-240,51.7,97.4,-91.3,-39.2,-81.1,-144.5,30.5,16,49.73,8.87
Earnings From Continuing Operations,360.9,-461,"-1,096","-1,430",-350,-573.4,-929.5,140.2,193.8,222.84,-70.88
Earnings From Discontinued Operations,570.1,145.5,-411,143.2,-112.6,-,-,-,-,-,-
Net Income,931,-315.5,"-1,507","-1,287",-462.6,-573.4,-929.5,140.2,193.8,222.84,-70.88
Preferred Dividends & Other Adjustments,67.9,65.2,61.8,59,57.3,56.1,43.7,-,-,-,-
Net Income to Common,863.1,-380.7,"-1,569","-1,346",-519.9,-629.5,-973.2,140.2,193.8,222.84,-70.88
Net Income Growth,-,-,-,-,-,-,-,-27.66%,-13.03%,-,-
Shares Outstanding (Basic),218,214,211,207,204,197,194,192,192,192,190
Shares Outstanding (Diluted),260,214,211,207,204,197,194,195,197,196,190
Shares Change (YoY),21.55%,1.66%,1.69%,1.87%,3.45%,1.60%,-0.82%,-0.76%,0.17%,3.47%,-0.82%
EPS (Basic),3.96,-1.78,-7.44,-6.49,-2.55,-3.20,-5.02,0.73,1.01,1.16,-0.37
EPS (Diluted),3.52,-1.78,-7.44,-6.49,-2.55,-3.20,-5.02,0.72,0.98,1.13,-0.37
EPS Growth,-,-,-,-,-,-,-,-26.53%,-13.27%,-,-
Free Cash Flow,267.7,247.8,236.6,88.7,-9.1,315,492.3,411.8,517.6,571.91,270.61
Free Cash Flow Per Share,1.03,1.16,1.12,0.43,-0.04,1.60,2.54,2.11,2.63,2.91,1.43
Gross Margin,41.06%,37.49%,36.45%,34.30%,36.21%,32.57%,31.43%,35.75%,37.40%,41.22%,37.49%
Operating Margin,16.72%,8.53%,4.85%,4.50%,4.98%,3.18%,2.08%,11.18%,11.33%,13.33%,12.62%
Profit Margin,16.29%,-9.05%,-34.36%,-23.25%,-7.72%,-7.46%,-11.66%,3.07%,4.25%,4.53%,-1.86%
Free Cash Flow Margin,5.05%,5.89%,5.18%,1.53%,-0.14%,3.73%,5.90%,9.01%,11.35%,11.62%,7.11%
EBITDA,"1,197",729.1,782.7,956.4,"1,122","1,091",944.7,868.2,894.8,"1,055",783.87
EBITDA Margin,22.58%,17.34%,17.14%,16.52%,16.66%,12.94%,11.32%,19.00%,19.62%,21.43%,20.59%
D&A For EBITDA,310.7,370.5,561.2,696.1,786.3,823.3,770.9,357.5,378,399.05,303.5
EBIT,885.8,358.6,221.5,260.3,335.8,268,173.8,510.7,516.8,656.17,480.37
EBIT Margin,16.72%,8.53%,4.85%,4.50%,4.98%,3.18%,2.08%,11.18%,11.33%,13.33%,12.62%
Effective Tax Rate,-,-,-,-,-,-,-,17.87%,7.63%,18.25%,-
Advertising Expenses,-,20.9,21.4,30.6,28.4,45.9,39.5,17.3,21.2,20,13.6
