Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,229,198,332,287,440,981,349,495.7,485.7,587.5,274.8
Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,0.1
Cash & Short-Term Investments,229,198,332,287,440,981,349,495.7,485.7,587.5,274.9
Cash Growth,-53.64%,-40.36%,15.68%,-34.77%,-55.15%,181.09%,-29.59%,2.06%,-17.33%,113.71%,37.86%
Receivables,943,878,"1,195","1,250","1,500","1,678","1,842","2,164","1,879","2,747","1,251"
Inventory,"1,456","1,400","1,531","2,203","2,087","1,638","1,606","1,761","1,662","2,116",721.8
Prepaid Expenses,251,218,237,234,251,270,280,294.8,327.9,288.4,147.7
Restricted Cash,40,21,29,16,37,40,22,-,-,-,-
Other Current Assets,21,60,30,62,37,21,11,"1,244","6,370","1,746",98.4
Total Current Assets,"2,940","2,775","3,354","4,052","4,352","4,628","4,110","5,959","10,726","7,485","2,494"
"Property, Plant & Equipment","1,671","1,623","1,727","1,762","1,762","1,706","1,770","1,226",972.4,"1,543",599.2
Long-Term Investments,-,-,-,-,3,7,2,-,-,-,7.7
Goodwill,"3,100","3,038","3,071","3,298","3,504","3,553","3,709","3,874","6,873","10,219","2,791"
Other Intangible Assets,"1,999","2,008","2,488","2,649","3,370","3,564","4,916","6,151","10,200","14,112","1,064"
Long-Term Deferred Tax Assets,807,806,806,810,814,838,776,183.3,144.8,95.3,38.5
Other Long-Term Assets,770,754,717,691,464,404,359,330,"4,220",383.6,265.7
Total Assets,"11,287","11,004","12,163","13,262","14,269","14,700","15,642","17,722","33,136","33,838","7,260"
Accounts Payable,902,891,"1,003","1,062","1,680","1,526","1,102","1,192","1,227","1,519",642.4
Accrued Expenses,"1,335","1,261","1,354","1,221","1,453","1,398","1,280","1,335","1,110","1,564",846.7
Short-Term Debt,190,40,131,619,-,-,25,318.7,661.8,601.9,388.8
Current Portion of Long-Term Debt,47,47,198,1,-,463,305,-,-,-,-
Current Portion of Leases,114,110,122,122,125,132,135,-,-,-,-
Current Income Taxes Payable,-,88,89,53,43,66,114,165.9,220.9,64.9,67.4
Current Unearned Revenue,-,-,-,-,-,-,-,-,-,187.5,-
Other Current Liabilities,-,-,-,-,16,36,17,292.4,"1,689",355.2,43.3
Total Current Liabilities,"2,588","2,437","2,897","3,078","3,317","3,621","2,978","3,304","4,908","4,292","1,989"
Long-Term Debt,"4,811","4,572","4,698","4,846","4,922","5,238","5,381","6,696","9,889","11,291","2,678"
Long-Term Leases,436,418,446,513,502,477,551,-,-,-,-
Pension & Post-Retirement Benefits,-,165,193,197,285,371,383,398.2,454.2,543.7,353.2
Long-Term Deferred Tax Liabilities,102,178,241,520,428,414,625,"1,090","2,553","5,083",226.6
Other Long-Term Liabilities,653,483,576,589,657,679,728,981.2,"1,150","1,244",187
Total Liabilities,"8,590","8,253","9,051","9,743","10,111","10,800","10,646","12,469","18,954","22,453","5,433"
Common Stock,447,442,440,439,450,448,447,446.1,508.1,504.8,287.5
Additional Paid-In Capital,"6,814","6,866","6,915","7,052","7,734","8,078","8,430","8,781","10,362","10,144",801.4
Retained Earnings,"-2,912","-2,942","-2,726","-2,338","-2,535","-3,174","-2,404","-2,511","4,611","2,290","2,091"
Treasury Stock,-644,-634,-627,-623,-609,-598,-590,-584.7,-573.5,-545.3,-523.1
Comprehensive Income & Other,"-1,008",-981,-890,"-1,011",-882,-880,-920,-912.8,-763.1,"-1,045",-833.8
Total Common Equity,"2,697","2,751","3,112","3,519","4,158","3,874","4,963","5,218","14,145","11,349","1,823"
Minority Interest,-,-,-,-,-,26,33,34.8,36.6,35.6,3.5
Shareholders' Equity,"2,697","2,751","3,112","3,519","4,158","3,900","4,996","5,253","14,181","11,384","1,826"
Total Liabilities & Equity,"11,287","11,004","12,163","13,262","14,269","14,700","15,642","17,722","33,136","33,838","7,260"
Total Debt,"5,598","5,187","5,595","6,101","5,549","6,310","6,397","7,015","10,551","11,893","3,067"
Net Cash (Debt),"-5,369","-4,989","-5,263","-5,814","-5,109","-5,329","-6,048","-6,519","-10,065","-11,305","-2,792"
Net Cash Per Share,-12.86,-12.01,-12.71,-13.93,-11.94,-12.57,-14.27,-13.76,-20.63,-26.83,-10.28
Filing Date Shares Outstanding,419.2,416.2,414.3,413.6,425.5,424.6,423.5,422.8,485.2,482.4,267.2
Total Common Shares Outstanding,419.2,416.1,414.3,413.6,425.5,424.4,423.5,422.8,485.2,482.5,267.2
Working Capital,352,338,457,974,"1,035","1,007","1,132","2,655","5,818","3,193",504.9
Book Value Per Share,6.43,6.61,7.51,8.51,9.77,9.13,11.72,12.34,29.15,23.52,6.82
Tangible Book Value,"-2,402","-2,295","-2,447","-2,428","-2,716","-3,243","-3,662","-4,806","-2,928","-12,982","-2,032"
Tangible Book Value Per Share,-5.73,-5.52,-5.91,-5.87,-6.38,-7.64,-8.65,-11.37,-6.03,-26.91,-7.60
Land,67,65,75,76,82,86,86,88.2,72.4,108.4,20.2
Buildings,606,522,678,648,678,664,641,652.8,491.4,653,350.8
Machinery,"2,540","2,392","2,517","2,349","2,387","2,314","2,151","2,272","1,523","2,455","1,744"
