Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"7,256","7,582","8,133","9,459","10,589","9,385","9,715","10,154","11,170","9,181","5,916"
Revenue Growth (YoY),-5.88%,-6.78%,-14.02%,-10.67%,12.83%,-3.40%,-4.32%,-9.10%,21.67%,55.20%,3.29%
Cost of Revenue,"4,774","4,998","5,694","6,603","7,204","6,297","6,480","6,636","7,360","5,917","3,611"
Gross Profit,"2,482","2,584","2,439","2,856","3,385","3,088","3,235","3,518","3,811","3,264","2,305"
"Selling, General & Admin","1,882","1,935","1,871","1,886","2,111","2,079","2,264","2,480","2,737","2,464","1,373"
Research & Development,123,123,117,140,153,144,149,151,175,147,113
Operating Expenses,"2,005","2,058","1,988","2,026","2,264","2,223","2,413","2,631","2,912","2,611","1,486"
Operating Income,477,526,451,830,"1,121",865,822,887,898.2,653.3,818.7
Interest Expense,-309,-295,-283,-235,-256,-274,-303,-446,-475.8,-417.4,-80.9
Currency Exchange Gain (Loss),-8,-8,-22,-47,-8,-17,-13,-8,-11.5,-3.1,-17.9
Other Non Operating Income (Expenses),-22,-23,-27,-13,10,1,-4,2,7.7,28.8,7.6
EBT Excluding Unusual Items,138,200,119,535,867,575,502,435,418.6,261.6,727.5
Merger & Restructuring Charges,-60,-102,-194,-39,-46,-44,-82,-98,-95.3,-355.2,-155.2
Impairment of Goodwill,-,-,-241,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-21,10,-0.4,-,-
Gain (Loss) on Sale of Assets,11,-,-,136,4,-9,-,2,638.6,160,-172.7
Asset Writedown,-85,-345,-101,-474,-60,"-1,503","-1,223","-8,337",-9.9,-,-
Other Unusual Items,-25,-13,-126,-1,-5,-20,-28,-4,-32.3,-47.6,-62.1
Pretax Income,-21,-260,-543,157,760,"-1,001",-852,"-7,992",919.3,18.8,337.5
Income Tax Expense,3,-44,-155,-40,138,-235,"-1,038","-1,359","-1,515",57.1,78.2
Earnings From Continuing Operations,-24,-216,-388,197,622,-766,186,"-6,633","2,434",-38.3,259.3
Earnings From Discontinued Operations,-,-,-,-,-,-,-79,-309,314.5,566.1,90.7
Net Income,-24,-216,-388,197,622,-766,107,"-6,942","2,749",527.8,350
Net Income to Common,-24,-216,-388,197,622,-766,107,"-6,942","2,749",527.8,350
Net Income Growth,-,-,-,-68.33%,-,-,-,-,420.80%,50.80%,-7.36%
Shares Outstanding (Basic),417,416,414,416,425,424,423,474,487,421,269
Shares Outstanding (Diluted),417,416,414,417,428,424,424,474,488,421,272
Shares Change (YoY),0.59%,0.34%,-0.79%,-2.48%,0.92%,0.05%,-10.51%,-2.93%,15.83%,55.17%,-2.65%
EPS (Basic),-0.06,-0.52,-0.94,0.47,1.46,-1.81,0.25,-14.65,5.65,1.25,1.30
EPS (Diluted),-0.06,-0.52,-0.94,0.47,1.45,-1.81,0.25,-14.65,5.63,1.25,1.29
EPS Growth,-,-,-,-67.59%,-,-,-,-,349.75%,-3.19%,-4.65%
Free Cash Flow,-20,237,646,-584,595,"1,173",779,296,560,"1,399",381.5
Free Cash Flow Per Share,-0.05,0.57,1.56,-1.40,1.39,2.77,1.84,0.63,1.15,3.32,1.41
Dividend Per Share,0.280,0.280,0.440,0.920,0.920,0.920,0.920,0.920,0.880,0.760,0.760
Dividend Growth,-,-36.36%,-52.17%,-,-,-,-,4.54%,15.79%,-,15.15%
Gross Margin,34.21%,34.08%,29.99%,30.19%,31.97%,32.90%,33.30%,34.65%,34.11%,35.55%,38.96%
Operating Margin,6.57%,6.94%,5.54%,8.77%,10.59%,9.22%,8.46%,8.73%,8.04%,7.12%,13.84%
Profit Margin,-0.33%,-2.85%,-4.77%,2.08%,5.87%,-8.16%,1.10%,-68.37%,24.61%,5.75%,5.92%
Free Cash Flow Margin,-0.28%,3.13%,7.94%,-6.17%,5.62%,12.50%,8.02%,2.92%,5.01%,15.24%,6.45%
EBITDA,786,849,785,"1,126","1,446","1,222","1,268","1,259","1,298",898.3,988.8
EBITDA Margin,10.83%,11.20%,9.65%,11.90%,13.66%,13.02%,13.05%,12.40%,11.62%,9.78%,16.71%
D&A For EBITDA,309,323,334,296,325,357,446,372,400.2,245,170.1
EBIT,477,526,451,830,"1,121",865,822,887,898.2,653.3,818.7
EBIT Margin,6.57%,6.94%,5.54%,8.77%,10.59%,9.22%,8.46%,8.73%,8.04%,7.12%,13.84%
Effective Tax Rate,-,-,-,-,18.16%,-,-,-,-,303.72%,23.17%
Advertising Expenses,-,417,371,387,407,362,389,397,485,364,214
