Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,362.38,277.27,242.22,190.61,182.42,161.74,84.67,70.56,44.23,56.17,62.98
Short-Term Investments,-,-,-,-,45.22,50.17,-,-,-,-,-
Cash & Short-Term Investments,362.38,277.27,242.22,190.61,227.63,211.91,84.67,70.56,44.23,56.17,62.98
Cash Growth,35.42%,14.47%,27.07%,-16.26%,7.42%,150.28%,20.00%,59.52%,-21.26%,-10.81%,13.56%
Accounts Receivable,53.25,52.95,52.63,65.43,55.1,41,38.12,43.67,34.49,25.22,25.98
Other Receivables,-,6.27,13.25,-,-,-,-,-,-,-,-
Receivables,53.25,59.22,65.88,65.43,55.1,41,38.12,43.67,34.49,25.22,25.98
Inventory,92.29,106.03,106.58,101.41,67.32,57.27,49.19,47.37,36.5,27.14,23.44
Other Current Assets,25.99,20.51,5.69,5.15,6.71,6.76,7.1,3.46,3.62,3.25,3.1
Total Current Assets,533.91,463.03,420.37,362.6,356.76,316.93,179.07,165.06,118.83,111.77,115.51
"Property, Plant & Equipment",152.53,152.71,157.69,166.01,115.98,74.84,56.95,50.43,41.36,37.57,37.45
Long-Term Investments,2.41,2.64,2.53,2.62,2.64,2.52,2.51,2.53,2.53,2.51,2.87
Other Intangible Assets,-,0.15,0.19,0.26,0.33,0.43,0.51,0.6,0.71,0.83,0.94
Long-Term Deferred Tax Assets,0.28,0.26,0.3,0.28,0.21,0.23,0.21,0.27,0.21,0.04,0.02
Other Long-Term Assets,21.13,22.33,13.81,5.13,1.29,1.3,1.49,2.19,2.09,1.35,0.77
Total Assets,710.25,641.12,594.89,536.9,477.21,396.24,240.73,221.07,165.72,154.07,157.55
Accounts Payable,15.39,8.74,12.1,22.21,21.19,14.12,9.01,16.15,9.07,7.59,7.47
Accrued Expenses,21.44,18.36,18.77,20.63,18.08,17.01,13.47,13.8,12.59,10.93,10.53
Current Portion of Leases,1.58,1.72,1.86,1.45,1.55,1.63,1.52,-,-,-,-
Current Income Taxes Payable,0.15,0.06,0.75,0.07,0.07,0.14,0.06,0.71,0.3,0.09,0.03
Current Unearned Revenue,4.2,5.31,3.16,13.2,7.91,7.31,5.51,5.07,5.79,3.4,1.99
Other Current Liabilities,27.92,27.64,7.53,7,0.29,0.31,0.37,0.27,0.29,0.21,0.59
Total Current Liabilities,70.69,61.82,44.17,64.55,49.09,40.51,29.93,36,28.04,22.23,20.6
Long-Term Leases,5.78,5.62,6.36,7.01,3.23,2.97,2.86,-,-,-,-
Long-Term Unearned Revenue,-,-,1.02,0.15,0.41,0.73,1.05,0.23,0.3,0.37,0.47
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,0.06
Other Long-Term Liabilities,3.43,3.39,2.23,0.86,0.57,0.87,1.02,0.75,0.97,0.45,0.34
Total Liabilities,79.89,70.83,53.78,72.57,53.3,45.08,34.86,36.98,29.31,23.05,21.46
Common Stock,0.57,0.57,0.56,0.56,0.56,0.55,0.52,0.52,0.52,0.52,0.51
Additional Paid-In Capital,428.97,407.62,383.83,360.37,345.66,328.39,201.25,193.46,181.4,176.34,174.34
Retained Earnings,374.83,302.8,296.67,243.08,217.63,161.01,143.1,129,93.61,93.44,99.69
