Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,877.89,918.38,845.27,582.75,393.25,460.39,463.22,260.51,229.15,194.35,162.52
Interest Income on Investments,147.94,145.2,131.25,121.06,63.12,54.01,57.87,32.47,25.58,22.23,20.06
Total Interest Income,"1,026","1,064",976.52,703.82,456.37,514.41,521.09,292.97,254.73,216.58,182.58
Interest Paid on Deposits,290.95,308.68,209.82,28.18,14.92,39.26,60.08,29.07,14.9,9.42,7.17
Interest Paid on Borrowings,17.93,49.47,41.6,12.74,7.8,9.19,16.07,17.43,18.55,13.41,8.61
Total Interest Expense,308.89,358.14,251.42,40.93,22.72,48.45,76.14,46.5,33.46,22.83,15.78
Net Interest Income,716.94,705.44,725.1,662.89,433.65,465.96,444.95,246.47,221.27,193.75,166.8
Net Interest Income Growth (YoY),1.64%,-2.71%,9.38%,52.86%,-6.93%,4.72%,80.53%,11.39%,14.21%,16.15%,15.43%
Trust Income,164.09,146.95,131.05,121.61,62.35,48.98,42.45,39.6,35.1,25.69,21.88
Mortgage Banking Activities,7.87,7.57,4.8,7.27,23.22,30.2,11.05,6.29,6.29,7.43,5.9
Gain (Loss) on Sale of Investments,1.08,2.31,12.32,11.38,4.77,31.89,26.51,24.52,1.98,2.37,1.48
Other Non-Interest Income,62.16,68.73,56.59,55.3,43.58,34.94,34.74,29.52,26.83,21.93,18.61
Total Non-Interest Income,338.68,340.92,289.87,260.13,185.48,201.03,188.11,162.54,124.64,105.06,90.26
Non-Interest Income Growth (YoY),-1.78%,17.61%,11.43%,40.25%,-7.73%,6.87%,15.73%,30.40%,18.64%,16.40%,15.30%
Revenues Before Loan Losses,"1,056","1,046","1,015",923.02,619.13,666.98,633.06,409.02,345.92,298.81,257.06
Provision for Loan Losses,44.57,61.41,88.07,48.09,-117.09,153.18,25.56,13.17,10.96,12.99,7.79
Revenue,"1,011",984.95,926.9,874.94,736.22,513.8,607.5,395.85,334.95,285.82,249.27
Revenue Growth (YoY),4.02%,6.26%,5.94%,18.84%,43.29%,-15.42%,53.47%,18.18%,17.19%,14.67%,13.71%
Salaries and Employee Benefits,337.63,319.98,279.19,274.91,207.87,191.22,182.56,122.98,114.38,95.98,83.91
Federal Deposit Insurance,10.66,12.17,15.89,6.1,4.08,2.15,1.48,2.12,2.22,2.61,2.85
"Selling, General & Administrative",152.09,144.77,146.53,180.23,114.92,100.36,140.9,59.92,50.43,45.45,40.26
Other Non-Interest Expense,135.41,156.46,119.41,89.92,63.55,65.43,68.9,48.17,41.2,34.42,29.06
Total Non-Interest Expense,640.12,635.5,561.86,551.85,391.08,366.05,397.46,234.66,210.04,180.14,157.19
EBT Excluding Unusual Items,370.94,349.45,365.04,323.08,345.13,147.75,210.04,161.19,124.91,105.68,92.08
Legal Settlements,-,-,-,-,15,-,-,7.94,-12,-,-
Other Unusual Items,-0.35,-,-,-,-1.09,-2.28,0.46,1.68,-3.54,-,-0.65
Pretax Income,367.73,347.26,365.27,300.61,357.7,144.96,194.37,170.8,108.49,97.15,83.81
Income Tax Expense,89.02,83.76,96.25,77.96,86.1,31.64,46.45,36.06,58.25,33.07,30.27
Earnings From Continuing Operations,278.71,263.5,269.03,222.65,271.61,113.32,147.92,134.74,50.24,64.08,53.53
Minority Interest in Earnings,0.16,0.18,0.13,-0.27,-0.16,1.45,0.89,-,-,-,-
Net Income,278.87,263.67,269.16,222.38,271.44,114.77,148.81,134.74,50.24,64.08,53.53
Net Income to Common,278.87,263.67,269.16,222.38,271.44,114.77,148.81,134.74,50.24,64.08,53.53
Net Income Growth,5.88%,-2.04%,21.04%,-18.08%,136.50%,-22.87%,10.44%,168.18%,-21.59%,19.70%,-0.42%
Basic Shares Outstanding,57,60,61,63,48,51,49,32,31,30,28
Diluted Shares Outstanding,58,60,61,64,48,51,50,32,32,31,29
Shares Change (YoY),-4.17%,-2.42%,-3.83%,33.45%,-5.63%,2.00%,54.05%,-0.42%,3.91%,7.40%,3.71%
EPS (Basic),4.86,4.43,4.40,3.50,5.71,2.27,3.02,4.27,1.60,2.12,1.88
EPS (Diluted),4.83,4.41,4.40,3.49,5.69,2.27,3.00,4.19,1.56,2.06,1.85
EPS Growth,9.94%,0.23%,26.07%,-38.66%,150.66%,-24.33%,-28.40%,168.59%,-24.27%,11.35%,-4.15%
Dividend Per Share,0.640,0.600,0.600,0.560,0.510,0.480,0.470,0.420,0.300,0.250,0.210
Dividend Growth,6.67%,-,7.14%,9.80%,6.25%,2.13%,11.91%,40.00%,20.00%,19.05%,23.53%
Effective Tax Rate,24.21%,24.12%,26.35%,25.93%,24.07%,21.82%,23.90%,21.11%,53.69%,34.04%,36.12%
