Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,496","1,134","1,120",959.07,826.74,698,894.95,681.57,596.36,549.52,523.17
Short-Term Investments,614.7,512.98,474.87,281.96,251.53,133.77,6.35,-,-,-,-
Cash & Short-Term Investments,"2,110","1,647","1,595","1,241","1,078",831.77,901.3,681.57,596.36,549.52,523.17
Cash Growth,43.42%,3.25%,28.50%,15.10%,29.64%,-7.71%,32.24%,14.29%,8.53%,5.04%,16.27%
Receivables,"1,403","1,055","1,149","1,366","1,259",962.64,850.75,724.46,798.26,563.11,526.14
Inventory,399.89,310.91,393.13,629.58,484.96,297.29,220.6,230.59,213.65,267.99,238.21
Restricted Cash,-,-,-,-,0.96,1.01,0.61,2.59,2,2,2
Other Current Assets,94.46,61.01,58.5,65.12,33.6,40.22,28.27,32.01,33.73,27.08,27.96
Total Current Assets,"4,008","3,073","3,196","3,301","2,857","2,133","2,002","1,671","1,644","1,410","1,317"
"Property, Plant & Equipment","3,934","3,686","3,416","3,307","3,031","2,713","2,553","2,650","2,695","2,565","2,579"
Goodwill,19.08,17.95,20,21.52,24.52,27.33,25.98,25.72,25.04,24.12,23.41
Long-Term Deferred Tax Assets,-,72.49,73.59,86.62,83.6,95.05,90.47,118.7,111.35,66.83,70.78
Other Long-Term Assets,226.29,94.54,65.28,105.61,43.08,53.77,24.24,29.37,32.93,26.79,35.74
Total Assets,"8,187","6,944","6,771","6,822","6,039","5,022","4,696","4,495","4,508","4,092","4,026"
Accounts Payable,925.27,712.89,754.45,899.16,828.73,636.43,571.05,530.4,569.09,487.43,434.22
Accrued Expenses,215.21,206,194.32,213.06,233.88,229.95,189.3,196.88,221.68,199.75,160.53
Short-Term Debt,-,-,5.1,4.04,3.79,-,-,-,-,-,-
Current Portion of Long-Term Debt,547.45,236.03,126.53,139.77,149.22,149.01,144.48,114.58,123.85,35.19,76.77
Current Portion of Leases,99.41,82.44,91.38,127.56,95.15,62.38,50.09,6.03,-,-,-
Current Income Taxes Payable,49.09,35.07,35.22,50.69,38.96,26.6,11.66,38.57,56.66,37.96,21.45
Current Unearned Revenue,56.24,59.66,71.12,81.46,117.74,30.27,16.18,16.74,14.74,65.65,49.24
Other Current Liabilities,368.31,123.2,106.37,146.67,212.27,181.35,77.04,255.24,332.04,179.67,275.97
Total Current Liabilities,"2,261","1,455","1,384","1,662","1,680","1,316","1,060","1,158","1,318","1,006","1,018"
Long-Term Debt,"1,265",923.43,"1,072","1,089",984.99,"1,005","1,306","1,218","1,241","1,440","1,510"
Long-Term Leases,143.73,180.69,104.64,130.55,83.94,84.42,91.11,15.38,-,-,-
Long-Term Unearned Revenue,-,-,-,-,69.46,21.33,-,-,-,-,-
Pension & Post-Retirement Benefits,83,70.59,87.13,93.54,120.47,159.61,176.97,184.32,182.22,166.7,167.2
Long-Term Deferred Tax Liabilities,-,16.57,11.95,8.43,10.98,6.51,0.13,0.24,4.44,1.75,4.93
Other Long-Term Liabilities,92.33,114.61,116.07,138.61,116.44,75.16,71.61,63.45,43.38,74.93,108.31
Total Liabilities,"3,845","2,761","2,776","3,122","3,066","2,668","2,705","2,640","2,789","2,689","2,809"
Common Stock,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28
Additional Paid-In Capital,"2,047","2,032","2,008","1,996","1,977","1,953","1,928","1,909","1,903","1,895","1,884"
Retained Earnings,"2,476","2,335","2,160","1,875","1,164",562.5,234.08,113.19,-13.9,-303.56,-467.75
Treasury Stock,-226.77,-225.03,-222.34,-219.23,-219.07,-217.74,-217.48,-216.17,-215.98,-214.49,-213.76
Comprehensive Income & Other,11.89,7.51,16.35,16.7,19.98,27.27,19.12,23.81,22.52,6.26,-2.08
Total Common Equity,"4,308","4,150","3,962","3,669","2,942","2,326","1,964","1,831","1,696","1,384","1,200"
Minority Interest,34.58,33.62,32.73,30.95,30.27,28.26,26.5,25.36,23.43,19.82,17.25
Shareholders' Equity,"4,343","4,183","3,995","3,700","2,973","2,354","1,990","1,856","1,720","1,403","1,218"
Total Liabilities & Equity,"8,187","6,944","6,771","6,822","6,039","5,022","4,696","4,495","4,508","4,092","4,026"
Total Debt,"2,055","1,423","1,399","1,490","1,317","1,301","1,591","1,354","1,364","1,475","1,587"
Net Cash (Debt),55.27,223.95,195.22,-249.4,-238.81,-469.38,-690.14,-672.15,-768.07,-925.31,"-1,064"
Net Cash Growth,-47.74%,14.72%,-,-,-,-,-,-,-,-,-
Net Cash Per Share,0.22,0.90,0.79,-1.01,-0.97,-1.94,-2.87,-2.80,-3.20,-3.89,-4.49
Filing Date Shares Outstanding,247.19,246.73,245.89,245.28,244.61,243.34,241.06,239.57,239.37,238.79,237.39
Total Common Shares Outstanding,247.19,246.68,245.89,245.09,244.32,242.83,240.81,239.39,239.18,238.67,237.01
Working Capital,"1,747","1,618","1,811","1,639","1,177",816.95,941.73,512.79,325.95,404.04,299.3
Book Value Per Share,17.43,16.82,16.11,14.97,12.04,9.58,8.15,7.65,7.09,5.80,5.06
Tangible Book Value,"4,289","4,132","3,942","3,647","2,918","2,298","1,938","1,805","1,671","1,359","1,177"
Tangible Book Value Per Share,17.35,16.75,16.03,14.88,11.94,9.46,8.05,7.54,6.99,5.70,4.97
Land,248.18,246.95,212.72,214.76,218.14,221.3,219.79,249.73,251.74,267.56,264.66
Buildings,"2,333","2,239","2,081","1,817","1,712","1,625","1,572","1,523","1,385","1,362","1,010"
Machinery,"7,918","7,408","7,045","6,781","6,300","5,758","5,323","5,214","4,942","4,505","4,248"
Construction In Progress,226.42,185.35,223.33,152.81,74.66,48.6,12.59,44.38,104.91,87.04,352.61
