Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"6,449","6,318","6,503","7,092","6,138","5,051","4,053","4,316","4,207","3,928","2,885"
Revenue Growth (YoY),0.14%,-2.85%,-8.30%,15.53%,21.54%,24.62%,-6.11%,2.60%,7.11%,36.17%,-7.82%
Cost of Revenue,"5,578","5,384","5,560","5,762","4,913","4,150","3,403","3,606","3,446","3,218","2,405"
Gross Profit,870.68,933.21,943.15,"1,330","1,226",900.81,649.44,710.57,761.08,709.89,479.27
"Selling, General & Admin",280.51,331.51,296.3,282.55,295.51,284.29,277.09,294.33,296.67,328,256.91
Research & Development,172.86,162.95,177.47,149.43,166.04,140.73,137.64,157.18,166.63,73.41,57.52
Operating Expenses,453.37,494.46,473.77,431.98,461.55,425.01,414.73,451.51,463.29,401.41,314.43
Operating Income,417.31,438.75,469.39,898.01,764.01,475.8,234.71,259.06,297.79,308.48,164.84
Interest Expense,-71.93,-64.95,-59,-58.56,-51.51,-64.17,-71.59,-78.95,-85.55,-84.64,-86.38
Interest & Investment Income,61.74,65.54,48.46,12.76,1.07,5.45,6.66,4.13,3.22,1.33,2.54
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,14.02
Currency Exchange Gain (Loss),-8.14,-8.86,-18.36,1.57,-0.72,-9.61,-1.94,-1.45,-11.82,3.59,7.85
Other Non Operating Income (Expenses),0.46,0.52,3.36,3.62,2.23,0.26,0.51,4.53,0.6,0.94,2.12
EBT Excluding Unusual Items,399.44,431.02,443.84,857.4,715.07,407.73,168.35,187.33,204.22,229.7,104.99
Merger & Restructuring Charges,-,-,-,-,-,-18.01,-,-,-,-,-29.6
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,16.1
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,108.11,-,-
Other Unusual Items,-0.46,-,-,-0.46,-,-3.04,-8.54,-1.51,-4.84,-,-9.56
Pretax Income,398.99,431.02,443.84,856.93,715.07,386.68,159.81,185.82,307.5,229.7,81.93
Income Tax Expense,89.6,75.48,81.71,89.89,69.46,46.18,37.18,56.25,39.79,51.04,28.04
Earnings From Continuing Operations,309.39,355.54,362.13,767.04,645.61,340.5,122.63,129.57,267.71,178.65,53.89
Minority Interest in Earnings,-1.61,-1.52,-2.32,-1.22,-2.61,-2.36,-1.74,-2.47,-4.16,-3.12,-2.8
Net Income,307.78,354.01,359.81,765.82,643,338.14,120.89,127.09,263.55,175.53,51.1
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,0.06
Net Income to Common,307.78,354.01,359.81,765.82,643,338.14,120.89,127.09,263.55,175.53,51.04
Net Income Growth,-15.89%,-1.61%,-53.02%,19.10%,90.16%,179.71%,-4.88%,-51.78%,50.14%,243.52%,-60.61%
Shares Outstanding (Basic),247,246,246,245,244,242,240,239,239,237,237
Shares Outstanding (Diluted),248,248,247,246,246,242,240,240,240,238,237
Shares Change (YoY),0.12%,0.26%,0.39%,0.20%,1.43%,0.89%,0.16%,0.04%,0.68%,0.36%,0.18%
EPS (Basic),1.25,1.44,1.46,3.13,2.64,1.40,0.50,0.53,1.10,0.74,0.22
EPS (Diluted),1.24,1.43,1.46,3.11,2.62,1.40,0.50,0.53,1.10,0.74,0.22
EPS Growth,-16.20%,-2.05%,-53.05%,18.70%,87.14%,180.00%,-5.66%,-51.82%,48.78%,243.10%,-60.88%
Free Cash Flow,230.47,345.07,520.55,190.46,341.52,217.01,91.42,116.29,67.32,79.36,47
Free Cash Flow Per Share,0.93,1.39,2.11,0.77,1.39,0.90,0.38,0.48,0.28,0.33,0.20
Dividend Per Share,0.331,0.319,0.304,0.225,0.170,0.040,-,-,-,-,-
Dividend Growth,5.00%,5.00%,35.00%,32.35%,325.00%,-,-,-,-,-,-
Gross Margin,13.50%,14.77%,14.50%,18.75%,19.97%,17.84%,16.02%,16.46%,18.09%,18.07%,16.61%
Operating Margin,6.47%,6.94%,7.22%,12.66%,12.45%,9.42%,5.79%,6.00%,7.08%,7.85%,5.71%
Profit Margin,4.77%,5.60%,5.53%,10.80%,10.47%,6.69%,2.98%,2.94%,6.26%,4.47%,1.77%
Free Cash Flow Margin,3.57%,5.46%,8.00%,2.69%,5.56%,4.30%,2.26%,2.69%,1.60%,2.02%,1.63%
EBITDA,"1,043","1,033","1,101","1,511","1,328",986.2,758.89,831.02,879.73,863.66,659.04
EBITDA Margin,16.17%,16.36%,16.93%,21.30%,21.63%,19.53%,18.73%,19.25%,20.91%,21.99%,22.85%
D&A For EBITDA,625.47,594.66,631.51,612.7,563.58,510.4,524.18,571.96,581.94,555.19,494.2
EBIT,417.31,438.75,469.39,898.01,764.01,475.8,234.71,259.06,297.79,308.48,164.84
EBIT Margin,6.47%,6.94%,7.22%,12.66%,12.45%,9.42%,5.79%,6.00%,7.08%,7.85%,5.71%
Effective Tax Rate,22.46%,17.51%,18.41%,10.49%,9.71%,11.94%,23.27%,30.27%,12.94%,22.22%,34.22%
