Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,608.68,550.95,499.16,473.63,390.13,292.69,254.19,270.29,215.39,165.86,127.21
Revenue Growth (YoY),11.37%,10.38%,5.39%,21.40%,33.29%,15.15%,-5.96%,25.49%,29.86%,30.39%,25.52%
Cost of Revenue,121.47,93.85,71.75,69.84,59.4,44.26,35.14,27.68,20.71,15.74,12.02
Gross Profit,487.21,457.1,427.41,403.8,330.74,248.43,219.05,242.61,194.68,150.13,115.19
"Selling, General & Admin",397.93,377.99,360.79,347.15,291.55,227.48,214.27,201.77,160.73,125.46,102.47
Research & Development,217.09,190.11,183.84,177.88,137.88,99.36,80.76,69.97,47.37,36.66,31.79
Operating Expenses,615.02,568.1,544.63,525.03,429.43,326.84,295.03,271.74,208.1,162.12,134.27
Operating Income,-127.81,-111,-117.22,-121.23,-98.69,-78.42,-75.99,-29.14,-13.42,-12,-19.07
Interest Expense,-10.71,-6.72,-4.71,-4.65,-10.04,-6.11,-,-,-,-0.03,-0.05
Interest & Investment Income,38.97,30.36,25.21,10.07,0.16,0.67,2.04,1.74,0.75,0.52,0.33
Currency Exchange Gain (Loss),-0.83,-0.83,0.92,5.15,-1.7,-1.73,-2.23,-0.57,1.77,-1.22,-1.71
Other Non Operating Income (Expenses),4.7,-0.86,-0.46,-0.5,-0.57,-0.32,-0.21,-0.2,-0.16,-0.15,-0.1
EBT Excluding Unusual Items,-95.68,-89.04,-96.27,-111.16,-110.84,-85.9,-76.38,-28.17,-11.06,-12.88,-20.6
Gain (Loss) on Sale of Investments,0.19,12.69,9.35,0.34,-,-,-,-,-,-,-
Pretax Income,-101.48,-83.01,-86.92,-110.82,-110.84,-85.9,-76.38,-28.17,-11.06,-12.88,-20.6
Income Tax Expense,13.07,12.76,14,13.7,6.02,8.11,2.39,0.41,2.79,1.31,0.69
Net Income,-114.54,-95.77,-100.92,-124.52,-116.86,-94.01,-78.76,-28.58,-13.84,-14.19,-21.28
Net Income to Common,-114.54,-95.77,-100.92,-124.52,-116.86,-94.01,-78.76,-28.58,-13.84,-14.19,-21.28
Shares Outstanding (Basic),113,112,109,109,105,94,91,87,82,79,76
Shares Outstanding (Diluted),113,112,109,109,105,94,91,87,82,79,76
Shares Change (YoY),2.05%,2.31%,-0.13%,3.77%,11.63%,3.93%,4.26%,5.66%,4.02%,4.79%,18.62%
EPS (Basic),-1.01,-0.86,-0.92,-1.14,-1.11,-1.00,-0.87,-0.33,-0.17,-0.18,-0.28
EPS (Diluted),-1.01,-0.86,-0.92,-1.14,-1.11,-1.00,-0.87,-0.33,-0.17,-0.18,-0.28
Free Cash Flow,133.98,108.51,54.32,0.48,-3.31,-15.96,-36.08,13.96,11.04,3.52,-7.27
Free Cash Flow Per Share,1.19,0.97,0.50,0.00,-0.03,-0.17,-0.40,0.16,0.13,0.04,-0.10
Gross Margin,80.04%,82.97%,85.63%,85.26%,84.78%,84.88%,86.17%,89.76%,90.38%,90.51%,90.55%
Operating Margin,-21.00%,-20.15%,-23.48%,-25.60%,-25.30%,-26.79%,-29.89%,-10.78%,-6.23%,-7.23%,-14.99%
Profit Margin,-18.82%,-17.38%,-20.22%,-26.29%,-29.95%,-32.12%,-30.99%,-10.57%,-6.43%,-8.56%,-16.73%
Free Cash Flow Margin,22.01%,19.69%,10.88%,0.10%,-0.85%,-5.45%,-14.19%,5.17%,5.12%,2.12%,-5.71%
EBITDA,-117.27,-99.87,-105.52,-109.05,-87.81,-68.25,-69.67,-24.98,-10.09,-9.82,-17.46
EBITDA Margin,-19.27%,-18.13%,-21.14%,-23.02%,-22.51%,-23.32%,-27.41%,-9.24%,-4.69%,-5.92%,-13.72%
D&A For EBITDA,10.55,11.13,11.7,12.18,10.89,10.17,6.32,4.16,3.33,2.18,1.62
EBIT,-127.81,-111,-117.22,-121.23,-98.69,-78.42,-75.99,-29.14,-13.42,-12,-19.07
EBIT Margin,-21.00%,-20.15%,-23.48%,-25.60%,-25.30%,-26.79%,-29.89%,-10.78%,-6.23%,-7.23%,-14.99%
Revenue as Reported,608.68,550.95,499.16,473.63,390.13,292.69,254.19,270.29,215.39,165.86,127.21
