Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,047",957.8,726.44,517.24,484.15,441.76,339.08,223.81,124.9,17.33,0.06
Revenue Growth (YoY),12.69%,31.85%,40.45%,6.83%,9.60%,30.28%,51.50%,79.19%,620.68%,28311.48%,-49.17%
Cost of Revenue,429.35,385.09,393.26,371.74,258.56,286.88,259.98,205.49,162.25,103.69,76.37
Gross Profit,617.77,572.71,333.18,145.49,225.59,154.88,79.09,18.31,-37.35,-86.36,-76.31
"Selling, General & Admin",523.36,488.43,406.56,369.09,396.03,388.66,325.64,265.76,255.06,186.46,78.7
Operating Expenses,523.36,488.43,406.56,369.09,396.03,388.66,325.64,265.76,255.06,186.46,78.7
Operating Income,94.41,84.28,-73.38,-223.6,-170.44,-233.79,-246.55,-247.44,-292.41,-272.82,-155.01
Interest & Investment Income,30.4,25.46,17.23,6.61,0.59,6.61,11.17,5.35,4.13,2.76,0.5
Other Non Operating Income (Expenses),2.35,1.82,-,-,-,-,-,-,-,-,-
EBT Excluding Unusual Items,127.16,111.56,-56.15,-216.99,-169.85,-227.18,-235.38,-242.1,-288.28,-270.05,-154.51
Merger & Restructuring Charges,-,-,-,-,-,-52.8,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,5.11,3.54,2.33,-1,1,-1.84,-,-,-
Gain (Loss) on Sale of Assets,146.52,146.52,-,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-9.6
Pretax Income,273.67,258.08,-51.04,-213.44,-167.52,-280.97,-234.38,-243.94,-288.28,-270.05,-164.11
Income Tax Expense,12.5,31.62,10.25,2.53,0.35,0.61,0.88,1.26,1.12,1.34,0.33
Net Income,261.17,226.45,-61.29,-215.98,-167.87,-281.58,-235.26,-245.19,-289.4,-271.39,-164.44
Net Income to Common,261.17,226.45,-61.29,-215.98,-167.87,-281.58,-235.26,-245.19,-289.4,-271.39,-164.44
Shares Outstanding (Basic),168,166,164,162,160,157,147,127,123,116,101
Shares Outstanding (Diluted),169,166,164,162,160,157,147,127,123,116,101
Shares Change (YoY),1.70%,1.55%,1.32%,0.74%,2.01%,6.88%,16.29%,3.25%,5.82%,15.13%,3.48%
EPS (Basic),1.56,1.37,-0.37,-1.34,-1.05,-1.79,-1.60,-1.94,-2.36,-2.34,-1.63
EPS (Diluted),1.54,1.36,-0.37,-1.34,-1.05,-1.79,-1.60,-1.94,-2.36,-2.34,-1.63
Free Cash Flow,197.81,157.2,16.65,-114.04,-126.78,-143.75,-152.26,-169.57,-218.57,-209.91,-123.94
Free Cash Flow Per Share,1.17,0.94,0.10,-0.70,-0.79,-0.91,-1.03,-1.34,-1.78,-1.81,-1.23
Gross Margin,59.00%,59.79%,45.87%,28.13%,46.59%,35.06%,23.33%,8.18%,-29.90%,-,-
Operating Margin,9.02%,8.80%,-10.10%,-43.23%,-35.20%,-52.92%,-72.71%,-110.56%,-234.11%,-1574.14%,-254118.03%
Profit Margin,24.94%,23.64%,-8.44%,-41.76%,-34.67%,-63.74%,-69.38%,-109.56%,-231.71%,-1565.94%,-269578.69%
Free Cash Flow Margin,18.89%,16.41%,2.29%,-22.05%,-26.19%,-32.54%,-44.90%,-75.77%,-174.99%,-1211.20%,-203173.77%
EBITDA,108.46,100.16,-67.83,-221.57,-167.1,-230.85,-243.78,-244.44,-289.7,-270.99,-154.37
EBITDA Margin,10.36%,10.46%,-9.34%,-42.84%,-34.51%,-52.26%,-71.89%,-109.22%,-231.94%,-,-
D&A For EBITDA,14.05,15.88,5.55,2.03,3.34,2.93,2.77,3.01,2.71,1.83,0.65
EBIT,94.41,84.28,-73.38,-223.6,-170.44,-233.79,-246.55,-247.44,-292.41,-272.82,-155.01
EBIT Margin,9.02%,8.80%,-10.10%,-43.23%,-35.20%,-52.92%,-72.71%,-110.56%,-234.11%,-,-
Effective Tax Rate,4.57%,12.25%,-,-,-,-,-,-,-,-,-
Revenue as Reported,"1,047",957.8,726.44,517.24,484.15,441.76,339.08,223.81,124.9,17.33,0.06
Advertising Expenses,-,21.1,9.4,5.5,41.8,51.1,38.3,39.8,15.6,1.6,-
