Period Ending,"Nov '25Nov 13, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"7,682","8,213","9,921","11,588","37,438","40,214",-,-,-,-,-
Market Cap Growth,-19.54%,-17.21%,-14.39%,-69.05%,-6.90%,-,-,-,-,-,-
Enterprise Value,"10,762","11,292","13,149","15,178","41,099","43,435",-,-,-,-,-
Last Close Price,32.54,31.96,35.66,40.54,129.21,147.72,-,-,-,-,-
PE Ratio,15.16,14.90,15.23,32.02,134.80,247.73,-,-,-,-,-
Forward PE,8.72,10.00,11.69,15.82,49.41,66.14,-,-,-,-,-
PS Ratio,2.32,2.36,2.95,3.63,12.55,16.82,-,-,-,-,-
PB Ratio,-,-129.02,-520.17,-32.29,-192.40,-28.46,-,-,-,-,-
P/FCF Ratio,7.98,9.31,11.96,24.32,44.97,52.93,-,-,-,-,-
P/OCF Ratio,7.59,8.81,11.06,22.04,41.03,50.13,-,-,-,-,-
PEG Ratio,0.48,0.52,0.39,0.39,3.45,3.55,-,-,-,-,-
EV/Sales Ratio,3.10,3.25,3.91,4.76,13.78,18.16,-,-,-,-,-
EV/EBITDA Ratio,10.22,11.46,12.81,16.41,44.59,54.67,-,-,-,-,-
EV/EBIT Ratio,11.48,13.22,14.34,18.77,48.26,58.25,-,-,-,-,-
EV/FCF Ratio,11.18,12.80,15.85,31.85,49.37,57.17,-,-,-,-,-
Debt / Equity Ratio,-18.48,-62.09,-207.47,-11.00,-20.83,-2.78,0.74,0.63,0.67,0.78,0.79
Debt / EBITDA Ratio,3.82,3.90,3.76,4.15,4.27,4.82,4.14,3.86,5.10,4.00,4.67
Debt / FCF Ratio,4.30,4.48,4.77,8.28,4.87,5.17,3.25,2.36,5.84,6.02,5.14
Asset Turnover,0.77,0.78,0.77,0.69,0.74,0.42,0.27,0.27,0.63,0.64,0.68
Quick Ratio,1.29,2.36,2.19,1.39,0.87,1.75,0.58,2.88,2.47,2.36,2.34
Current Ratio,1.41,2.54,2.39,1.59,1.04,2.04,3.67,3.13,2.66,2.58,2.53
Return on Equity (ROE),-,-,-,-,-,46.45%,13.69%,13.66%,14.23%,-0.75%,5.30%
Return on Assets (ROA),13.06%,11.89%,13.19%,10.93%,13.13%,8.17%,5.35%,5.39%,3.26%,3.32%,3.49%
Return on Capital (ROIC),15.09%,13.64%,15.23%,13.57%,16.69%,9.93%,6.40%,6.33%,3.98%,4.26%,4.63%
Return on Capital Employed (ROCE),27.10%,21.80%,23.10%,22.30%,21.90%,29.30%,8.90%,9.20%,5.40%,6.60%,6.00%
Earnings Yield,7.32%,6.71%,6.57%,3.12%,0.74%,0.40%,-,-,-,-,-
FCF Yield,12.53%,10.74%,8.36%,4.11%,2.22%,1.89%,-,-,-,-,-
Dividend Yield,2.34%,0.60%,-,-,-,-,-,-,-,-,-
Payout Ratio,35.40%,-,-,-,-,-,-,-,-,-,94.75%
Buyback Yield / Dilution,5.61%,4.85%,0.65%,3.16%,-19.07%,-26.88%,-2.37%,-7.05%,-6.58%,9.31%,0.33%
Total Shareholder Return,7.95%,5.44%,0.65%,3.16%,-19.07%,-26.88%,-2.37%,-7.05%,-6.58%,9.31%,0.33%
