Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,469","3,479","3,365","3,189","2,983","2,391","2,051","1,730","3,307","3,140","3,231"
Revenue Growth (YoY),-0.46%,3.41%,5.51%,6.89%,24.76%,16.58%,18.58%,-47.70%,5.33%,-2.82%,3.90%
Cost of Revenue,959.99,988.96,951.57,959.96,839.31,635.83,527.18,410,651.01,755.73,778.16
Gross Profit,"2,509","2,490","2,413","2,229","2,144","1,755","1,524","1,320","2,656","2,384","2,453"
"Selling, General & Admin","1,047","1,063","1,002",970.39,981.28,791.11,683.58,601.89,"2,001","1,770","1,876"
Research & Development,440.07,442.18,384.19,333.64,241.05,169.81,151.96,132.03,250.88,211.57,196.62
Amortization of Goodwill & Intangibles,10.06,43.58,47.73,72.56,28.56,7.53,2.13,1.32,42.14,67.83,51.95
Operating Expenses,"1,572","1,637","1,496","1,420","1,292","1,010",872.02,770.06,"2,382","2,123","2,189"
Operating Income,937.44,853.91,916.9,808.71,851.68,745.72,652.05,549.79,274.67,261,263.88
Interest Expense,-144,-160.07,-159.89,-145.55,-130.49,-130.62,-111.01,-94.57,-105.3,-109.11,-73.64
Interest & Investment Income,22.64,41.11,26.77,4.37,-,2.7,4.4,4.9,11.4,5.1,4.3
Currency Exchange Gain (Loss),-3.43,-0.58,-7.92,-1.97,-1.8,-0.6,-0.9,5.3,-16.8,34.4,5.4
Other Non Operating Income (Expenses),2.39,0.29,0.92,5.64,-22.24,-4.74,-1.53,-0.59,-3.91,0.79,1.44
EBT Excluding Unusual Items,815.04,734.66,776.78,671.19,697.15,612.45,543.02,464.83,160.06,192.18,201.39
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-93.4,-6.6,-
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-275.37,-14.06
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-4,-2.1,22.7,-7.14,-6.25
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,45.7,34.34
Asset Writedown,-30.6,-30.6,-,-293.7,-,-,-6.6,-,-,-11.6,-88
Legal Settlements,-74.5,-,-,-,-441,35,-,-,-,-,-
Other Unusual Items,-21.1,-,-,-,-,-16.5,-,-0.32,-22.4,-18.26,15.46
Pretax Income,688.84,704.06,776.78,377.49,256.15,630.95,532.42,462.41,66.96,-81.09,142.89
Income Tax Expense,126.76,152.74,125.31,15.36,-19.9,43.27,15.08,11.31,-291.05,-64.93,29.52
Earnings From Continuing Operations,562.08,551.31,651.47,362.13,276.05,587.68,517.34,451.1,358.01,-16.15,113.37
Earnings From Discontinued Operations,-,-,-,-2.21,0.51,-366.07,49.19,306.64,-,-,-
Net Income to Company,562.08,551.31,651.47,359.92,276.55,221.61,566.53,757.75,358.01,-16.15,113.37
Minority Interest in Earnings,0.01,-0.04,0.07,2.03,1.17,-59.28,-112.69,-130.79,-53.08,-25.13,6.1
Net Income,562.09,551.28,651.54,361.95,277.72,162.33,453.84,626.96,304.92,-41.28,119.47
Net Income to Common,562.09,551.28,651.54,361.95,277.72,162.33,453.84,626.96,304.92,-41.28,119.47
Net Income Growth,-9.72%,-15.39%,80.01%,30.33%,71.09%,-64.23%,-27.61%,105.61%,-,-,-71.20%
Shares Outstanding (Basic),247,260,276,283,275,223,182,180,173,173,179
Shares Outstanding (Diluted),267,279,293,295,305,256,202,197,184,173,191
Shares Change (YoY),-5.61%,-4.85%,-0.65%,-3.16%,19.07%,26.88%,2.37%,7.05%,6.58%,-9.31%,-0.33%
EPS (Basic),2.28,2.12,2.36,1.28,1.01,0.73,2.50,3.48,1.76,-0.24,0.67
EPS (Diluted),2.15,2.02,2.26,1.24,0.93,0.66,2.15,3.05,1.47,-0.24,0.62
EPS Growth,-4.38%,-10.76%,82.72%,33.34%,41.32%,-69.39%,-29.62%,107.12%,-,-,-71.53%
Free Cash Flow,962.64,882.14,829.38,476.56,832.53,759.81,898.9,956.73,341.18,266.2,343.62
Free Cash Flow Per Share,3.60,3.16,2.83,1.61,2.73,2.97,4.46,4.85,1.85,1.54,1.80
Dividend Per Share,0.760,0.190,-,-,-,-,-,-,-,-,0.630
Dividend Growth,-,-,-,-,-,-,-,-,-,-,17.25%
Gross Margin,72.33%,71.58%,71.72%,69.90%,71.87%,73.41%,74.30%,76.30%,80.32%,75.93%,75.91%
Operating Margin,27.02%,24.54%,27.25%,25.36%,28.55%,31.19%,31.79%,31.78%,8.30%,8.31%,8.17%
Profit Margin,16.20%,15.84%,19.36%,11.35%,9.31%,6.79%,22.13%,36.24%,9.22%,-1.31%,3.70%
Free Cash Flow Margin,27.75%,25.35%,24.65%,14.95%,27.91%,31.77%,43.82%,55.31%,10.32%,8.48%,10.63%
EBITDA,"1,053",984.99,"1,026",924.86,921.64,794.51,688.54,585.93,391.08,400.5,378.04
EBITDA Margin,30.36%,28.31%,30.51%,29.00%,30.89%,33.23%,33.57%,33.87%,11.82%,12.75%,11.70%
D&A For EBITDA,115.88,131.07,109.54,116.15,69.96,48.8,36.48,36.15,116.41,139.5,114.16
EBIT,937.44,853.91,916.9,808.71,851.68,745.72,652.05,549.79,274.67,261,263.88
EBIT Margin,27.02%,24.54%,27.25%,25.36%,28.55%,31.19%,31.79%,31.78%,8.30%,8.31%,8.17%
Effective Tax Rate,18.40%,21.70%,16.13%,4.07%,-,6.86%,2.83%,2.44%,-,-,20.66%
Advertising Expenses,-,546.8,519.6,474.9,510.3,-,-,-,-,-,-
