Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"2,409","2,271","4,247","2,607","2,484",975,781,577,902,427,300
Market Cap Growth,-13.44%,-46.52%,62.92%,4.96%,154.64%,24.86%,35.40%,-36.01%,110.99%,42.58%,4.52%
Enterprise Value,"2,033","1,766","3,862","2,323","2,268",816,681,476,835,409,267
Last Close Price,80.53,69.87,129.69,79.36,74.56,29.12,24.09,17.80,28.70,14.55,10.36
PE Ratio,18.29,11.30,17.25,14.24,25.18,19.52,45.86,12.57,7.10,38.84,20.42
Forward PE,17.44,14.85,16.36,16.21,19.95,21.62,25.45,16.18,16.21,20.85,34.77
PS Ratio,3.02,2.23,3.76,2.83,3.75,2.06,2.28,1.30,2.20,1.60,0.99
PB Ratio,2.45,2.24,4.91,3.91,4.61,2.03,1.86,1.41,2.55,2.12,1.63
P/TBV Ratio,2.36,2.24,4.91,3.91,4.61,2.03,1.86,1.41,2.55,2.12,1.63
P/FCF Ratio,19.43,17.66,31.18,12.72,17.56,15.66,-,13.66,18.40,-,18.23
P/OCF Ratio,17.51,16.13,27.07,12.09,16.54,13.99,-,12.28,16.02,-,16.41
PEG Ratio,-,1.92,0.90,0.81,1.00,1.08,1.27,0.81,0.81,1.04,1.74
EV/Sales Ratio,2.38,1.74,3.42,2.53,3.42,1.72,1.98,1.08,2.04,1.53,0.89
EV/EBITDA Ratio,13.71,8.04,14.13,10.62,17.08,13.00,24.15,7.54,16.69,21.81,10.44
EV/EBIT Ratio,14.77,8.38,14.53,10.94,17.82,14.07,28.12,7.94,17.46,24.21,12.90
EV/FCF Ratio,16.39,13.73,28.36,11.34,16.03,13.11,-,11.27,17.05,-,16.27
Debt / Equity Ratio,0.07,0.07,0.09,0.09,0.11,0.11,0.13,0.12,0.14,0.24,0.26
Debt / EBITDA Ratio,0.45,0.32,0.27,0.26,0.40,0.78,1.60,0.76,0.95,2.54,1.86
Debt / FCF Ratio,0.59,0.57,0.56,0.29,0.40,0.85,-,1.13,0.97,-,2.90
Asset Turnover,0.63,0.77,0.99,1.04,0.96,0.81,0.63,0.85,1.04,0.91,1.18
Inventory Turnover,1.53,1.91,2.33,2.37,2.11,1.83,1.48,2.11,2.22,1.50,1.87
Quick Ratio,3.00,3.73,2.54,2.43,2.66,3.44,3.26,3.02,2.63,2.54,2.61
Current Ratio,4.95,5.41,3.79,3.54,4.12,5.58,5.47,4.67,4.29,5.04,5.18
Return on Equity (ROE),13.62%,21.41%,32.15%,30.36%,19.33%,11.09%,4.12%,12.04%,45.75%,5.71%,8.34%
Return on Assets (ROA),6.40%,10.02%,14.47%,15.02%,11.55%,6.19%,2.76%,7.23%,7.57%,3.62%,5.09%
Return on Capital (ROIC),8.03%,13.00%,19.93%,20.09%,14.09%,7.20%,3.25%,8.74%,9.20%,4.40%,6.26%
Return on Capital Employed (ROCE),11.90%,18.50%,26.70%,27.70%,21.10%,10.70%,5.00%,12.90%,11.70%,6.60%,8.70%
Earnings Yield,5.64%,8.85%,5.80%,7.02%,3.97%,5.12%,2.18%,7.95%,14.08%,2.57%,4.90%
FCF Yield,5.15%,5.66%,3.21%,7.86%,5.70%,6.38%,-3.27%,7.32%,5.44%,-2.64%,5.49%
Buyback Yield / Dilution,2.52%,1.39%,1.12%,2.12%,-0.41%,-0.89%,0.51%,-1.69%,-8.04%,-2.38%,-8.49%
