Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,187.5,123.51,167.3,185.6,294.92,203.48,139.88,177.99,133.41,70.79,78.89
Short-Term Investments,262.06,447.83,338.85,246.57,-,-,-,-,-,-,-
Cash & Short-Term Investments,449.56,571.34,506.15,432.17,294.92,203.48,139.88,177.99,133.41,70.79,78.89
Cash Growth,-22.41%,12.88%,17.12%,46.53%,44.94%,45.47%,-21.41%,33.42%,88.45%,-10.27%,156.53%
Receivables,147.64,203.15,217.96,169.77,104.41,86.87,83.75,78.73,75.3,50.57,36.87
Inventory,324.34,282.23,306.48,242.41,194.98,161.08,140.36,129,120.54,113.85,109.41
Prepaid Expenses,57.8,60.47,49.4,33.3,24.93,19.37,11.68,11.05,9.77,5.51,4.79
Restricted Cash,-,-,-,-,-,-,-,-,0.75,-,-
Other Current Assets,4.69,6.42,-,-,-,-,-,-,-,-,-
Total Current Assets,984.03,"1,124","1,080",877.65,619.25,470.79,375.68,396.77,339.78,240.73,229.96
"Property, Plant & Equipment",101.92,98.75,101.32,69.75,63.45,54.93,53.06,41.15,36.17,30.84,30.03
Long-Term Deferred Tax Assets,70.03,68.28,53.43,31.7,35.45,57.85,68.06,71.94,83.15,1.06,-
Long-Term Deferred Charges,-,45.17,36.92,30.24,32,38.46,42.76,29.83,20.63,21.68,12.04
Other Long-Term Assets,52.75,12.97,10.31,4.3,3.08,2.59,8.54,8.75,8.5,7.92,9.76
Total Assets,"1,352","1,349","1,282","1,014",753.24,624.62,548.09,548.44,488.22,302.23,281.78
Accounts Payable,52.47,46.93,54.4,62.35,38.03,24.01,25.34,35.96,32.64,25,19.85
Accrued Expenses,24.36,25.54,31.45,35.54,30.73,24.56,7.63,19.22,20.96,5.14,9.06
Current Portion of Leases,6.27,5.82,6.49,6.6,5.7,3.33,3.54,-,-,-,-
Current Income Taxes Payable,-,-,6.16,4.3,0.89,0.65,0.29,0.46,0.27,0.24,0.14
Current Unearned Revenue,81.49,94.67,164.68,123.47,60.45,21.22,24.6,19.51,16.18,10.34,7.86
Other Current Liabilities,34.41,34.57,21.95,15.88,14.35,10.65,7.25,9.85,9.24,7.02,7.45
Total Current Liabilities,198.99,207.52,285.13,248.13,150.14,84.43,68.66,85,79.29,47.73,44.37
Long-Term Leases,66.39,67.65,69.4,52.12,50.77,49.34,50.7,47.76,47.71,47.59,47.59
Long-Term Unearned Revenue,47.43,43.5,46.21,31.31,7.98,1.84,4.65,3.07,1.96,0.67,0.68
Other Long-Term Liabilities,18.99,17.32,16.35,14.83,5.39,7.41,4.65,4.28,5.64,4.79,5.39
Total Liabilities,331.8,335.99,417.09,346.39,214.28,143.02,128.67,140.1,134.61,100.78,98.02
Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Additional Paid-In Capital,532.95,548.65,547.19,550.3,559.88,570.1,559.88,565.12,556.15,535.41,529.09
Retained Earnings,488.77,470.32,319.51,118.89,-22.72,-91.97,-140.23,-157.26,-204.75,-331.7,-342.71
Treasury Stock,-,-,-,-,-,-,-,-,-,-,-1.22
Comprehensive Income & Other,-1.61,-6.21,-1.85,-1.97,1.77,3.44,-0.26,0.45,2.18,-2.28,-1.43
Shareholders' Equity,"1,020","1,013",864.88,667.26,538.96,481.6,419.43,408.34,353.61,201.46,183.76
Total Liabilities & Equity,"1,352","1,349","1,282","1,014",753.24,624.62,548.09,548.44,488.22,302.23,281.78
Total Debt,72.65,73.47,75.89,58.71,56.47,52.67,54.25,47.76,47.71,47.59,47.59
Net Cash (Debt),376.91,497.88,430.26,373.45,238.46,150.81,85.64,130.24,85.69,23.21,31.3
Net Cash Growth,-25.34%,15.72%,15.21%,56.61%,58.12%,76.10%,-34.25%,51.98%,269.29%,-25.87%,92.95%
Net Cash Per Share,11.77,15.22,12.97,11.13,6.96,4.42,2.53,3.83,2.56,0.75,1.04
Filing Date Shares Outstanding,31,32.15,32.63,32.71,33.25,33.73,33.09,32.74,32.13,29.92,29.04
Total Common Shares Outstanding,31,32.37,32.69,32.78,33.24,33.63,32.59,32.56,32.05,29.52,29
Working Capital,785.04,916.09,794.86,629.51,469.11,386.36,307.02,311.77,260.49,193,185.59
Book Value Per Share,32.91,31.29,26.46,20.36,16.21,14.32,12.87,12.54,11.03,6.82,6.34
Tangible Book Value,"1,020","1,013",864.88,667.26,538.96,481.6,419.43,408.34,353.61,201.46,183.76
Tangible Book Value Per Share,32.91,31.29,26.46,20.36,16.21,14.32,12.87,12.54,11.03,6.82,6.34
Land,-,25.81,21.8,18,15.88,10.89,7.37,75.9,76.26,75.79,80.49
Machinery,-,45.48,41.55,34.73,34.31,30.77,28.73,19.98,11.48,9.47,11.08
Construction In Progress,-,13.6,17.06,10.19,6.85,6.7,4.61,6.37,6.98,1.7,1.45
Order Backlog,-,645.8,"1,061",-,-,-,-,-,-,-,-
