Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,376.59,308.67,315.46,336.73,363.6,268.07,258.39,241.05,203.82,247.8,218.44
Short-Term Investments,9.81,7.46,10.17,7.06,6.54,6.14,4.83,7.5,4.56,29.84,64.69
Trading Asset Securities,-,-,-,-,-,-,0.19,1.94,0.49,-,-
Cash & Short-Term Investments,386.39,316.14,325.63,343.79,370.14,274.21,263.41,250.49,208.86,277.64,283.12
Cash Growth,21.00%,-2.92%,-5.28%,-7.12%,34.99%,4.10%,5.16%,19.93%,-24.77%,-1.93%,11.15%
Receivables,303.81,325.52,371.93,369.23,358.5,320.06,260.32,228.41,200.11,217.22,218.5
Inventory,470.91,474.95,389.77,360.28,348.62,307.06,236.47,215.44,216.51,193.48,202.83
Prepaid Expenses,106.93,101.5,97.02,84,107.19,70.19,48.64,39.73,35.46,44.44,46.1
Restricted Cash,5.46,6.05,3.03,4.37,3.22,52.46,1.12,0.78,1.38,-,-
Total Current Assets,"1,274","1,224","1,187","1,162","1,188","1,024",809.96,734.84,662.32,732.78,750.55
"Property, Plant & Equipment",712.8,738.11,797.15,780.71,631.82,585.48,525.5,446.84,459.17,401.99,439.34
Long-Term Investments,-,23.93,25.52,22.92,47,18.3,0.04,2.8,3.4,3.05,-
Goodwill,183.14,181.56,146.56,144.76,149.89,158.33,141.32,132.44,134.19,129.41,132.91
Other Intangible Assets,50.26,67.4,63.94,79.14,94.55,110.59,119.52,137.94,156.45,174.88,196.41
Long-Term Deferred Tax Assets,54.51,51.97,51.62,35.31,21.26,57.84,17.52,31.65,40.58,56.05,45.12
Other Long-Term Assets,195.57,99.16,95.49,63.81,62.31,24.93,25.53,39.88,32.57,30.4,34.49
