Period Ending,"Sep '25Sep 28, 2025","Dec '24Dec 29, 2024","Dec '23Dec 31, 2023","Dec '22Dec 25, 2022","Dec '21Dec 26, 2021","Dec '20Dec 27, 2020","Dec '19Dec 29, 2019","Dec '18Dec 30, 2018","Dec '17Dec 31, 2017","Dec '16Dec 25, 2016","Dec '15Dec 27, 2015"
Revenue,"18,352","17,878","17,362","17,468","14,777","12,092","11,409","10,938","10,768","9,879","8,753"
Revenue Growth (YoY),1.76%,2.97%,-0.61%,18.21%,22.21%,5.98%,4.31%,1.58%,9.00%,12.86%,1.97%
Cost of Revenue,"15,869","15,566","16,244","15,657","13,412","11,254","10,339","10,094","9,296","8,775","7,454"
Gross Profit,"2,483","2,313","1,118","1,812","1,366",838.2,"1,070",843.48,"1,472","1,104","1,299"
"Selling, General & Admin",574.81,568.61,513.44,604.74,"1,149",592.61,379.91,343.03,389.52,310.83,231.84
Operating Expenses,574.81,568.61,513.44,604.74,"1,149",592.61,379.91,343.03,389.52,310.83,231.84
Operating Income,"1,908","1,744",604.97,"1,207",216.97,245.59,690.48,500.45,"1,082",793.15,"1,067"
Interest Expense,-169.5,-161.18,-202.27,-152.67,-145.79,-126.12,-132.63,-162.81,-107.18,-75.64,-46.55
Interest & Investment Income,69.5,72.67,35.65,9.03,6.06,7.31,14.28,13.81,7.73,2.3,3.83
Currency Exchange Gain (Loss),-5.22,10.03,-20.57,-30.82,9.38,-0.76,-6.92,-17.16,2.66,-4.05,-26.15
Other Non Operating Income (Expenses),1.56,7.21,31.19,23.34,11.58,39.68,-4.63,2.7,6.54,9.34,9.06
EBT Excluding Unusual Items,"1,804","1,673",448.97,"1,056",98.19,165.69,560.58,336.99,991.84,725.11,"1,007"
Merger & Restructuring Charges,-33.21,-93.39,-44.35,-30.47,-5.8,-0.12,0.08,-4.77,-9.78,-1.07,-5.75
Legal Settlements,-167.23,-167.23,-39.4,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-,-,-3.75,56.88,-,-23.49,-40.39,-17.01
Pretax Income,"1,604","1,412",365.22,"1,025",92.39,161.83,617.55,332.23,958.58,683.65,984.31
Income Tax Expense,372.72,325.05,42.91,278.94,61.12,66.76,161.01,85.42,263.9,243.92,338.35
Earnings From Continuing Operations,"1,231","1,087",322.32,746.54,31.27,95.07,456.54,246.8,694.68,439.73,645.96
Minority Interest in Earnings,-0.97,-0.79,-0.74,-0.61,-0.27,-0.31,-0.61,1.14,-0.1,0.8,-0.05
Net Income,"1,230","1,086",321.57,745.93,31,94.76,455.92,247.95,694.58,440.53,645.91
Net Income to Common,"1,230","1,086",321.57,745.93,31,94.76,455.92,247.95,694.58,440.53,645.91
Net Income Growth,24.87%,237.85%,-56.89%,2306.23%,-67.28%,-79.22%,83.88%,-64.30%,57.67%,-31.80%,-9.24%
Shares Outstanding (Basic),237,237,237,240,244,246,249,249,249,254,258
Shares Outstanding (Diluted),238,238,237,240,244,246,250,249,249,254,259
Shares Change (YoY),0.30%,0.21%,-1.29%,-1.53%,-0.81%,-1.44%,0.22%,0.07%,-2.03%,-1.76%,-0.31%
EPS (Basic),5.18,4.58,1.36,3.11,0.13,0.39,1.83,1.00,2.79,1.74,2.50
EPS (Diluted),5.16,4.57,1.36,3.10,0.13,0.39,1.83,1.00,2.79,1.73,2.50
EPS Growth,24.34%,236.42%,-56.18%,2336.53%,-66.98%,-78.92%,83.55%,-64.30%,61.27%,-30.78%,-8.79%
Free Cash Flow,829.43,"1,514",134.06,182.75,-55.21,369.49,318.4,142.98,461.45,454.4,830.12
Free Cash Flow Per Share,3.48,6.37,0.56,0.76,-0.23,1.50,1.27,0.57,1.85,1.79,3.21
Gross Margin,13.53%,12.94%,6.44%,10.37%,9.24%,6.93%,9.38%,7.71%,13.67%,11.18%,14.84%
Operating Margin,10.40%,9.76%,3.48%,6.91%,1.47%,2.03%,6.05%,4.58%,10.05%,8.03%,12.19%
Profit Margin,6.70%,6.08%,1.85%,4.27%,0.21%,0.78%,4.00%,2.27%,6.45%,4.46%,7.38%
Free Cash Flow Margin,4.52%,8.47%,0.77%,1.05%,-0.37%,3.06%,2.79%,1.31%,4.29%,4.60%,9.48%
EBITDA,"2,354","2,178","1,025","1,610",597.79,582.69,977.71,774.54,"1,354","1,020","1,237"
EBITDA Margin,12.83%,12.18%,5.90%,9.22%,4.04%,4.82%,8.57%,7.08%,12.57%,10.32%,14.13%
D&A For EBITDA,446.3,433.62,419.9,403.11,380.82,337.1,287.23,274.09,271.82,226.38,169.73
EBIT,"1,908","1,744",604.97,"1,207",216.97,245.59,690.48,500.45,"1,082",793.15,"1,067"
EBIT Margin,10.40%,9.76%,3.48%,6.91%,1.47%,2.03%,6.05%,4.58%,10.05%,8.03%,12.19%
Effective Tax Rate,23.24%,23.02%,11.75%,27.20%,66.16%,41.25%,26.07%,25.71%,27.53%,35.68%,34.37%
Advertising Expenses,-,70.1,56.7,58,32.4,20.2,26.5,20.8,18.5,12.3,5.8
