Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,709.15,574.96,678.82,740.51,617.63,519.97,269.58,226.63,202.53,206.36,203.86
Trading Asset Securities,11.3,30.6,55.5,55,-,-,-,-,-,-,-
Cash & Short-Term Investments,720.45,605.56,734.32,795.51,617.63,519.97,269.58,226.63,202.53,206.36,203.86
Cash Growth,29.35%,-17.54%,-7.69%,28.80%,18.78%,92.88%,18.95%,11.90%,-1.86%,1.23%,33.98%
Accounts Receivable,205.66,163.73,167.5,205.33,136.34,92.86,76.75,61.95,57.6,49.65,44.53
Other Receivables,42.62,6.97,4.51,8.92,9.7,2.28,0.98,7.18,13.85,22.04,15.56
Receivables,248.28,170.71,172,214.26,146.04,95.14,77.73,69.13,71.44,71.69,60.09
Inventory,569.99,402.08,459.75,783.9,506.82,283.05,260.57,79.47,94.43,67.33,71.26
Prepaid Expenses,85.3,171.98,207.32,91.61,44.58,51.48,32.45,8.56,9.2,6.29,5.13
Restricted Cash,446.46,372.31,308.87,212.37,232.65,188.1,93.5,77.63,39.27,11.88,9.2
Other Current Assets,-,-,-,-,-,-,-,-,-,5.8,10.17
Total Current Assets,"2,070","1,723","1,882","2,098","1,548","1,138",733.83,461.41,416.86,369.35,359.72
"Property, Plant & Equipment","16,755","15,230","13,270","11,161","9,609","8,346","4,584","3,875","3,223","2,678","2,037"
Long-Term Investments,143.08,81.3,132.56,186.2,63.83,65.36,0.68,6.96,1.92,1.63,-
Goodwill,-,-,"3,122","4,280","4,280","4,280",95.09,87.54,87.54,87.54,87.54
Other Intangible Assets,-,-,-,-,12.89,18.26,19.54,10.09,14.29,18.5,22.71
Long-Term Accounts Receivable,880.78,674.9,463.61,321.06,210.32,148.87,104.35,81.7,51.71,-,-
Long-Term Deferred Charges,"2,142","1,843","1,399",985.86,631.03,328.96,234.52,194.32,141.49,-,-
Other Long-Term Assets,234.93,345.86,180.98,237.32,128.01,57.11,34.32,32.6,25.89,417.96,227.74
Total Assets,"22,225","19,898","20,450","19,269","16,483","14,383","5,806","4,750","3,963","3,573","2,735"
Accounts Payable,336.55,354.21,230.72,339.17,288.11,207.44,223.36,131.28,115.19,66.02,104.13
Accrued Expenses,513.72,514.97,469.65,375.16,316.36,280.25,138.71,90.78,88.03,56.56,44.15
Current Portion of Long-Term Debt,311.53,231.67,547.87,157.81,213.19,218.94,35.35,35.48,21.53,14.15,4.72
Current Portion of Leases,51.06,54.83,67.93,59.3,42.85,49.4,30.89,43.51,22.01,15.84,12.66
Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,2.7,-
Current Unearned Revenue,163.8,137.34,136.8,191.97,120.04,116.7,85.74,55.29,50.8,78.86,73.68
Other Current Liabilities,44.12,41.46,35.18,32.05,31.58,28.63,16.06,15.85,13.58,10.65,13.14
Total Current Liabilities,"1,421","1,334","1,488","1,155","1,012",901.36,530.09,372.19,311.15,244.78,252.48
Long-Term Debt,"14,335","12,677","10,184","8,250","6,374","4,753","2,284","1,725","1,282",883.87,530.96
Long-Term Leases,44.34,140.22,347.09,407.08,325.55,336.43,340.87,347.27,138.63,150.92,168.23
Long-Term Unearned Revenue,"1,513","1,405","1,263","1,113",968.49,904.09,870.42,765.96,749.76,810.29,779.85
Long-Term Deferred Tax Liabilities,123.51,137.94,122.87,133.05,101.75,81.91,65.96,93.63,83.12,415.4,190.15
Other Long-Term Liabilities,144.2,38.38,130.47,31.28,129.18,117.14,77.04,36.3,34.14,5.46,6.22
Total Liabilities,"17,581","15,734","13,536","11,090","8,911","7,094","4,168","3,341","2,599","2,511","1,928"
Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01
Additional Paid-In Capital,"6,867","6,747","6,609","6,470","6,330","6,108",766.01,722.43,682.95,668.08,642.23
Retained Earnings,"-3,933","-4,280","-1,434",170.8,-2.58,76.84,251.47,229.39,202.73,4.44,-87.25
Comprehensive Income & Other,50.25,86.81,54.68,67.11,-73.05,-106.76,-52.75,-3.12,-4.11,0.44,-0.92
Total Common Equity,"2,984","2,554","5,230","6,708","6,255","6,078",964.73,948.71,881.58,672.96,554.07
Minority Interest,"1,661","1,610","1,684","1,471","1,318","1,211",673.27,460.38,482.74,389.13,252.63
Shareholders' Equity,"4,645","4,164","6,914","8,179","7,573","7,289","1,638","1,409","1,364","1,062",806.7
Total Liabilities & Equity,"22,225","19,898","20,450","19,269","16,483","14,383","5,806","4,750","3,963","3,573","2,735"
Total Debt,"14,742","13,104","11,147","8,874","6,955","5,357","2,691","2,152","1,464","1,065",716.58
Net Cash (Debt),"-14,022","-12,498","-10,413","-8,078","-6,338","-4,837","-2,421","-1,925","-1,262",-858.42,-512.71
Net Cash Per Share,-61.69,-56.24,-48.07,-36.86,-30.89,-34.65,-19.55,-16.44,-11.66,-8.18,-9.31
Filing Date Shares Outstanding,232.04,226.21,219.59,214.42,208.42,202.58,119.39,113.9,107.73,104.64,101.5
Total Common Shares Outstanding,231.61,225.66,219.39,214.18,208.18,201.41,118.45,113.15,107.35,104.32,101.28
Working Capital,649.69,388.15,394.1,942.19,535.6,236.37,203.74,89.22,105.72,124.56,107.23
Book Value Per Share,12.88,11.32,23.84,31.32,30.05,30.18,8.14,8.38,8.21,6.45,5.47
Tangible Book Value,"2,984","2,554","2,108","2,428","1,962","1,779",850.09,851.08,779.75,566.92,443.82
Tangible Book Value Per Share,12.88,11.32,9.61,11.34,9.42,8.84,7.18,7.52,7.26,5.43,4.38
Machinery,"18,884","16,991","14,579","12,021","10,233","8,800","5,056","4,282","3,489","2,886","2,127"
Construction In Progress,930.02,951.49,789.47,756.03,581.83,394.13,202.69,136,119.05,95.22,113.11
Leasehold Improvements,-,43.84,47.81,44.55,41.21,42.61,34.95,14.76,13.71,13.41,10.67
