Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,919.17,656.38,387.51,117.75,159.16,4.36,1.19,1.5,-,36.63,18.98
Other Revenue,-,-,-,-,-,-,-,0.07,0.52,-,-
Revenue,919.17,656.38,387.51,117.75,159.16,4.36,1.19,1.56,0.52,36.63,18.98
Revenue Growth (YoY),53.52%,69.38%,229.08%,-26.02%,3553.04%,267.61%,-24.14%,200.67%,-98.58%,93.01%,-11.34%
Cost of Revenue,506.74,412.05,223.34,72.72,27.49,3.85,3.96,5.34,7.83,32,19.85
Gross Profit,412.43,244.33,164.17,45.04,131.67,0.51,-2.77,-3.77,-7.31,4.63,-0.87
"Selling, General & Admin",381.26,272.08,92.42,56.64,174.36,6.4,1.02,3.23,4.17,3.92,8.19
Research & Development,30.67,13.23,2.81,0.1,-,-,-,-,-,-,-
Amortization of Goodwill & Intangibles,22.92,22.92,-,-,-,-,-,-,-,-,10.83
Other Operating Expenses,"-1,127",-813.81,-331.48,282.37,-54.6,-0.02,-,-,-,-,-
Operating Expenses,-92.63,-101.88,-56.74,417.82,134.66,9.45,1.02,3.23,4.17,3.92,19.02
Operating Income,505.06,346.22,220.91,-372.78,-2.99,-8.95,-3.79,-7,-11.48,0.71,-19.89
Interest Expense,-43.57,-13,-10.35,-14.98,-1.57,-0.02,-0.05,-2.37,-4.87,-3.14,-4.25
Interest & Investment Income,51.49,20.95,2.81,1.02,-,-,0.03,0.01,0,0,0
Earnings From Equity Investments,-3.31,-1.51,-0.62,-,-,-,-,-,-,-,-
Currency Exchange Gain (Loss),-,-,-,-,-,-,-0.01,0.03,-0.46,-0.37,-0.06
Other Non Operating Income (Expenses),693.07,288.78,-17.42,0.26,-0.29,-0.61,0.57,1.55,-25.7,-0.06,0.17
EBT Excluding Unusual Items,"1,203",641.44,195.33,-386.48,-4.85,-9.58,-3.25,-7.78,-42.52,-2.85,-24.02
