Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,826.39,391.77,357.31,103.71,268.56,141.32,0.69,2.55,14.95,5,2.56
Cash & Short-Term Investments,826.39,391.77,357.31,103.71,268.56,141.32,0.69,2.55,14.95,5,2.56
Cash Growth,403.11%,9.64%,244.55%,-61.38%,90.03%,20293.99%,-72.84%,-82.93%,199.07%,95.62%,-49.73%
Accounts Receivable,-,-,-,-,-,-,-,-,0.01,0.1,0.14
Other Receivables,33.12,6.35,-,0.02,26.93,74.77,-,-,-,-,-
Receivables,33.12,6.35,-,0.02,26.93,74.77,-,-,0.01,0.1,0.14
Prepaid Expenses,40.39,35.61,25.59,40.83,35.15,2.4,0.8,0.46,0.09,0.43,0.34
Restricted Cash,12,12,-,8.8,-,-,-,-,-,-,-
Other Current Assets,50.03,24.65,646.9,124.19,353.6,67.92,0,-,-,-,1.75
Total Current Assets,961.92,470.37,"1,030",277.55,684.24,286.41,1.49,3.02,15.05,5.52,4.78
"Property, Plant & Equipment","1,576","1,558",672.22,274.3,276.24,17.42,4.05,1.03,-,0.03,0.06
Long-Term Investments,137.14,111.49,106.29,37,3,-,-,-,-,-,-
Goodwill,82.78,82.75,-,-,-,-,-,-,-,0.22,4.48
Other Intangible Assets,0.77,2.71,-,-,0.93,1,1.07,1.14,0.01,12.31,25.46
Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,12.44
Other Long-Term Assets,"6,395","4,576",182.66,606.39,479.92,8.42,-,-,-,0.2,0.01
Total Assets,"9,153","6,801","1,991","1,195","1,444",313.25,6.62,5.19,15.06,18.29,47.23
Accounts Payable,11.43,12.56,11.34,1.31,7.77,1,1.24,1.24,1.96,7.22,6.53
Accrued Expenses,74.33,76.89,22.29,23.31,3.48,-,-,-,-,-,-
Short-Term Debt,-,-,-,-,-,-,-,1,1.76,3.01,3.55
Current Portion of Long-Term Debt,350,-,-,-,-,-,-,-,-,10.15,6.83
Current Portion of Leases,1.49,0.41,0.12,0.33,-,0.12,0.09,-,-,-,-
Other Current Liabilities,22.12,5.35,-,1.17,-,0.32,0.53,0.04,3.94,0.08,0.03
Total Current Liabilities,459.37,95.2,33.76,26.12,11.25,1.44,1.85,2.27,7.67,20.46,16.95
Long-Term Debt,"3,248","2,447",325.65,782.17,728.41,0.06,1,-,-,4.67,12.22
Long-Term Leases,43.42,26.69,0.35,1.02,-,-,0.12,-,-,-,-
Long-Term Deferred Tax Liabilities,215.76,88.5,15.29,-,22.58,-,-,-,-,-,1.04
Other Long-Term Liabilities,12.25,8.41,-,-,-,-,-,-,-,2.44,4.33
Total Liabilities,"3,978","2,665",375.05,809.3,762.23,1.51,2.97,2.27,7.67,27.58,34.55
Common Stock,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0
Additional Paid-In Capital,"4,787","4,155","2,184","1,226",835.69,428.24,109.71,105.46,97.11,49.88,43.22
Retained Earnings,371.78,-26.39,-567.64,-840.34,-153.6,-116.06,-105.61,-102.09,-89.28,-57.94,-29.28
Comprehensive Income & Other,-,-,-,-,-,-0.45,-0.45,-0.45,-0.45,-1.06,-1.27
Total Common Equity,"5,158","4,129","1,616",385.94,682.1,311.74,3.65,2.92,7.39,-9.12,12.68
Minority Interest,16.68,6.91,-,-,-,-,-,-,-,-0.16,-
Shareholders' Equity,"5,175","4,136","1,616",385.94,682.1,311.74,3.65,2.92,7.39,-9.29,12.68
Total Liabilities & Equity,"9,153","6,801","1,991","1,195","1,444",313.25,6.62,5.19,15.06,18.29,47.23
Total Debt,"3,642","2,474",326.13,783.51,728.41,0.18,1.21,1,1.76,17.83,22.61
Net Cash (Debt),"-2,816","-2,082",31.18,-679.81,-459.85,141.14,-0.51,1.55,13.18,-12.83,-20.05
Net Cash Growth,-,-,-,-,-,-,-,-88.23%,-,-,-
Net Cash Per Share,-6.44,-6.68,0.16,-5.99,-4.63,1.73,-0.08,0.29,8.09,-13.53,-22.58
Filing Date Shares Outstanding,378.18,345.82,267.64,167.25,103.05,98.8,8.46,6.38,3.12,1.16,0.93
Total Common Shares Outstanding,378.6,340.26,242.83,145.57,102.73,81.97,8.46,6.38,3.12,1.16,0.93
Working Capital,502.55,375.18,996.05,251.43,672.99,284.97,-0.36,0.74,7.38,-14.94,-12.17
Book Value Per Share,13.62,12.13,6.65,2.65,6.64,3.80,0.43,0.46,2.37,-7.87,13.64
Tangible Book Value,"5,075","4,044","1,616",385.94,681.17,310.74,2.57,1.78,7.38,-21.66,-17.26
Tangible Book Value Per Share,13.40,11.88,6.65,2.65,6.63,3.79,0.30,0.28,2.37,-18.68,-18.58
Land,0.66,3.51,-,-,-,-,-,-,-,-,-
Buildings,90.53,86.88,-,-,-,-,-,-,-,-,-
Machinery,"2,185","1,831",862.06,116.63,163.87,12.99,7.12,3.03,-,-,-
Construction In Progress,123.29,71.4,-,171.19,133.57,10.59,-,-,-,-,-
