Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,64.46,64.24,166.8,508.12,"2,233","2,135","1,862","1,291","1,151",973.24,340.31
Short-Term Investments,"2,986","3,053","3,518","3,586","2,470","3,026","3,919",-,-,-,-
Cash & Short-Term Investments,"3,050","3,118","3,685","4,094","4,703","5,161","5,781","1,291","1,151",973.24,340.31
Cash Growth,-8.65%,-15.39%,-10.00%,-12.95%,-8.88%,-10.71%,347.85%,12.13%,18.29%,185.98%,81.30%
Accounts Receivable,45.33,32.47,17.49,28.19,91.79,134.63,39.6,9.21,22.13,6.63,1.49
Other Receivables,32.34,55.62,48.16,49.15,36.82,38.77,40.51,24.33,19.66,16.85,14.56
Receivables,77.67,88.09,65.66,77.34,128.6,173.4,80.11,33.53,41.79,23.48,16.06
Inventory,22.95,51.19,73.98,52.93,20.57,0.36,0.26,0.28,0.28,0.3,0.33
Prepaid Expenses,-,0.1,0.74,0.49,0.2,0.22,0.29,0.14,0.54,0.02,0.01
Restricted Cash,-,41.16,-,-,-,-,-,-,-,6.57,6.86
Other Current Assets,11.29,41.33,36.72,12.03,9.31,33.91,4.44,4.1,3.83,3.62,10.91
Total Current Assets,"3,162","3,339","3,862","4,237","4,862","5,369","5,866","1,329","1,198","1,007",374.47
"Property, Plant & Equipment",105.62,122.9,126.32,154.25,137.51,103.38,66.05,23.14,16.69,14.96,13.78
Long-Term Investments,46.84,253.12,13.58,-,-,8.95,11.27,6,1.75,2.35,-
Goodwill,-,70.01,69.56,69.81,-,-,-,-,-,-,-
Other Intangible Assets,7.42,157.68,119.19,136.1,48.31,54.23,10.06,3.63,2.5,1.02,1.55
Long-Term Accounts Receivable,-,-,-,-,-,50,-,-,-,-,-
Long-Term Deferred Tax Assets,0.84,1.47,1.13,1.36,4.03,4.48,4.21,2.51,1.98,1.96,1.73
Long-Term Deferred Charges,-,7.18,8.72,10.26,11.8,13.33,14.87,-,-,-,-
Other Long-Term Assets,168.41,183.9,157.32,125.72,129.66,114.02,96.22,75.36,65.71,55.81,50.99
Total Assets,"3,512","4,136","4,357","4,734","5,193","5,718","6,069","1,439","1,286","1,083",442.51
Accounts Payable,100.63,97.78,134.65,133.3,134.3,171.32,142.51,68.04,47.12,31.21,29.11
Accrued Expenses,-,1.09,0.55,0.65,3.11,1.07,0.92,0.89,1.16,0.62,0.49
Current Portion of Leases,1.74,3.48,4.65,7.21,7.2,6.4,5.83,-,0.01,0.05,0.05
Current Income Taxes Payable,0.35,0.25,0.06,1.02,1.78,1.25,2.04,1.18,0.87,1.02,2.58
Current Unearned Revenue,230.12,232.48,256.27,365.63,419.87,443.16,414.3,149.8,122.54,70.83,39.81
Other Current Liabilities,33.72,0.01,32.04,14.73,0.2,12.08,6.2,0,-,0.06,0.37
Total Current Liabilities,366.56,335.08,428.22,522.54,566.47,635.27,571.79,219.91,171.7,103.79,72.41
Long-Term Leases,5.76,8.24,4.94,14.69,19.66,23.04,19.56,-,-,0.01,0.06
Long-Term Unearned Revenue,666.31,838.88,"1,071","1,624","1,945","2,366","2,586",-,97.35,214.79,-
Pension & Post-Retirement Benefits,2.11,2.1,2.29,5.54,11.7,15,8.26,3.76,3.58,3.52,2.69
Long-Term Deferred Tax Liabilities,-,20.66,23.61,20.15,-,-,-,-,-,-,-
Other Long-Term Liabilities,24.21,33.82,31.57,21.81,7.13,8.1,6.99,1.58,1.66,2.53,2.35
Total Liabilities,"1,065","1,239","1,562","2,208","2,550","3,047","3,193",225.25,274.29,324.64,77.52
Common Stock,293.94,356.44,356.44,356.11,354.58,353.82,349.79,294.6,275.51,250.19,211.39
Additional Paid-In Capital,"2,737","2,737","2,737","2,736","2,730","2,728","2,704","1,278",993.03,649.14,357.4
Retained Earnings,-577.74,-134.31,-228.27,-496.69,-367.21,-334.7,-109.22,-297.78,-211.44,-112.27,-177.32
