Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '08Dec 31, 2008","Dec '07Dec 31, 2007","Dec '06Dec 31, 2006","Dec '05Dec 31, 2005"
Operating Revenue,"1,461",860.21,763.76,810.02,712.3,509.15,481.77,727.28,770.17,725.31,581.12
Other Revenue,-,-,-,-,-,-,-,52.69,54.11,52.17,47.64
Revenue,"1,461",860.21,763.76,810.02,712.3,509.15,481.77,779.96,824.27,777.48,628.76
Revenue Growth (YoY),93.41%,12.63%,-5.71%,13.72%,39.90%,5.68%,-38.23%,-5.38%,6.02%,23.65%,21.68%
Cost of Revenue,790.94,448.91,386.78,408.93,352.17,260.55,245.32,282.67,273.39,280.79,230.47
Gross Profit,670.56,411.29,376.98,401.1,360.13,248.6,236.44,497.3,550.89,496.68,398.29
"Selling, General & Admin",345.11,263.94,116.73,116.64,107.98,78.1,85.08,274.43,286.7,253.96,202.1
Research & Development,102.73,63.82,49.26,51.93,45.51,35.39,33.24,-,-,-,-
Other Operating Expenses,-,-,-,-,-,-,-,86.71,94.24,86.51,71.47
Operating Expenses,689.64,473.68,295.47,306.82,296.3,250.65,144.28,403.73,420.65,376.06,299.54
Operating Income,-19.08,-62.38,81.52,94.28,63.82,-2.05,92.17,93.57,130.23,120.63,98.75
Interest Expense,-164.74,-61.45,-46.44,-14.2,-25.07,-52.37,-51.96,-2.55,-10.64,-13.32,-6.62
Interest & Investment Income,9.6,9.6,13.4,5,0.1,0.5,0.95,0.9,2.02,0.88,0.15
Earnings From Equity Investments,-,-,-,-,-,-,-,-,2.94,2.3,1.39
EBT Excluding Unusual Items,-174.22,-114.23,48.48,85.08,38.85,-53.92,41.15,91.92,124.55,110.49,93.67
Merger & Restructuring Charges,26,-,-,-,-,-31.79,-,-,-0.9,-,-
Impairment of Goodwill,-,-,-,-,-,-,-,-21.75,-0.2,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,97.38,6.99,9.47
Other Unusual Items,-1.04,-0.38,-,-,-13.94,-10.53,-,-,-8,-,-2
Pretax Income,-149.26,-114.62,48.48,85.08,24.91,-96.25,41.15,70.17,212.83,117.49,101.14
Income Tax Expense,-10.6,-4.34,11.18,20.48,8.86,-12.23,6.9,37.08,85.53,47.87,43.01
Earnings From Continuing Operations,-138.66,-110.27,37.29,64.6,16.05,-84.02,34.25,33.09,127.3,69.62,58.13
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-4.24,11.99,-0.14,0.74
Net Income to Company,-138.66,-110.27,37.29,64.6,16.05,-84.02,34.25,28.85,139.28,69.48,58.87
Minority Interest in Earnings,-,-,-,-,-,-,-,6.01,-1.18,-3.31,-0.44
Net Income,-138.66,-110.27,37.29,64.6,16.05,-84.02,34.25,34.86,138.11,66.16,58.43
Preferred Dividends & Other Adjustments,-,-,-,-,-,-36.53,-,-,-,-,-
Net Income to Common,-138.66,-110.27,37.29,64.6,16.05,-47.49,34.25,34.86,138.11,66.16,58.43
Net Income Growth,-,-,-42.27%,302.49%,-,-,-1.74%,-74.76%,108.74%,13.24%,38.02%
Shares Outstanding (Basic),170,149,144,150,140,130,150,"77,209,600","76,532,300","74,752,600","68,749,200"
Shares Outstanding (Diluted),170,149,146,152,142,130,164,"77,348,700","76,857,300","75,502,700","69,670,900"
Shares Change (YoY),18.14%,1.61%,-3.68%,7.14%,8.99%,-20.67%,-100.00%,0.64%,1.79%,8.37%,7.11%
EPS (Basic),-0.81,-0.74,0.26,0.43,0.11,-0.37,0.23,-,0.00,-,-
EPS (Diluted),-0.81,-0.74,0.26,0.43,0.11,-0.37,0.21,-,0.00,-,-
EPS Growth,-,-,-39.81%,290.91%,-,-,-,-,-,-,-
Free Cash Flow,40.34,26.48,160.74,206.61,141.36,47.38,65.01,35.37,99.38,66.52,53.17
Free Cash Flow Per Share,0.24,0.18,1.10,1.36,1.00,0.36,0.40,-,-,-,-
Gross Margin,45.88%,47.81%,49.36%,49.52%,50.56%,48.83%,49.08%,63.76%,66.83%,63.88%,63.34%
Operating Margin,-1.31%,-7.25%,10.67%,11.64%,8.96%,-0.40%,19.13%,12.00%,15.80%,15.52%,15.71%
Profit Margin,-9.49%,-12.82%,4.88%,7.98%,2.25%,-9.33%,7.11%,4.47%,16.75%,8.51%,9.29%
Free Cash Flow Margin,2.76%,3.08%,21.04%,25.51%,19.85%,9.31%,13.49%,4.53%,12.06%,8.56%,8.46%
EBITDA,222.72,83.54,210.99,232.52,206.64,135.11,118.12,133.06,167.05,153.41,121.73
EBITDA Margin,15.24%,9.71%,27.63%,28.71%,29.01%,26.54%,24.52%,17.06%,20.27%,19.73%,19.36%
D&A For EBITDA,241.8,145.92,129.47,138.25,142.82,137.16,25.95,39.49,36.82,32.78,22.97
EBIT,-19.08,-62.38,81.52,94.28,63.82,-2.05,92.17,93.57,130.23,120.63,98.75
EBIT Margin,-1.31%,-7.25%,10.67%,11.64%,8.96%,-0.40%,19.13%,12.00%,15.80%,15.52%,15.71%
Effective Tax Rate,-,-,23.07%,24.07%,35.57%,-,16.76%,52.84%,40.19%,40.75%,42.52%
Revenue as Reported,-,-,-,-,-,-,-,779.96,824.27,777.48,628.76
Advertising Expenses,-,2.9,1.9,2.9,1.4,0.7,1.8,-,-,-,-
