Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,305.99,476.61,447.18,201.94,737.73,404.09,124.53,115.95,109.5,109.64,136.07
Investment Securities,318.01,336.61,392.84,378.16,342.15,253.58,290.82,302.55,379.33,315.51,251.96
Trading Asset Securities,26.61,0.44,2.68,0,0.29,1,-,-,-,-,-
Mortgage-Backed Securities,"3,537","2,542","2,143","2,252","1,950","1,336",928.14,935.68,"1,006","1,007",742.33
Total Investments,"3,882","2,879","2,538","2,631","2,293","1,591","1,219","1,238","1,385","1,323",994.29
Gross Loans,"10,964","10,300","10,063","8,145","5,925","5,745","5,198","4,825","3,817","2,880","2,156"
Allowance for Loan Losses,-147.45,-138.06,-148.93,-113.9,-83.32,-92.73,-35.15,-32.42,-27.12,-23.4,-19.13
Other Adjustments to Gross Loans,-,-,-,-,-,-9.5,-,-,-,-,-
Net Loans,"10,817","10,162","9,914","8,031","5,842","5,643","5,163","4,793","3,790","2,856","2,137"
"Property, Plant & Equipment",115.39,148.49,160.08,164.39,107.66,100.66,92.78,71.02,66.88,58.68,54.58
Goodwill,754.65,732.42,732.42,480.32,252.15,221.18,205.29,204.75,147.58,64.65,25.21
Other Intangible Assets,76.29,70.02,93.95,71.29,13,14.58,18.31,24.81,18.94,14.57,8.59
Loans Held for Sale,10.84,17.28,4.39,3.15,31.79,68.89,20.03,11.87,24.31,15.33,24
Accrued Interest Receivable,53.1,48.3,48.4,36.5,19.1,29.4,18.7,-,-,-,-
Long-Term Deferred Tax Assets,74.68,102.99,113.23,94.46,27.32,23.63,16.46,28.95,25.42,60.82,60.27
Other Real Estate Owned & Foreclosed,5.09,6.42,7.56,2.3,13.62,12.75,12.39,12.8,7.64,9.95,7.04
Other Long-Term Assets,480.23,455.69,452.85,429.98,344.78,233.69,217.83,246.48,234.39,168.15,87.53
Total Assets,"16,677","15,176","14,580","12,146","9,681","8,342","7,109","6,748","5,810","4,681","3,535"
Interest Bearing Deposits,"9,478","8,340","7,682","5,761","4,842","4,471","3,518","3,157","2,836","2,183","1,859"
Institutional Deposits,-,549.93,550.26,149.48,150.34,171.46,475.77,450.72,356.36,191.53,131.27
Non-Interest Bearing Deposits,"3,612","3,352","3,545","4,071","3,076","2,290","1,590","1,570","1,400","1,148",854.45
Total Deposits,"13,090","12,242","11,777","9,982","8,068","6,933","5,585","5,177","4,593","3,523","2,844"
Short-Term Borrowings,262.95,232.19,374.65,172.03,121.57,119.61,86.12,214.32,216.09,204.2,172.01
Current Portion of Long-Term Debt,-,-,-,-,-,-,315,380,-,-,-
Current Portion of Leases,-,10.21,-,-,-,-,-,-,-,-,-
"Federal Home Loan Bank Debt, Long-Term",690,245,50,150,-,-,-,-,211,415,50
Long-Term Leases,-,34.51,50.55,50.77,38.33,28.96,30.1,-,-,-,-
Trust Preferred Securities,107.46,106.97,106.3,84.53,71.65,71.37,71.09,70.8,70.52,70.24,69.96
Other Long-Term Liabilities,148.04,121.76,113.73,99.06,71.57,59.5,35.82,41.03,30.13,32.85,44.97
Total Liabilities,"14,299","12,993","12,472","10,538","8,371","7,212","6,123","5,883","5,120","4,246","3,181"
Common Stock,8.86,8.63,8.49,7.16,5.85,5.52,5.15,5.14,4.69,3.8,3.44
Additional Paid-In Capital,"1,891","1,825","1,809","1,378",963.85,856.09,786.24,778.5,661.63,454,399.16
Retained Earnings,590.38,526.64,467.31,423.86,358.6,256.7,195.81,97.07,29.91,-13.66,-42.86
Treasury Stock,-20.8,-19.1,-16.71,-13.02,-10.57,-8.29,-6.03,-3.38,-2.36,-1.24,-0.07
Comprehensive Income & Other,-91.42,-157.87,-159.88,-188.03,-6.99,20.37,4.47,-13.06,-4.22,-7.51,-6.21
Shareholders' Equity,"2,378","2,183","2,108","1,608","1,311","1,130",985.64,864.27,689.66,435.4,353.45
Total Liabilities & Equity,"16,677","15,176","14,580","12,146","9,681","8,342","7,109","6,748","5,810","4,681","3,535"
Total Debt,"1,060",628.88,581.5,457.33,231.54,219.93,502.3,665.13,497.62,689.44,291.97
Net Cash (Debt),-696.95,-148.62,-125.78,-252.15,506.48,185.91,-374.03,-540.93,-375.56,-579.8,-155.9
Net Cash Growth,-,-,-,-,172.43%,-,-,-,-,-,-
Net Cash Per Share,-8.11,-1.75,-1.49,-3.92,8.87,3.45,-7.19,-11.10,-8.66,-15.46,-4.62
Filing Date Shares Outstanding,96.75,84.65,84.13,83.51,60.39,54.82,51.31,51.02,46.7,37.81,33.5
Total Common Shares Outstanding,86.78,84.61,84.1,71.08,58.11,54.82,51.3,51.07,46.73,37.81,34.12
Book Value Per Share,27.40,25.80,25.07,22.62,22.56,20.62,19.21,16.92,14.76,11.51,10.36
Tangible Book Value,"1,547","1,381","1,282","1,056","1,046",894.65,762.05,634.71,523.15,356.18,319.65
Tangible Book Value Per Share,17.83,16.32,15.24,14.86,17.99,16.32,14.85,12.43,11.20,9.42,9.37
