Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,55.78,63.72,58.44,51.49,43.52,17.4,4.23,1.99,1.92,1.89,1.75
Revenue Growth (YoY),-9.21%,9.03%,13.49%,18.32%,150.08%,311.71%,112.41%,3.48%,1.91%,7.83%,126.68%
Cost of Revenue,193.5,133.26,66.34,58,54.49,30.78,43.42,37.38,30.65,27.51,26.93
Gross Profit,-137.71,-69.54,-7.89,-6.51,-10.97,-13.37,-39.19,-35.39,-28.72,-25.62,-25.18
"Selling, General & Admin",126.22,103.84,74.49,72.15,67.07,49.47,46.61,23.73,30.69,17.71,13.02
Operating Expenses,126.22,103.84,74.49,72.15,67.07,49.47,46.61,23.73,30.69,17.71,13.02
Operating Income,-263.93,-173.38,-82.38,-78.65,-78.04,-62.85,-85.8,-59.12,-59.42,-43.33,-38.2
Interest Expense,-12.11,-13.58,-11.34,-7.02,-6.67,-6.77,-6.1,-1.74,-1.89,-1.68,-1.72
Interest & Investment Income,15.68,20.28,3.98,0.8,0.03,0.17,1.23,0.88,0.42,0.3,0.17
Other Non Operating Income (Expenses),-2.44,-0.48,-5.19,13.84,78.12,-86.19,4.3,-,0.01,-0,0.01
EBT Excluding Unusual Items,-262.8,-167.16,-94.93,-71.04,-6.55,-155.64,-86.37,-59.98,-60.88,-44.7,-39.75
Merger & Restructuring Charges,13.1,1.6,-,-,-,-,-,-,-1.7,-,-
Other Unusual Items,-,-27.95,14.19,-,-,-,-,-,-0.8,-,-
Pretax Income,-249.67,-193.51,-80.74,-71.04,-6.55,-155.64,-86.37,-59.98,-63.39,-44.7,-39.75
Net Income,-249.67,-193.51,-80.74,-71.04,-6.55,-155.64,-86.37,-59.98,-63.39,-44.7,-39.75
Net Income to Common,-249.67,-193.51,-80.74,-71.04,-6.55,-155.64,-86.37,-59.98,-63.39,-44.7,-39.75
Shares Outstanding (Basic),174,158,80,77,76,61,45,38,29,25,23
Shares Outstanding (Diluted),174,158,86,83,82,61,45,38,29,25,23
Shares Change (YoY),26.34%,84.90%,3.57%,0.59%,35.24%,34.19%,18.78%,32.26%,16.13%,6.76%,118.20%
EPS (Basic),-1.44,-1.22,-1.01,-0.92,-0.09,-2.56,-1.91,-1.57,-2.20,-1.80,-1.71
EPS (Diluted),-1.44,-1.22,-1.02,-0.97,-0.98,-2.56,-1.91,-1.57,-2.20,-1.80,-1.71
Free Cash Flow,-199.44,-135.97,-76.32,-63.32,-66.74,-54.4,-79.82,-51.12,-58.73,-35.92,-35.52
Free Cash Flow Per Share,-1.15,-0.86,-0.89,-0.77,-0.81,-0.90,-1.76,-1.34,-2.04,-1.45,-1.53
Gross Margin,-246.87%,-109.13%,-13.51%,-12.64%,-25.20%,-76.85%,-,-,-,-,-
Operating Margin,-473.14%,-272.08%,-140.96%,-152.74%,-179.31%,-361.13%,-2029.86%,-2970.75%,-3089.81%,-2296.02%,-2182.69%
Profit Margin,-447.58%,-303.67%,-138.15%,-137.95%,-15.06%,-894.31%,-2043.34%,-3013.97%,-3296.20%,-2369.00%,-2271.31%
Free Cash Flow Margin,-357.52%,-213.37%,-130.59%,-122.96%,-153.36%,-312.56%,-1888.24%,-2568.64%,-3053.82%,-1903.55%,-2029.77%
EBITDA,-259.91,-169.6,-79.4,-76.55,-75.62,-60.07,-83.27,-56.83,-57.79,-42.45,-37.44
EBITDA Margin,-,-266.14%,-135.86%,-148.65%,-173.74%,-,-,-,-,-,-
D&A For EBITDA,4.03,3.79,2.98,2.11,2.42,2.77,2.53,2.29,1.63,0.88,0.75
EBIT,-263.93,-173.38,-82.38,-78.65,-78.04,-62.85,-85.8,-59.12,-59.42,-43.33,-38.2
EBIT Margin,-,-272.08%,-140.96%,-152.74%,-179.31%,-,-,-,-,-,-
Revenue as Reported,55.78,63.72,58.44,51.49,43.52,17.4,4.23,1.99,1.92,1.89,1.75
