Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,344.77,392.1,195.81,102.3,164.16,228.06,54.44,54.06,41.54,32.94,30.78
Short-Term Investments,-,-,-,-,-,-,-,-,-,35.21,74.28
Cash & Short-Term Investments,344.77,392.1,195.81,102.3,164.16,228.06,54.44,54.06,41.54,68.15,105.06
Cash Growth,-19.30%,100.25%,91.41%,-37.68%,-28.02%,318.94%,0.69%,30.15%,-39.05%,-35.14%,40.41%
Accounts Receivable,30.77,32.39,26.18,21.33,21.14,12.25,2.55,0.2,0.23,0.25,0.19
Other Receivables,-,0.18,-,-,-,-,-,-,-,-,-
Receivables,30.77,32.56,26.18,21.33,21.14,12.25,2.55,0.2,0.23,0.25,0.19
Inventory,3.49,3.04,2.31,1.97,1.25,1.2,0.95,0.22,0.12,0.11,0.13
Prepaid Expenses,7.95,13.28,7.79,4.03,4.75,3.39,2.23,1.71,1.35,1.39,1.59
Restricted Cash,-,-,0.15,-,-,-,-,-,-,-,-
Other Current Assets,-,-,-,-,-,1.26,-,-,0.11,-,-
Total Current Assets,386.98,440.99,232.24,129.63,191.3,246.16,60.17,56.19,43.34,69.9,106.98
"Property, Plant & Equipment",22.29,15.33,18.21,17.9,11.82,13.94,16.81,10.24,10.48,3.31,3.1
Other Long-Term Assets,1.61,1.61,1.61,1.76,1.76,1.76,1.76,6.61,1.61,1.73,0.23
Total Assets,410.88,457.94,252.06,149.29,204.89,261.86,78.74,73.04,55.43,74.94,110.31
Accounts Payable,6.26,4.18,4.39,5.12,4.59,2.71,3.27,2.97,3.57,2.12,1.96
Accrued Expenses,40.27,35.12,28.67,24.1,20.12,14.31,7.64,6.19,4.31,4.64,3.38
Current Portion of Long-Term Debt,-,-,-,-,-,8.29,-,-,5.55,1.55,-
Current Portion of Leases,2.76,1.93,1.59,1.6,1.62,1.36,1.13,-,-,-,-
Current Unearned Revenue,-,0.13,0.26,0.58,-,-,-,-,-,-,0.04
Total Current Liabilities,49.29,41.35,34.9,31.4,26.34,26.66,12.03,9.16,13.43,8.3,5.38
Long-Term Debt,70.62,68.51,74.93,54.01,51.44,41.24,49.31,24.79,12.47,14.09,15.27
Long-Term Leases,3.63,5.35,6.88,8.68,5.92,7.55,8.91,-,-,-,-
Long-Term Unearned Revenue,14,14,14.14,13.39,13,12,-,-,-,-,-
Other Long-Term Liabilities,15.11,13.39,30.1,6.44,20.19,98.31,12.12,3.22,3.39,0.54,0.07
Total Liabilities,152.65,142.59,160.93,113.91,116.89,185.77,82.37,37.17,29.28,22.93,20.72
Common Stock,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0,0,0,0
Additional Paid-In Capital,"1,351","1,206",788.7,652.21,633.8,615.34,379.98,333.11,263.41,225.89,218.83
Retained Earnings,"-1,092",-891.08,-697.58,-616.84,-545.8,-539.25,-383.62,-297.24,-237.27,-173.88,-129.18
Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-0.01,-0.07
Shareholders' Equity,258.23,315.34,91.13,35.38,88,76.1,-3.63,35.88,26.15,52.01,89.59
Total Liabilities & Equity,410.88,457.94,252.06,149.29,204.89,261.86,78.74,73.04,55.43,74.94,110.31
Total Debt,77.01,75.78,83.39,64.28,58.98,58.44,59.34,24.79,18.02,15.64,15.27
Net Cash (Debt),267.76,316.32,112.42,38.02,105.18,169.62,-4.91,29.27,23.52,52.5,89.79
Net Cash Growth,-23.95%,181.38%,195.70%,-63.86%,-37.99%,-,-,24.45%,-55.20%,-41.53%,49.75%
Net Cash Per Share,1.54,2.00,1.31,0.46,1.28,2.79,-0.11,0.77,0.82,2.12,3.86
Filing Date Shares Outstanding,213.05,159.02,148.63,77.51,76.75,76.07,52.58,42.84,37.28,28.76,24.75
Total Common Shares Outstanding,174.95,157.75,114.96,77.2,76.73,76,50.33,41.52,29.66,25.02,24.75
Working Capital,337.69,399.63,197.34,98.23,164.96,219.5,48.14,47.03,29.91,61.6,101.61
Book Value Per Share,1.48,2.00,0.79,0.46,1.15,1.00,-0.07,0.86,0.88,2.08,3.62
Tangible Book Value,258.23,315.34,91.13,35.38,88,76.1,-3.63,35.88,26.15,52.01,89.59
Tangible Book Value Per Share,1.48,2.00,0.79,0.46,1.15,1.00,-0.07,0.86,0.88,2.08,3.62
Machinery,-,18.05,16.78,13.75,12.28,11.47,10.64,8.68,6.92,4.78,3.76
Construction In Progress,-,0.12,0.28,4.07,0.58,0.12,0.24,0.33,0.23,1.36,1.32
Leasehold Improvements,-,14.53,14.7,9.07,9.07,9.07,9.07,8.68,8.55,0.91,0.89
