Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Other Revenue,"1,116","1,062","1,024","1,331","1,337","1,041",827.1,974.58,678.6,599.1,575.34
Total Revenue,"1,116","1,062","1,024","1,331","1,337","1,041",827.1,974.58,678.6,599.1,575.34
Revenue Growth (YoY,5.40%,3.71%,-23.05%,-0.50%,28.48%,25.85%,-15.13%,43.62%,13.27%,4.13%,-5.21%
Property Expenses,940.35,945.67,899.58,806.82,715.85,687.78,682.07,705.8,469.39,460.6,470.04
"Selling, General & Administrative",83.08,83.21,75.73,76.51,73.43,72.52,57.93,59.86,50,44.26,46.39
Other Operating Expenses,1.34,-0.8,0.91,13.69,13.23,14.23,3.74,7.65,10.27,10.16,-
Total Operating Expenses,"1,025","1,028",976.22,897.02,802.51,774.53,743.73,773.31,529.66,515.02,516.43
Operating Income,90.8,34,47.85,433.76,534.93,266.4,83.37,201.27,148.93,84.08,58.91
Interest Expense,-34.24,-28.92,-24.22,-27.4,-29.28,-29.46,-30.36,-35.23,-27.05,-28.94,-32.76
Other Non-Operating Income,3.52,3.12,1.27,-0.07,-,-,-,-,-,-,-
EBT Excluding Unusual Items,60.08,8.19,24.9,406.3,505.66,236.94,53.01,166.05,121.88,55.14,26.15
Merger & Restructuring Charges,-1.9,-,-2.45,-27.33,-,-,-,-23.97,-3.41,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,9.18,-,-,-48.52,-
Total Insurance Settlements,-,-,39.44,34.51,3.36,-,-,-,-,-,-
Other Unusual Items,-,-,-,-14.17,-,-42.99,-5.51,-,-,-,-
Pretax Income,58.18,8.19,61.89,399.31,509.02,193.95,56.67,142.08,118.47,6.61,26.15
Income Tax Expense,-6.07,-13.69,-0.22,65.41,85.16,27.12,1.01,19.2,32.02,-4.33,-5.57
Net Income,64.25,21.88,62.1,333.9,423.86,166.83,55.66,122.88,86.45,10.94,31.71
Net Income to Common,64.25,21.88,62.1,333.9,423.86,166.83,55.66,122.88,86.45,10.94,31.71
Net Income Growth,288.38%,-64.77%,-81.40%,-21.22%,154.07%,199.72%,-54.70%,42.13%,690.39%,-65.51%,-64.73%
Basic Shares Outstanding,78,79,80,73,67,67,68,61,41,41,41
Diluted Shares Outstanding,79,79,80,73,68,68,68,62,41,41,41
Shares Change (YoY),-1.39%,-1.03%,9.93%,7.68%,0.22%,-0.26%,9.59%,49.94%,0.47%,0.11%,0.23%
EPS (Basic),0.82,0.28,0.78,4.59,6.29,2.48,0.82,2.03,2.12,0.27,0.78
EPS (Diluted),0.82,0.28,0.77,4.58,6.26,2.47,0.82,1.99,2.10,0.27,0.77
EPS Growth,312.61%,-64.14%,-83.19%,-26.84%,153.44%,201.22%,-58.79%,-5.24%,683.28%,-65.18%,-65.00%
Dividend Per Share,1.800,1.800,1.800,1.770,1.670,1.610,1.600,1.600,1.525,1.500,1.500
Dividend Growth,-,-,1.70%,5.99%,3.73%,0.63%,-,4.92%,1.67%,-,5.26%
Operating Margin,8.14%,3.20%,4.67%,32.59%,40.00%,25.59%,10.08%,20.65%,21.95%,14.03%,10.24%
Profit Margin,5.76%,2.06%,6.06%,25.09%,31.69%,16.03%,6.73%,12.61%,12.74%,1.83%,5.51%
EBITDA,194.97,145.49,167.37,530.46,610.56,342.67,153.79,272.12,177.36,116.29,95.53
EBITDA Margin,17.48%,13.70%,16.34%,39.86%,45.65%,32.92%,18.59%,27.92%,26.14%,19.41%,16.60%
D&A For Ebitda,104.17,111.5,119.52,96.7,75.63,76.26,70.42,70.85,28.43,32.21,36.62
EBIT,90.8,34,47.85,433.76,534.93,266.4,83.37,201.27,148.93,84.08,58.91
EBIT Margin,8.14%,3.20%,4.67%,32.59%,40.00%,25.59%,10.08%,20.65%,21.95%,14.03%,10.24%
Effective Tax Rate,-,-,-,16.38%,16.73%,13.98%,1.78%,13.51%,27.03%,-,-
