Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Property, Plant & Equipment","2,723","2,781","2,829","2,842","1,990","1,905","1,946","1,951",731.71,714.68,891.88
Cash & Equivalents,88.77,151.55,230.12,343.81,296.15,252.34,83.31,76.64,120.46,82.58,7.93
Accounts Receivable,34.72,23.36,21.89,22.81,31.03,26.61,14.17,21.41,11.24,14.84,-
Other Receivables,-,2.83,7.58,-,-,-,1.34,9.16,0.88,2.44,13.42
Investment In Debt and Equity Securities,100.21,138.35,129.13,144.58,31.31,18.47,1.6,1.51,1.16,1.36,0.57
Other Intangible Assets,12.57,13.86,15.64,17.42,15.49,16.27,17.05,17.83,-,-,-
Other Current Assets,132.09,121.39,117.35,104.91,94,78.17,84.62,155,60.72,63.75,49.4
Trading Asset Securities,-,-,-,-,-,-,-,-,0.01,0.03,0.01
Deferred Long-Term Tax Assets,-,-,-,-,-,-,-,-,19.8,42.05,46.6
Deferred Long-Term Charges,-,-,-,-,-,5.04,5.62,5.05,3.66,-,-
Other Long-Term Assets,82.41,73.02,80.81,75.28,77.3,79.66,81.27,88.52,3.45,5.95,6.8
Total Assets,"3,174","3,305","3,431","3,551","2,535","2,381","2,235","2,326",953.08,927.68,"1,017"
Current Portion of Long-Term Debt,27.5,99.55,175.62,39.98,42.98,40.99,45.97,39.97,14.26,11.03,5.01
Current Portion of Leases,9.35,8.28,7.1,7.4,6.6,6.51,5.64,-,-,-,-
Long-Term Debt,"1,008",935.1,858.11,992.7,739.34,762.47,732.89,718.28,559.06,573.05,598.87
Long-Term Leases,14.15,13.99,14.29,14.9,12.57,11.75,12.48,-,-,-,-
Accounts Payable,19.24,16.99,12.52,12.24,12.75,9.72,12.73,12.07,9.36,8.38,6.35
Accrued Expenses,33.85,37.17,37.35,41.76,39.98,42.73,26.57,34.77,35.83,26.73,22.28
Current Income Taxes Payable,8.62,5.21,5.71,7.16,6.85,20.78,6.64,7.39,5.1,4.96,5.3
Current Unearned Revenue,14.61,12.23,10.46,10.86,8.39,8.79,5.51,4.28,-,-,-
Other Current Liabilities,17.05,20.83,13.78,20.37,8.63,10.31,10.18,37.8,10.24,9.48,11.78
Long-Term Deferred Tax Liabilities,18.79,21.12,36.64,41.79,34.87,17.74,20.17,32.01,-,-,-
Other Long-Term Liabilities,22.3,21.01,20.73,20.85,12.45,15.52,13.98,13.84,15.16,14.5,13.91
Total Liabilities,"1,266","1,268","1,260","1,287","1,009","1,076","1,008","1,011",752.54,771.41,812.88
Common Stock,77.29,78.68,79.37,79.68,69.06,66.88,67.22,67.57,40.61,40.52,40.68
Additional Paid-In Capital,"2,324","2,315","2,304","2,295","1,781","1,675","1,666","1,659",359.14,355.27,350.54
Retained Earnings,-575.13,-470.33,-315.29,-208.98,-280.91,-315.51,-359.33,-282.39,-104.36,-128.78,-72.98
Comprehensive Income & Other,80.75,114.14,103.03,97.65,-43.24,-120.99,-147.36,-129.43,-94.85,-110.74,-114.5
Shareholders' Equity,"1,907","2,038","2,171","2,263","1,526","1,305","1,227","1,315",200.54,156.27,203.74
Total Liabilities & Equity,"3,174","3,305","3,431","3,551","2,535","2,381","2,235","2,326",953.08,927.68,"1,017"
Total Debt,"1,059","1,057","1,055","1,055",801.48,821.71,796.99,758.25,573.32,584.08,633.88
Net Cash (Debt),-969.81,-905.37,-825,-711.17,-505.33,-569.37,-713.68,-681.61,-452.85,-501.46,-625.95
Net Cash Per Share,-12.35,-11.41,-10.29,-9.75,-7.46,-8.43,-10.54,-11.03,-10.98,-12.22,-15.27
Filing Date Shares Outstanding,77.29,78.79,79.5,79.68,69.08,66.92,67.35,67.87,40.61,40.55,40.68
Total Common Shares Outstanding,77.29,78.68,79.37,79.68,69.06,66.88,67.22,67.57,40.61,40.52,40.68
Book Value Per Share,24.68,25.90,27.36,28.40,22.10,19.51,18.25,19.46,4.94,3.86,5.01
Tangible Book Value,"1,895","2,024","2,155","2,246","1,511","1,289","1,210","1,297",200.54,156.27,203.74
Tangible Book Value Per Share,24.52,25.72,27.16,28.18,21.87,19.27,18.00,19.19,4.94,3.86,5.01
Land,-,7.22,7.17,7.17,7.17,7.33,7.88,6.08,4.71,4.71,4.74
Buildings,-,159.13,141.37,137.57,128.39,126.58,123.34,92.33,55.73,54.45,54.36
Construction In Progress,-,15.07,97.83,18.48,20.91,6.02,6.33,10.19,1.35,1.44,0.22
