Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,56.61,36.13,43.95,41.59,49.11,29.94,31.13,38.38,26.31,2.65,2.07
Revenue Growth (YoY),57.54%,-17.78%,5.68%,-15.32%,64.00%,-3.82%,-18.88%,45.84%,893.15%,28.07%,31.18%
Cost of Revenue,35.67,22.71,11.59,10.66,98.19,70.04,55.68,54.77,40.98,19.45,17.57
Gross Profit,20.94,13.42,32.35,30.93,-49.08,-40.1,-24.55,-16.39,-14.66,-16.8,-15.5
"Selling, General & Admin",99.34,82.83,59.84,52.2,40.9,35.78,32.31,29.35,16.45,4.49,0.83
Research & Development,292.82,202.66,129.07,138.77,-,-,-,-,-,-,-
Other Operating Expenses,-,-,-,-,-,-,-,-,9.28,5.97,3.78
Operating Expenses,392.16,285.49,188.9,190.97,40.9,35.78,32.31,29.35,26.48,11.06,4.8
Operating Income,-371.22,-272.07,-156.55,-160.04,-89.98,-75.88,-56.86,-45.74,-41.14,-27.86,-20.3
Interest Expense,-,-,-,-,-0.13,-,-,-,-0.23,-,-0.21
Interest & Investment Income,31.64,30.79,14.51,2.72,-,0.3,1.89,2.13,1.34,0.09,0.05
Currency Exchange Gain (Loss),-27.34,34.1,-9.71,26.02,24.66,-9.43,1.62,7.13,-23.35,-0.43,-
Other Non Operating Income (Expenses),-2.91,-,-,1.06,-1.14,-,0.2,0.28,-12.84,-20.31,-
EBT Excluding Unusual Items,-369.83,-207.18,-151.75,-130.24,-66.58,-85.01,-53.16,-36.21,-76.23,-48.5,-20.46
Legal Settlements,-,-,-,-,-,-,-,8.1,-1.25,-1.57,-4.8
Other Unusual Items,-,-,-,-,-,-,-1.8,-,-,-,-
Pretax Income,-369.83,-207.18,-151.75,-130.24,-66.58,-85.01,-54.96,-28.11,-77.48,-50.08,-25.26
Income Tax Expense,11.3,8.15,3.19,0.96,0.24,0.5,0.19,0.21,0.3,-,-
Net Income,-381.14,-215.33,-154.94,-131.19,-66.82,-85.51,-55.15,-28.31,-77.78,-50.08,-25.26
Net Income to Common,-381.14,-215.33,-154.94,-131.19,-66.82,-85.51,-55.15,-28.31,-77.78,-50.08,-25.26
Shares Outstanding (Basic),71,64,52,45,39,29,24,22,19,13,6
Shares Outstanding (Diluted),71,64,52,45,39,29,24,22,19,13,6
Shares Change (YoY),15.56%,24.45%,14.89%,16.25%,32.07%,20.80%,8.67%,16.10%,45.02%,125.45%,107.50%
EPS (Basic),-5.36,-3.35,-3.00,-2.92,-1.73,-2.92,-2.28,-1.27,-4.05,-3.78,-4.30
EPS (Diluted),-5.36,-3.35,-3.00,-2.92,-1.73,-2.92,-2.28,-1.27,-4.05,-3.78,-4.30
Free Cash Flow,-317.87,-187.5,-146.19,-157.49,-60.5,-81.19,-65.27,-47.93,-45.79,-27.69,-25.13
Free Cash Flow Per Share,-4.47,-2.92,-2.83,-3.51,-1.57,-2.77,-2.69,-2.15,-2.39,-2.09,-4.28
Gross Margin,36.99%,37.15%,73.62%,74.37%,-99.94%,-133.91%,-78.84%,-42.70%,-55.72%,-,-
Operating Margin,-655.80%,-752.96%,-356.22%,-384.84%,-183.22%,-253.41%,-182.63%,-119.19%,-156.34%,-1051.43%,-981.21%
Profit Margin,-673.31%,-595.93%,-352.56%,-315.48%,-136.06%,-285.59%,-177.15%,-73.77%,-295.57%,-1889.92%,-1220.79%
Free Cash Flow Margin,-561.55%,-518.92%,-332.65%,-378.70%,-123.19%,-271.14%,-209.65%,-124.89%,-174.02%,-1044.98%,-1214.38%
EBITDA,-368.77,-269.6,-154.01,-158.75,-88.49,-74.43,-55.72,-44.99,-40.76,-27.61,-20.09
EBITDA Margin,-,-,-,-,-180.20%,-248.59%,-178.97%,-117.23%,-154.89%,-,-
D&A For EBITDA,2.45,2.47,2.54,1.29,1.49,1.44,1.14,0.75,0.38,0.25,0.21
EBIT,-371.22,-272.07,-156.55,-160.04,-89.98,-75.88,-56.86,-45.74,-41.14,-27.86,-20.3
EBIT Margin,-,-,-,-,-183.22%,-253.41%,-182.63%,-119.19%,-156.34%,-,-
Revenue as Reported,56.61,36.13,43.95,41.59,49.11,29.94,31.13,38.38,-,-,2.07
