Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,148.7,337.1,229.9,145.05,159.97,171.9,68.36,114.42,162.28,70.59,93.03
Short-Term Investments,202.66,402.87,193.44,152.17,202.81,293.27,-,93,61.47,63.17,126.05
Cash & Short-Term Investments,351.36,739.97,423.34,297.22,362.78,465.17,68.36,207.42,223.75,133.76,219.08
Cash Growth,-50.02%,74.80%,42.43%,-18.07%,-22.01%,580.44%,-67.04%,-7.30%,67.27%,-38.94%,3.72%
Accounts Receivable,359.12,492.05,553.79,486.42,421.96,438.28,385.5,357.24,383.73,265.03,211.85
Other Receivables,58.29,60.85,8.68,25.35,25.69,-,-,-,-,14.16,4.77
Receivables,417.4,552.9,562.47,511.77,447.65,438.28,385.5,357.24,383.73,279.18,216.62
Prepaid Expenses,39.97,38.16,33.65,-,-,-,-,-,-,-,-
Restricted Cash,-,0.1,-,-,-,-,-,-,-,-,-
Other Current Assets,3.07,2.58,9.57,37.49,29.79,73.46,51.75,45.97,40.22,12.19,10.79
Total Current Assets,811.8,"1,334","1,029",846.48,840.22,976.91,505.61,610.64,647.7,425.13,446.49
"Property, Plant & Equipment",102.43,104.24,111.48,131.17,114.36,108.05,92.56,36.64,-,38.28,31.32
Long-Term Investments,20.21,21.23,19.45,13.07,7.65,8.35,4.87,3.39,1.03,-,-
Goodwill,81.4,81.11,81.61,81.4,81.92,79.23,79.04,72.86,72.95,73.16,46.78
Other Intangible Assets,1.83,3.83,7,10.89,14.06,15.75,19.72,21.24,31.9,44.19,33.42
Long-Term Accounts Receivable,134.45,79.73,106.04,112.28,140.43,121.06,127.16,153.78,160.71,-,-
Long-Term Deferred Tax Assets,3.97,4.27,3.68,4.8,180.66,88.07,-,-,-,69.9,65.73
Long-Term Deferred Charges,99.42,105.41,114.12,130.2,135.91,108.62,85.31,64.37,37.92,-,-
Other Long-Term Assets,37.26,34.75,38.34,27.4,78.32,98.23,70.55,19.65,60.54,3.99,4.03
Total Assets,"1,293","1,768","1,511","1,358","1,594","1,604",984.81,982.55,"1,013",654.66,627.76
Accounts Payable,8.06,6.23,11.29,18.2,15.28,24.03,17.48,16.49,17.37,14.41,12.68
Accrued Expenses,158.85,164.53,151.15,178.08,184.84,182.27,152.13,127.81,101.78,83.81,85.37
