Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,288","3,114","2,743","2,539","2,225","1,860","1,831","1,772","1,312","1,121",936.31
Revenue Growth (YoY),10.14%,13.52%,8.03%,14.12%,19.62%,1.57%,3.38%,34.98%,17.05%,19.75%,137.78%
Cost of Revenue,"2,502","2,369","2,096","1,964","1,734","1,480","1,408","1,361","1,014",821.2,669.33
Gross Profit,786.4,745.6,647.5,574.9,491.4,379.8,423.8,410.1,298.6,300.03,266.99
"Selling, General & Admin",130.5,138.7,120.9,102.2,104,97.1,88.6,93.6,69,55.15,55.99
Other Operating Expenses,-13.1,-20,-7.5,-19,-15.5,-1.7,-1.4,-3.7,-0.5,-0.35,-2.29
Operating Expenses,267.4,271.3,231.5,198,187.3,190.2,163.7,157.3,120.4,94.35,88.25
Operating Income,519,474.3,416,376.9,304.1,189.6,260.1,252.8,178.2,205.68,178.74
Interest Expense,-294.1,-201.7,-193,-234.9,-221,-201.8,-178.9,-147,-117.7,-100.57,-100.98
Earnings From Equity Investments,23.5,19.5,14.2,12.5,11.3,10.8,10.2,8.9,6.4,4.76,3.78
Other Non Operating Income (Expenses),36.2,-,-,-,-,-,-2.4,-,25.3,-3.73,-119.91
EBT Excluding Unusual Items,284.6,292.1,237.2,154.5,94.4,-1.4,89,114.7,92.2,106.14,-38.38
Merger & Restructuring Charges,-89.4,-100.1,-61.7,-47.5,-39.8,-23.2,-19,-31.7,-13.1,-8.74,-17.92
Impairment of Goodwill,-,-,-,-,-,-33.5,-2.5,-74.4,1.2,-,-
Gain (Loss) on Sale of Assets,-38.1,-40.6,-14.4,-11.1,-2.2,-5.7,4.4,-31.8,-1.7,-2.36,2.1
Asset Writedown,-,-,-,-,-,-,-5.4,-,-,-,-
Legal Settlements,-7.3,0.8,-10.6,29.3,-,-1.2,-0.2,-46,12.5,14.1,-
Other Unusual Items,-1.3,-5.1,-15.5,-14.9,28.8,46.2,-11.7,-,-8.8,-16.97,-21.94
Pretax Income,148.5,147.1,135,110.3,81.2,-18.8,54.6,-69.2,82.3,92.18,-76.14
Income Tax Expense,125.2,134.6,-0.3,23.3,10.5,-20.1,9.5,26.4,53.6,7.1,-148.98
Earnings From Continuing Operations,23.3,12.5,135.3,87,70.7,1.3,45.1,-95.6,28.7,85.08,72.85
Minority Interest in Earnings,-194.7,-180.6,-147.2,-141.6,-141.6,-117.4,-119.9,-110.1,-81.7,-75.63,-71.42
Net Income,-171.4,-168.1,-11.9,-54.6,-70.9,-116.1,-74.8,-205.7,-53,9.45,1.43
Preferred Dividends & Other Adjustments,-,-,-,-,10.3,39.5,35.7,32.4,26.1,-,-
Net Income to Common,-171.4,-168.1,-11.9,-54.6,-81.2,-155.6,-110.5,-238.1,-79.1,9.45,1.43
Net Income Growth,-,-,-,-,-,-,-,-,-,561.51%,-
Shares Outstanding (Basic),127,126,126,92,72,49,48,48,48,48,36
Shares Outstanding (Diluted),127,126,126,92,72,49,48,48,48,48,37
Shares Change (YoY),0.58%,0.40%,36.61%,26.96%,48.49%,1.03%,0.53%,-0.33%,-0.01%,28.63%,16.00%
EPS (Basic),-1.35,-1.33,-0.09,-0.59,-1.12,-3.19,-2.29,-4.96,-1.64,0.20,0.04
EPS (Diluted),-1.36,-1.33,-0.09,-0.59,-1.12,-3.19,-2.29,-4.96,-1.64,0.20,0.04
EPS Growth,-,-,-,-,-,-,-,-,-,396.86%,-
Free Cash Flow,194.1,209.7,205,78.2,29.5,204,55.9,104.8,91.3,86.13,51.04
Free Cash Flow Per Share,1.53,1.66,1.63,0.85,0.41,4.18,1.16,2.18,1.90,1.79,1.36
Gross Margin,23.92%,23.94%,23.60%,22.64%,22.08%,20.42%,23.14%,23.15%,22.75%,26.76%,28.52%
Operating Margin,15.78%,15.23%,15.16%,14.84%,13.67%,10.19%,14.20%,14.27%,13.58%,18.34%,19.09%
Profit Margin,-5.21%,-5.40%,-0.43%,-2.15%,-3.65%,-8.37%,-6.03%,-13.44%,-6.03%,0.84%,0.15%
Free Cash Flow Margin,5.90%,6.73%,7.47%,3.08%,1.33%,10.97%,3.05%,5.92%,6.96%,7.68%,5.45%
EBITDA,669,626.9,534.1,491.7,402.9,284.4,336.6,320.2,230.1,245.23,212.85
EBITDA Margin,20.35%,20.13%,19.47%,19.36%,18.11%,15.29%,18.38%,18.07%,17.53%,21.87%,22.73%
D&A For EBITDA,150,152.6,118.1,114.8,98.8,94.8,76.5,67.4,51.9,39.55,34.11
EBIT,519,474.3,416,376.9,304.1,189.6,260.1,252.8,178.2,205.68,178.74
EBIT Margin,15.78%,15.23%,15.16%,14.84%,13.67%,10.19%,14.20%,14.27%,13.58%,18.34%,19.09%
Effective Tax Rate,84.31%,91.50%,-,21.12%,12.93%,-,17.40%,-,65.13%,7.70%,-
