Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"3,182","3,143","2,918","2,548","1,690","1,629","1,844","1,781","1,780","1,088",704.6
Other Revenue,304.27,245.89,233.82,181.28,9.02,2.02,20.18,-,-,-,-
Revenue,"3,486","3,389","3,152","2,729","1,699","1,631","1,864","1,781","1,780","1,088",704.6
Revenue Growth (YoY),3.86%,7.51%,15.50%,60.62%,4.15%,-12.50%,4.69%,0.06%,63.53%,54.47%,-1.16%
Cost of Revenue,"1,401","1,326","1,233","1,111",766.99,720.15,846.09,814.09,832.32,483.57,313.42
Gross Profit,"2,085","2,063","1,919","1,618",931.98,911.14,"1,018",966.77,947.51,604.8,391.18
"Selling, General & Admin","1,107","1,074",994.5,876.85,676.09,673.09,717.87,683.36,674.66,423.6,259.46
Operating Expenses,"1,555","1,612","1,515","1,334",734.82,715.19,759.78,726.32,729.9,455.46,276.89
Operating Income,530.45,450.41,403.58,283.9,197.16,195.95,258.57,240.44,217.61,149.34,114.29
Interest Expense,-113.22,-105.23,-93.24,-70.71,-32.39,-29.34,-34.04,-29.17,-24.04,-20.32,-16.89
Interest & Investment Income,3.19,1.94,1.47,1.31,0.7,1.54,1.06,2.44,1.6,0.75,1.57
Currency Exchange Gain (Loss),1,-2.64,1.53,0.59,-0.44,-0.88,0.79,-0.76,0.32,-0.95,-
Other Non Operating Income (Expenses),5.64,0.52,1.4,2.73,-0.95,-10.51,-,-,-,-,-
EBT Excluding Unusual Items,427.06,345,314.74,217.82,164.08,156.75,226.38,212.95,195.49,128.82,98.97
Merger & Restructuring Charges,-12.75,-2.23,-7.92,-3.74,-15.45,-1.32,-1.77,-7.64,-9.06,-36.67,-3.38
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-7.91
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,1.3,-
Other Unusual Items,-,-,-13.97,109.55,17.87,-11.74,-,-,-14.11,-,-
Pretax Income,414.31,342.78,292.85,323.63,166.5,143.7,224.61,205.31,172.31,93.45,87.68
Income Tax Expense,104.56,83.96,73.55,70.14,41.59,37.12,59.99,52.1,28.42,33.32,26.97
Earnings From Continuing Operations,309.75,258.82,219.3,253.5,124.91,106.58,164.62,153.21,143.89,60.13,60.71
Net Income,309.75,258.82,219.3,253.5,124.91,106.58,164.62,153.21,143.89,60.13,60.71
Net Income to Common,309.75,258.82,219.3,253.5,124.91,106.58,164.62,153.21,143.89,60.13,60.71
Net Income Growth,26.50%,18.02%,-13.49%,102.94%,17.20%,-35.26%,7.45%,6.47%,139.31%,-0.96%,-28.72%
Shares Outstanding (Basic),44,45,45,47,41,42,43,45,48,35,28
Shares Outstanding (Diluted),45,45,46,47,41,42,43,45,48,35,28
Shares Change (YoY),-1.29%,-1.15%,-3.46%,15.37%,-1.39%,-3.72%,-3.73%,-6.27%,36.81%,23.58%,-2.56%
EPS (Basic),6.96,5.76,4.82,5.37,3.05,2.57,3.83,3.42,3.01,1.72,2.16
EPS (Diluted),6.92,5.73,4.80,5.36,3.04,2.56,3.81,3.41,3.00,1.72,2.14
EPS Growth,27.90%,19.38%,-10.45%,76.32%,18.75%,-32.81%,11.73%,13.67%,74.61%,-19.72%,-26.98%
Free Cash Flow,527.81,471.71,355.99,433.72,181.28,184.72,187.29,207.75,194.39,76.4,71.68
Free Cash Flow Per Share,11.80,10.44,7.79,9.16,4.42,4.44,4.33,4.63,4.06,2.18,2.53
Dividend Per Share,1.560,1.460,1.360,1.260,1.170,1.080,1.020,0.910,0.770,0.565,-
Dividend Growth,9.09%,7.35%,7.94%,7.69%,8.33%,5.88%,12.09%,18.18%,36.28%,-,-
Gross Margin,59.82%,60.88%,60.88%,59.29%,54.86%,55.85%,54.62%,54.29%,53.24%,55.57%,55.52%
Operating Margin,15.21%,13.29%,12.80%,10.40%,11.60%,12.01%,13.87%,13.50%,12.23%,13.72%,16.22%
Profit Margin,8.88%,7.64%,6.96%,9.29%,7.35%,6.53%,8.83%,8.60%,8.09%,5.52%,8.62%
Free Cash Flow Margin,15.14%,13.92%,11.29%,15.89%,10.67%,11.32%,10.04%,11.67%,10.92%,7.02%,10.17%
EBITDA,637.29,555.36,512.74,387.73,243.06,238.05,300.47,283.15,271.87,180.97,131.73
EBITDA Margin,18.28%,16.39%,16.27%,14.21%,14.31%,14.59%,16.12%,15.90%,15.28%,16.63%,18.70%
D&A For EBITDA,106.83,104.94,109.16,103.83,45.91,42.11,41.9,42.7,54.26,31.63,17.44
EBIT,530.45,450.41,403.58,283.9,197.16,195.95,258.57,240.44,217.61,149.34,114.29
EBIT Margin,15.21%,13.29%,12.80%,10.40%,11.60%,12.01%,13.87%,13.50%,12.23%,13.72%,16.22%
Effective Tax Rate,25.24%,24.49%,25.11%,21.67%,24.98%,25.83%,26.71%,25.38%,16.49%,35.66%,30.76%
Revenue as Reported,"3,486","3,389","3,152","2,729","1,699","1,631","1,864","1,781","1,780","1,088",704.6
Advertising Expenses,-,3.7,4.3,4.1,1,1.1,1.2,1.4,1.8,1.9,0.7
