Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Cash & Equivalents,237.64,315.91,90.22,184.5,48.58,40.86,12.85,12.49,4.06,3.75,10.69
Cash & Short-Term Investments,237.64,315.91,90.22,184.5,48.58,40.86,12.85,12.49,4.06,3.75,10.69
Cash Growth,183.05%,250.17%,-51.10%,279.75%,18.91%,217.99%,2.85%,207.48%,8.35%,-64.92%,9.95%
Accounts Receivable,19.42,16.22,11.03,7.42,5.08,4.04,4.88,5.23,4.32,3.01,3.19
Other Receivables,-,3.45,1.38,2.04,3.03,4.49,0.97,0.54,2.75,0.19,0.21
Receivables,19.42,19.66,12.41,9.46,8.11,8.53,5.84,5.76,7.07,3.2,3.4
Inventory,-,-,-,0.39,0.48,0.4,0.32,0.3,0.22,0.23,0.18
Prepaid Expenses,14.67,6.52,4.95,2.74,2.53,1.53,1.47,1.76,1.62,1.41,1.19
Restricted Cash,34.98,43.66,29.46,21.22,6.32,4.82,4.79,4.46,-,-,-
Other Current Assets,13.49,9.86,7.31,8.37,4.12,16.49,4.93,5.13,2.94,2.53,4.16
Total Current Assets,320.2,395.62,144.34,226.67,70.15,72.62,30.19,29.91,15.91,11.12,19.62
"Property, Plant & Equipment",165.5,175,110.38,82.46,69.54,34.24,36.08,8.34,5.83,5,4.59
Long-Term Investments,83.76,-,-,-,-,-,-,-,-,-,-
Goodwill,79.21,74.72,67.71,62.51,56.88,53.69,50.19,49.66,46.56,45.13,45.13
Other Intangible Assets,32.7,52.07,48.68,46.11,46.24,49.33,49.15,50.94,50.44,49.61,51
Other Long-Term Assets,39.65,18.85,6.71,6.43,6.4,1.68,0.5,0.91,1.11,0.94,0.31
Total Assets,721.03,716.25,377.83,424.19,249.2,211.57,166.11,139.75,119.84,111.8,120.65
Accounts Payable,11,6.94,4.73,5.22,5.41,3.66,3.35,2.75,1.75,1.46,1.25
Accrued Expenses,22.48,73.48,59.05,35.17,25.01,36.25,20.2,15.81,9.6,8.4,9.31
Current Portion of Long-Term Debt,-,-,-,7.3,-,3.6,3.2,2.4,3.5,3.5,-
Current Portion of Leases,2.96,1.06,2.38,2.28,2.44,2.39,1.81,-,-,-,-
Current Income Taxes Payable,-,-,-,6.4,1.81,-,-,0.4,0.16,0.9,0.16
Current Unearned Revenue,-,5.96,4.85,6.04,5.01,4.58,4.38,5.13,4.12,2.48,1.85
Total Current Liabilities,78.98,87.44,71,62.41,39.68,50.47,32.93,26.48,19.13,16.73,12.57
Long-Term Debt,"1,208","1,206",712.33,706.85,469.39,466.93,307.67,309.37,129.84,147.22,95.01
Long-Term Leases,58.32,58.17,17.81,14.34,13.79,5.48,7.98,-,-,-,-
Long-Term Unearned Revenue,46.72,38.88,30.15,27.05,28.02,24.96,22.34,21.89,21.23,7.87,7.62
Long-Term Deferred Tax Liabilities,31.16,1.09,3.72,4.18,7.43,4.48,4.49,4.87,5.92,12.3,13.02
Other Long-Term Liabilities,0.11,0.06,0.19,0.22,0.41,0.55,0.14,1.97,2.14,2.31,2.1
Total Liabilities,"1,424","1,392",835.19,815.05,558.73,552.88,375.54,364.58,178.25,186.43,130.32
Common Stock,0.28,0.29,0.29,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29
Additional Paid-In Capital,1.07,1.57,2.68,2.8,0.46,0.42,0.55,1.04,0.26,1.19,36.87
Retained Earnings,-709.68,-676.94,-459.99,-393.32,-310.03,-342.03,-210.28,-226.16,-58.97,-76.11,-46.83
Comprehensive Income & Other,5.72,-0.5,-0.34,-0.64,-0.26,-,-,-,-,-,-
Shareholders' Equity,-702.62,-675.59,-457.37,-390.86,-309.53,-341.31,-209.43,-224.83,-58.42,-74.63,-9.67
Total Liabilities & Equity,721.03,716.25,377.83,424.19,249.2,211.57,166.11,139.75,119.84,111.8,120.65
Total Debt,"1,270","1,265",732.51,730.77,485.62,478.39,320.65,311.77,133.34,150.72,95.01
Net Cash (Debt),"-1,032",-949.52,-642.3,-546.28,-437.04,-437.54,-307.8,-299.28,-129.28,-146.97,-84.32
Net Cash Per Share,-36.30,-32.31,-21.51,-18.23,-14.60,-14.68,-10.37,-10.12,-4.39,-5.07,-3.03
Filing Date Shares Outstanding,27.79,28.66,29.34,29.93,29.84,29.69,29.46,29.33,29.11,28.86,28.58
Total Common Shares Outstanding,27.79,28.66,29.34,29.93,29.84,29.69,29.46,29.3,29.09,28.75,28.58
Working Capital,241.23,308.18,73.34,164.26,30.47,22.15,-2.74,3.42,-3.22,-5.62,7.05
Book Value Per Share,-25.29,-23.57,-15.59,-13.06,-10.37,-11.50,-7.11,-7.67,-2.01,-2.60,-0.34
Tangible Book Value,-814.53,-802.37,-573.75,-499.48,-412.65,-444.33,-308.76,-325.43,-155.41,-169.37,-105.8
Tangible Book Value Per Share,-29.31,-27.99,-19.56,-16.69,-13.83,-14.97,-10.48,-11.11,-5.34,-5.89,-3.70
Land,-,2.83,2.83,2.83,2.83,2.83,2.83,-,-,-,-
Buildings,-,15.77,15.77,15.77,15.77,15.41,-,-,-,-,-
Machinery,-,21.9,41.27,33.41,27.67,14.63,15.57,11.19,9.3,7.68,7.25
Construction In Progress,-,15.09,46.68,23.01,12.99,2.85,16.19,1.96,0.18,0.2,0.01
Leasehold Improvements,-,37.56,26.6,23.3,18.05,9.88,9.02,7.93,7.01,6.08,5.46
