Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"1,741","1,755","1,760","1,836","2,257","1,690","1,767","1,719","1,150",655.8,477.89
Revenue,"1,741","1,755","1,760","1,836","2,257","1,690","1,767","1,719","1,150",655.8,477.89
Revenue Growth (YoY),-1.18%,-0.29%,-4.17%,-18.64%,33.56%,-4.36%,2.82%,49.43%,75.37%,37.23%,43.01%
Cost of Revenue,398.97,369.52,374.28,400.59,403.84,302.18,328.83,277.65,231.26,171.23,141.96
Gross Profit,"1,342","1,385","1,386","1,436","1,853","1,388","1,438","1,441",918.8,484.57,335.93
"Selling, General & Admin",542.79,582.09,579,529.91,725.16,556.84,556.06,571.18,317.85,189.5,154.98
Research & Development,307.92,308.75,333.63,415.19,430.67,324.11,284.44,249.87,193.39,154.09,143.44
Operating Expenses,850.71,890.83,912.62,945.1,"1,156",880.95,840.5,821.05,511.25,343.59,298.43
Operating Income,491.1,494.32,472.93,490.64,697.41,506.8,597.58,619.82,407.55,140.98,37.5
Interest Expense,-105.4,-105.4,-120.07,-71.6,-71.01,-57.43,-29.9,-15.39,-4.2,-,-
Interest & Investment Income,277.45,123.34,118.21,105.43,77.28,85.83,85.39,57.97,19.45,7.55,5.5
Earnings From Equity Investments,-12.17,-12.17,13.39,-24.07,14.22,10.43,-13.2,0.06,1.03,-0.13,-0.01
Currency Exchange Gain (Loss),-8.3,-8.3,-9.1,-67,-,-,-,-,-,-,-7.9
Other Non Operating Income (Expenses),3.42,3.42,8.82,17.96,9.16,5,4.41,1.23,-2,1.21,8.74
EBT Excluding Unusual Items,646.1,495.21,484.19,451.37,727.06,550.63,644.28,663.68,421.84,149.61,43.84
Impairment of Goodwill,-,-,-,-,-,-,-,-10.55,-,-,-
Gain (Loss) on Sale of Investments,-41.76,-74.56,18.59,-313.11,-176.34,-174.72,-41.89,15.71,-4.73,-39.63,-7.06
Asset Writedown,-,-,-,-10.18,-,-,-,-,-,-,-
Pretax Income,604.34,420.66,502.78,128.09,550.72,375.91,602.4,668.84,417.11,109.98,36.78
Income Tax Expense,133.27,110.55,145.29,30.28,138.84,61.32,109.56,96.22,66.75,4.32,2.59
Earnings From Continuing Operations,471.07,310.11,357.5,97.81,411.88,314.6,492.83,572.62,350.37,105.66,34.19
Minority Interest in Earnings,-8.46,-9.3,-14.9,-12.25,16.44,-1.23,1.84,-0.8,2.23,2.36,0.56
Net Income,462.61,300.8,342.6,85.56,428.32,313.36,494.68,571.82,352.59,108.03,34.75
Net Income to Common,462.61,300.8,342.6,85.56,428.32,313.36,494.68,571.82,352.59,108.03,34.75
Net Income Growth,23.31%,-12.20%,300.44%,-80.03%,36.68%,-36.65%,-13.49%,62.18%,226.39%,210.91%,-
Shares Outstanding (Basic),238,237,236,235,229,227,225,224,221,215,208
Shares Outstanding (Diluted),268,265,240,236,230,228,226,233,225,223,218
Shares Change (YoY),2.85%,10.53%,1.51%,2.69%,1.13%,0.54%,-2.70%,3.25%,1.12%,2.27%,16.61%
EPS (Basic),1.94,1.27,1.45,0.36,1.87,1.38,2.19,2.56,1.60,0.50,0.17
EPS (Diluted),1.76,1.16,1.43,0.36,1.86,1.38,2.18,2.52,1.56,0.48,0.16
EPS Growth,20.15%,-18.65%,297.18%,-80.64%,34.78%,-36.70%,-13.62%,61.77%,225.00%,200.00%,-
Free Cash Flow,-,578.43,636.05,367.4,646.4,706.82,609.91,459.66,518.7,222.99,171.11
Free Cash Flow Per Share,-,2.18,2.65,1.55,2.81,3.10,2.69,1.98,2.30,1.00,0.79
Dividend Per Share,-,0.820,-,-,-,-,-,-,-,-,-
Gross Margin,77.08%,78.94%,78.73%,78.19%,82.11%,82.12%,81.39%,83.84%,79.89%,73.89%,70.29%
Operating Margin,28.21%,28.17%,26.87%,26.72%,30.90%,29.99%,33.82%,36.07%,35.44%,21.50%,7.85%
Profit Margin,26.57%,17.14%,19.47%,4.66%,18.98%,18.54%,28.00%,33.27%,30.66%,16.47%,7.27%
Free Cash Flow Margin,-,32.97%,36.14%,20.01%,28.64%,41.83%,34.52%,26.75%,45.10%,34.00%,35.81%
EBITDA,548.96,552.46,531.44,545.34,752.42,538.91,623.36,639.67,422.88,154.96,58.45
EBITDA Margin,31.54%,31.49%,30.20%,29.70%,33.34%,31.89%,35.28%,37.22%,36.77%,23.63%,12.23%
D&A For EBITDA,57.86,58.14,58.51,54.69,55.01,32.11,25.77,19.85,15.33,13.98,20.95
EBIT,491.1,494.32,472.93,490.64,697.41,506.8,597.58,619.82,407.55,140.98,37.5
EBIT Margin,28.21%,28.17%,26.87%,26.72%,30.90%,29.99%,33.82%,36.07%,35.44%,21.50%,7.85%
Effective Tax Rate,22.05%,26.28%,28.90%,23.64%,25.21%,16.31%,18.19%,14.39%,16.00%,3.92%,7.04%
Revenue as Reported,"1,741","1,755","1,760","1,836","2,257","1,690","1,767","1,719","1,150",655.8,477.89
Advertising Expenses,-,-,-,-,-,-,-,-,-,92.2,81.2
