Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,332","1,051",302.05,202.01,162.58,206.93,149.9,120.22,176.27,133.57,131.02
Trading Asset Securities,-,-,-,-,-,-,0.18,2.4,0.7,0.01,-
Cash & Short-Term Investments,"1,332","1,051",302.05,202.01,162.58,206.93,150.08,122.62,176.97,133.57,131.02
Cash Growth,35.57%,248.03%,49.52%,24.25%,-21.43%,37.88%,22.39%,-30.71%,32.49%,1.95%,16.59%
Receivables,369.51,350.47,303.82,280.44,298.46,369.83,472.93,437.16,398.03,351.51,330.9
Inventory,255.28,270.73,283.69,228.7,165.8,182.38,227.9,220.67,193.84,163.05,190.47
Restricted Cash,-,-,-,-,-,-,-,0.05,0.05,-,-
Other Current Assets,187.3,143.46,159.88,118.44,123.09,171.12,146.35,115.63,80.85,84.34,106.56
Total Current Assets,"2,144","1,816","1,049",829.58,749.93,930.26,997.25,896.14,849.74,732.47,758.94
"Property, Plant & Equipment",144.73,144.39,169.99,192.95,228.71,284.09,313,226.55,200.77,176.46,190.26
Long-Term Investments,-,-,-,-,-,-,-,1,2.16,2.77,-
Goodwill,"1,088","1,052","1,053","1,039","1,099","1,132","1,104","1,117",555.76,452.49,468.12
Other Intangible Assets,30,43.11,46.28,64.94,92.53,132.96,185.1,257.58,95.23,72.15,101.93
Long-Term Deferred Tax Assets,259.96,310.28,247.21,211.98,181.47,76.14,63.9,64.83,49.97,94.11,109.39
Other Long-Term Assets,44.21,41.83,38.84,39.9,42.18,51.66,44.69,46.35,352.52,47.36,51.68
Total Assets,"3,711","3,408","2,604","2,378","2,394","2,607","2,708","2,609","2,106","1,578","1,680"
Accounts Payable,145.32,144.93,199.52,237.18,193.13,215.64,328.13,309.95,262.17,172.71,185.83
Accrued Expenses,110.46,137.38,135.8,89.43,113.53,86.25,119.22,88.6,90.51,82.35,76.98
Short-Term Debt,-,-,-,-,-,-,-,-,0.92,0.07,3.88
Current Portion of Long-Term Debt,458.93,-,-,-,-,19.38,-,28.44,19.69,15,12.12
Current Portion of Leases,-,14.58,14.98,15.97,16.6,16.24,17.05,-,-,-,-
Current Income Taxes Payable,15.87,19.69,8.64,15.32,12.21,15.8,22.19,14.75,16.1,10.45,14.86
Current Unearned Revenue,184.22,150.72,124.21,95.57,82.82,112.93,99.56,93.62,41.44,64.98,73.3
Other Current Liabilities,72.58,60.96,54.09,45.11,83.06,83.65,85.25,117.34,76.97,67.5,110.81
Total Current Liabilities,987.37,528.27,537.24,498.57,501.34,549.9,671.39,652.71,507.78,413.05,477.77
Long-Term Debt,787.91,"1,242",454.83,452.53,450.23,903.53,932.48,988.19,593.57,290.46,358.92
Long-Term Leases,22.89,25.35,32.66,44.37,57.31,66.82,68.92,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,27.32,30.09
Pension & Post-Retirement Benefits,65.73,59.54,63.89,57.84,87.86,119.46,98.71,91.52,95.72,84.5,85.97
Long-Term Deferred Tax Liabilities,0.81,0.57,0.7,0.83,2,1.92,1.81,1.54,1.53,3.07,1.72
Other Long-Term Liabilities,132.63,140.05,183.53,132.38,152.28,125.12,133.71,140.98,101.92,109.06,103.14
Total Liabilities,"1,997","1,996","1,273","1,187","1,251","1,767","1,907","1,875","1,301",927.46,"1,058"
Common Stock,"1,746","1,690","1,821","1,788","1,780","1,389","1,358","1,334","1,295","1,270","1,247"
Retained Earnings,10.12,-189.3,-428.41,-525.33,-515.6,-434.35,-376.39,-425.4,-337.87,-409.54,-441.31
Comprehensive Income & Other,-62.91,-109.93,-81.19,-94.67,-148.1,-138.53,-204.67,-196.31,-170.48,-229.33,-200.61
Total Common Equity,"1,693","1,391","1,311","1,168","1,116",816.55,776.54,712.66,786.42,631.6,604.76
Minority Interest,20.22,20.83,20.52,23.08,26.68,23.73,24.28,21.39,19.22,18.75,17.95
Shareholders' Equity,"1,713","1,411","1,331","1,192","1,143",840.27,800.82,734.05,805.63,650.35,622.7
Total Liabilities & Equity,"3,711","3,408","2,604","2,378","2,394","2,607","2,708","2,609","2,106","1,578","1,680"
Total Debt,"1,270","1,282",502.46,512.86,524.14,"1,006","1,018","1,017",614.18,305.53,374.92
Net Cash (Debt),62.22,-231.12,-200.42,-310.86,-361.57,-799.05,-868.37,-894,-437.2,-171.95,-243.9
Net Cash Per Share,1.34,-5.00,-4.37,-6.89,-8.16,-19.85,-21.72,-22.78,-11.10,-4.45,-6.33
Filing Date Shares Outstanding,45.8,45.18,45.58,45.29,45.01,40.46,39.96,39.54,38.78,38.33,38.24
Total Common Shares Outstanding,45.79,45.13,45.51,45.19,45.15,40.44,39.94,39.5,38.77,38.32,37.91
Working Capital,"1,157","1,288",512.2,331.01,248.59,380.36,325.86,243.43,341.96,319.42,281.17
Book Value Per Share,36.98,30.81,28.80,25.86,24.72,20.19,19.44,18.04,20.28,16.48,15.95
Tangible Book Value,575.38,295.36,212.13,64.81,-75.43,-448.32,-512.47,-661.45,135.43,106.96,34.7
Tangible Book Value Per Share,12.57,6.54,4.66,1.43,-1.67,-11.09,-12.83,-16.75,3.49,2.79,0.92
Land,9.66,8.51,7.85,8.57,8.95,14.3,14.99,14.98,18.43,17.18,19.88
Buildings,106.43,115.37,126.04,130.3,131.76,155.68,149.47,146.07,135.57,122.68,127.53
Machinery,430.93,414.06,444.7,426.37,426.04,449.83,432.93,420.26,415.14,377.87,393.33
Construction In Progress,21.4,22.25,24.32,19.4,39.53,31.43,54.49,49.68,39.95,29.36,32.64
Order Backlog,-,"4,734","4,511","4,523","3,921","3,259","3,207","3,173","1,750","1,652","1,575"
