Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,408","2,441","2,174","1,796","1,982","2,173","2,502","2,376","2,018","2,013","1,884"
Revenue Growth (YoY),0.14%,12.29%,21.06%,-9.39%,-8.82%,-13.15%,5.32%,17.73%,0.25%,6.88%,-3.29%
Cost of Revenue,"1,534","1,602","1,460","1,273","1,408","1,571","1,750","1,646","1,341","1,351","1,327"
Gross Profit,874.26,839.32,713.91,522.19,573.17,602.17,752.32,730.32,676.75,662.53,556.69
"Selling, General & Admin",345.62,341.3,315.16,293.52,303.25,280.89,350.51,334.54,328.72,324.55,325.3
Research & Development,212.28,215.03,208.69,185.1,197.24,194.1,202.2,207.91,169.41,167.77,162.33
Amortization of Goodwill & Intangibles,17.94,17.83,18.92,25.72,35.8,44.71,64.29,71.71,20.79,25.11,31.67
Operating Expenses,575.83,574.17,542.76,504.34,536.29,519.71,616.99,614.16,518.91,517.43,519.3
Operating Income,298.43,265.15,171.15,17.85,36.88,82.46,135.33,116.16,157.84,145.1,37.38
Interest Expense,-22.48,-15.38,-8.35,-6.72,-28.64,-44,-52.45,-58.2,-13.85,-13.52,-12.29
Interest & Investment Income,49.77,34.58,9.31,2.63,1.56,3,1.85,2.15,2.13,0.87,0.76
Currency Exchange Gain (Loss),1.1,1.1,-3.1,-2.9,-3.2,-2.8,-5.5,-3,-5.1,-0.3,-3
Other Non Operating Income (Expenses),3.69,2.36,3.03,1.76,-11.5,1.53,0.09,2.84,-0.03,1.38,-1.22
EBT Excluding Unusual Items,330.51,287.81,172.04,12.62,-4.9,40.19,79.31,59.95,140.99,133.52,21.64
Merger & Restructuring Charges,-4.18,-2.68,-43.99,13.63,-54.62,-37.01,-6.28,-169.1,-6.42,-48.89,7.26
Impairment of Goodwill,-,-,-,-38.48,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-0.02,-0.6,-0.67,-3.51,-64.29,-59.82,-,-,-,-,-
Legal Settlements,-,-,-,-,-,-,-,-,-,-,8.2
Pretax Income,326.31,284.53,127.39,-15.74,-123.81,-56.64,73.03,-109.15,134.58,84.63,37.1
Income Tax Expense,67.42,43.41,29.07,-6.2,-45.51,0.24,20.62,-12.57,74.33,49.57,22.1
Earnings From Continuing Operations,258.89,241.12,98.32,-9.55,-78.3,-56.88,52.42,-96.58,60.25,35.05,15
Minority Interest in Earnings,-1.36,-2.02,-1.4,-0.19,-2.96,-1.08,-3.41,-2.67,-2.95,-3.28,-2.33
Net Income,257.53,239.11,96.92,-9.73,-81.26,-57.96,49.01,-99.25,57.3,31.77,12.68
Net Income to Common,257.53,239.11,96.92,-9.73,-81.26,-57.96,49.01,-99.25,57.3,31.77,12.68
Net Income Growth,14.27%,146.70%,-,-,-,-,-,-,80.35%,150.59%,-
Shares Outstanding (Basic),45,45,45,45,44,40,40,39,39,38,38
Shares Outstanding (Diluted),46,46,46,45,44,40,40,39,39,39,39
Shares Change (YoY),0.27%,0.77%,1.63%,1.81%,10.06%,0.68%,1.88%,-0.36%,1.93%,0.36%,-1.73%
EPS (Basic),5.67,5.27,2.13,-0.22,-1.83,-1.44,1.24,-2.53,1.48,0.83,0.33
EPS (Diluted),5.57,5.18,2.11,-0.22,-1.83,-1.44,1.23,-2.53,1.45,0.82,0.33
EPS Growth,14.42%,145.50%,-,-,-,-,-,-,76.83%,148.49%,-
Free Cash Flow,341.72,207.61,98.09,4.75,120.11,63.31,112.09,49.8,141.86,72.3,29.43
Free Cash Flow Per Share,7.38,4.50,2.14,0.10,2.71,1.57,2.80,1.27,3.60,1.87,0.76
Gross Margin,36.30%,34.39%,32.84%,29.08%,28.93%,27.71%,30.06%,30.74%,33.53%,32.91%,29.55%
Operating Margin,12.39%,10.86%,7.87%,0.99%,1.86%,3.79%,5.41%,4.89%,7.82%,7.21%,1.98%
Profit Margin,10.69%,9.80%,4.46%,-0.54%,-4.10%,-2.67%,1.96%,-4.18%,2.84%,1.58%,0.67%
Free Cash Flow Margin,14.19%,8.51%,4.51%,0.27%,6.06%,2.91%,4.48%,2.10%,7.03%,3.59%,1.56%
EBITDA,349.95,321.43,226.91,84.61,121.03,179.75,249.73,238.65,221.06,213.42,113.38
EBITDA Margin,14.53%,13.17%,10.44%,4.71%,6.11%,8.27%,9.98%,10.04%,10.95%,10.60%,6.02%
D&A For EBITDA,51.52,56.28,55.76,66.76,84.15,97.29,114.4,122.5,63.22,68.32,75.99
EBIT,298.43,265.15,171.15,17.85,36.88,82.46,135.33,116.16,157.84,145.1,37.38
EBIT Margin,12.39%,10.86%,7.87%,0.99%,1.86%,3.79%,5.41%,4.89%,7.82%,7.21%,1.98%
Effective Tax Rate,20.66%,15.26%,22.82%,-,-,-,28.23%,-,55.23%,58.58%,59.56%
Revenue as Reported,"2,408","2,441","2,174","1,796","1,982","2,173","2,502","2,376","2,018","2,013","1,884"
