Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,471.96,764.17,433.03,291.36,"2,007",501.18,142.27,180.15,134.46,179.93,79.04
Investment Securities,"2,060","1,830","1,731","1,644","1,337",919.08,394.22,168.38,164.28,170.52,165.65
Trading Asset Securities,13.28,15.14,17.79,20.61,12.87,28.7,11.06,3.02,3.59,4.02,1.16
Mortgage-Backed Securities,"1,445","1,027",700.38,659.4,513.86,526.57,948.37,639.31,567.23,382.21,339.94
Total Investments,"3,518","2,872","2,449","2,324","1,863","1,474","1,354",810.71,735.1,556.75,506.75
Gross Loans,"11,584","11,221","10,888","9,744","9,027","7,241","5,317","4,352","4,098","3,159","2,825"
Allowance for Loan Losses,-148.85,-137.95,-134.77,-136.93,-145.04,-136.67,-43.29,-43.48,-42.58,-43.41,-43.62
Other Adjustments to Gross Loans,-1.19,-0.46,-4.23,-7.29,-9.14,-16.14,-2.62,-2.03,-1.33,-0.76,-
Net Loans,"11,434","11,082","10,749","9,600","8,873","7,088","5,271","4,307","4,054","3,115","2,782"
"Property, Plant & Equipment",49.25,67.77,68.09,60.34,61.4,66.81,74.86,32.11,32.62,14.91,14.84
Goodwill,365.16,365.16,365.16,365.16,365.16,260.57,210.34,117.35,117.35,30.33,30.33
Other Intangible Assets,6.14,8.48,12.32,16.92,22.29,23.08,26.08,8.55,11.06,2.15,3.08
Loans Held for Sale,0.68,0.11,0.36,1.23,6.39,13.56,5.57,0.39,3.16,9.56,6.6
Accrued Interest Receivable,56.5,52.4,66.7,48.1,30.6,31.1,-,-,14.07,11.12,8.4
Restricted Cash,-,-,-,-,14.6,36.53,24.99,16.41,18.87,18.88,15.12
Other Current Assets,-,-,-,-,-,-,-,-,43.47,38.07,45.85
Long-Term Deferred Tax Assets,-,85.36,76.71,88.96,40.89,29.8,14.38,20.72,22.5,33.75,38.5
Other Real Estate Owned & Foreclosed,7.82,3.96,5.74,0.27,3.49,5.33,6.34,0.47,0.5,0.98,8.37
Other Long-Term Assets,469,285.6,284.6,243.48,237.4,210.22,188.61,143.08,88.69,65.8,61.39
Total Assets,"16,402","15,596","14,519","13,054","13,537","9,752","7,334","5,646","5,289","4,081","3,608"
Interest Bearing Deposits,"9,181","8,394","7,983","6,186","6,765","5,274","4,444","3,487","3,033","2,367","2,067"
Institutional Deposits,-,268.2,234.6,-,-,-,-,-,-,-,-
Non-Interest Bearing Deposits,"4,387","4,484","3,959","4,643","4,578","2,712","1,327","1,101","1,124",866.76,717.46
Total Deposits,"13,568","13,146","12,176","10,829","11,344","7,985","5,771","4,588","4,156","3,233","2,785"
Short-Term Borrowings,160.36,263.31,266.38,21.58,15.79,34.97,245.63,296.47,430.01,281,271.48
Current Portion of Long-Term Debt,-,-,-,-,-,-,170,-,-,-,110
Current Portion of Leases,-,6.16,-,-,-,-,-,-,-,-,-
Accrued Interest Payable,-,-,-,-,-,-,-,-,1.73,1.11,0.63
Long-Term Debt,97.19,36.2,47.63,324.12,353.86,301.08,34.29,-,-,-,-
"Federal Home Loan Bank Debt, Long-Term",327,-,-,100,50,50,52.41,-,-,-,-
Long-Term Leases,-,19.99,28.64,18.04,14.87,14.15,15.46,-,-,-,-
Trust Preferred Securities,93.62,156.55,155.98,155.43,154.9,203.64,141.26,118.16,118.11,105.54,56.81
Other Long-Term Liabilities,173.99,143.72,127.52,83.59,75.02,83.37,36.54,39.24,34.4,73.23,34.15
Total Liabilities,"14,420","13,772","12,803","11,532","12,008","8,673","6,467","5,042","4,741","3,694","3,258"
"Preferred Stock, Non-Redeemable",71.99,71.99,71.99,71.99,71.99,-,-,-,-,-,-
Total Preferred Equity,71.99,71.99,71.99,71.99,71.99,-,-,-,-,-,-
Common Stock,0.37,0.37,0.37,0.37,0.4,0.33,0.28,0.24,0.24,0.2,0.2
Additional Paid-In Capital,997.45,990.73,995.21,982.66,"1,019",697.84,526.6,350.94,350.06,213.08,210.59
Retained Earnings,980.55,877.63,749.51,597.57,492.68,417.21,380.74,304.57,225.36,182.19,141.56
Treasury Stock,-,-,-,-,-73.53,-73.53,-58.18,-42.66,-23.27,-6.63,-1.74
Comprehensive Income & Other,-68.02,-116.72,-101.02,-130.33,18.78,37.12,17.75,-9.28,-3.82,-1.74,0.22
Total Common Equity,"1,910","1,752","1,644","1,450","1,457","1,079",867.19,603.8,548.57,387.1,350.83
Shareholders' Equity,"1,982","1,824","1,716","1,522","1,529","1,079",867.19,603.8,548.57,387.1,350.83
Total Liabilities & Equity,"16,402","15,596","14,519","13,054","13,537","9,752","7,334","5,646","5,289","4,081","3,608"
Total Debt,678.18,482.21,498.63,619.17,589.42,603.84,659.04,414.63,548.11,386.54,438.29
Net Cash (Debt),-192.04,298.98,-43.96,-299.17,"1,438",-66.33,-501.99,-228.27,-407.42,-201.61,-357.1
Net Cash Per Share,-5.14,7.96,-1.17,-7.98,41.67,-2.46,-19.19,-9.80,-17.52,-9.94,-17.58
Filing Date Shares Outstanding,37.01,36.98,37.47,37.28,37.82,31.23,26.56,22.88,23.16,23.44,20.17
Total Common Shares Outstanding,37.01,36.99,37.42,37.25,37.82,31.21,26.54,22.81,23.09,20.04,20.02
Book Value Per Share,51.62,47.37,43.94,38.93,38.53,34.57,32.67,26.47,23.76,19.31,17.53
Tangible Book Value,"1,539","1,378","1,267","1,068","1,070",795.32,630.77,477.91,420.17,354.61,317.42
Tangible Book Value Per Share,41.58,37.27,33.85,28.67,28.28,25.48,23.76,20.95,18.20,17.69,15.86
