Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,236,196,425,914,585,928,313,168,788.8,115.1,128.7
Cash & Short-Term Investments,236,196,425,914,585,928,313,168,788.8,115.1,128.7
Cash Growth,-31.99%,-53.88%,-53.50%,56.24%,-36.96%,196.49%,86.31%,-78.70%,585.32%,-10.57%,-25.09%
Accounts Receivable,707,628,530,479,442,438,876,827,684.4,620.4,654.8
Receivables,707,628,530,479,442,438,876,827,684.4,620.4,654.8
Inventory,175,158,177,161,98,119,244,216,243.1,242.3,248.5
Prepaid Expenses,116,91,89,93,69,98,106,83,131.1,107.6,106.6
Restricted Cash,88,110,90,47,41,45,51,39,29,24.7,20.2
Other Current Assets,-,-,-,-,497,553,25,36,-,6.5,16.7
Total Current Assets,"1,322","1,183","1,311","1,694","1,732","2,181","1,615","1,369","1,876","1,117","1,176"
"Property, Plant & Equipment",396,330,288,253,264,294,605,547,568.2,612.2,794
Long-Term Investments,7,19,20,30,42,14,314,316,253.9,179.9,228.5
Goodwill,"3,361","2,890","2,945","2,919","2,892","2,730","3,280","3,280","2,956","2,888","3,014"
Other Intangible Assets,"1,026",615,763,942,"1,063","1,231","1,774","2,094","1,944","2,177","2,406"
Long-Term Accounts Receivable,87,97,37,14,17,19,53,40,52.8,48.1,51.3
Long-Term Deferred Tax Assets,241,229,142,114,349,106,-,-,-,-,20.7
Other Long-Term Assets,69,58,46,43,"1,524","1,409",168,72,73.9,64.8,42.6
Total Assets,"6,509","5,421","5,552","6,009","7,883","7,984","7,809","7,718","7,725","7,087","7,732"
Accounts Payable,162,216,241,154,204,150,226,225,190.4,188.9,159.8
Accrued Expenses,323,282,278,259,319,295,355,339,411.4,379.5,388.4
Current Portion of Long-Term Debt,49,23,22,24,47,44,45,45,40.3,49.3,58.2
Current Portion of Leases,20,16,19,17,16,16,26,-,-,-,-
Current Income Taxes Payable,36,49,29,64,16,-,-,-,-,-,-
Current Unearned Revenue,-,21,25,32,31,19,84,73,42.7,58.8,47.5
Other Current Liabilities,31,128,82,72,341,308,30,65,55,15.9,-
Total Current Liabilities,621,735,696,622,974,832,766,747,739.8,692.4,653.9
Long-Term Debt,"4,893","3,847","3,852","3,870","8,646","9,281","8,685","8,988","8,736","8,025","8,161"
Long-Term Leases,32,31,39,37,40,43,99,4,-,-,-
Long-Term Unearned Revenue,-,-,2,4,6,8,-,-,-,-,-
Long-Term Deferred Tax Liabilities,13,12,20,87,35,46,91,108,73.1,70.2,228.2
Other Long-Term Liabilities,227,160,178,228,288,298,276,334,203.1,235.4,184.9
Total Liabilities,"5,786","4,785","4,787","4,848","9,989","10,508","9,917","10,181","9,752","9,023","9,228"
Common Stock,1,1,1,1,1,1,1,1,1.1,1,1
Additional Paid-In Capital,"1,255","1,200","1,118","1,370","1,337","1,268","1,208",835,807.8,790.8,765.9
Retained Earnings,"1,307","1,016",680,517,"-3,158","-3,529","-2,954","-2,824","-2,461","-2,219","-1,865"
Treasury Stock,"-1,596","-1,216",-751,-580,-175,-175,-175,-175,-175.2,-175.2,-175.2
Comprehensive Income & Other,-244,-365,-283,-318,-261,-218,-292,-300,-199.7,-333.6,-222.2
Total Common Equity,723,636,765,990,"-2,256","-2,653","-2,212","-2,463","-2,027","-1,936","-1,496"
Minority Interest,-,-,-,171,150,129,104,-,-,-,-
Shareholders' Equity,723,636,765,"1,161","-2,106","-2,524","-2,108","-2,463","-2,027","-1,936","-1,496"
Total Liabilities & Equity,"6,509","5,421","5,552","6,009","7,883","7,984","7,809","7,718","7,725","7,087","7,732"
Total Debt,"4,994","3,917","3,932","3,948","8,749","9,384","8,855","9,037","8,777","8,074","8,219"
Net Cash (Debt),"-4,758","-3,721","-3,507","-3,034","-8,164","-8,456","-8,542","-8,869","-7,988","-7,959","-8,090"
Net Cash Per Share,-55.01,-40.89,-37.71,-31.94,-83.31,-89.01,-91.85,-97.46,-89.75,-91.17,-94.18
Filing Date Shares Outstanding,81.52,84.47,89.83,91,96.68,95.39,93.87,92.25,89.97,88.13,86.53
Total Common Shares Outstanding,83,86,90,91,97,95,94,91.9,89.9,88,86.5
Working Capital,701,448,615,"1,072",758,"1,349",849,622,"1,137",424.2,521.6
Book Value Per Share,8.71,7.40,8.50,10.88,-23.26,-27.93,-23.53,-26.80,-22.55,-22.00,-17.29
Tangible Book Value,"-3,664","-2,869","-2,943","-2,871","-6,211","-6,614","-7,266","-7,837","-6,927","-7,002","-6,915"
Tangible Book Value Per Share,-44.14,-33.36,-32.70,-31.55,-64.03,-69.62,-77.30,-85.28,-77.05,-79.56,-79.94
Land,6,6,6,6,6,6,15,15,35.7,36.5,38.5
Buildings,67,64,59,56,55,59,129,128,183.6,182.2,185.2
Machinery,872,774,744,710,734,726,"1,059","1,068",995.4,"1,022","1,121"
Construction In Progress,6,9,7,9,9,6,30,17,27.7,21.2,25.5
