Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Rental Revenue,377.28,381.5,376.27,400.59,396.72,430.58,452.14,536.61,364.19,225.28,209.85
Other Revenue,327.49,284.18,233.26,96.31,-25.8,158.59,134.51,75.22,26.43,7.79,3.51
Total Revenue,747.06,702.64,644.62,531.95,388.24,600.82,668.19,628.49,408.28,260.53,238.86
Revenue Growth (YoY,9.34%,9.00%,21.18%,37.02%,-35.38%,-10.08%,6.31%,53.94%,56.71%,9.07%,30.16%
Property Expenses,250.03,227.09,195.25,162.61,141.2,131.55,108.47,49.55,17.86,5.7,2.58
"Selling, General & Administrative",50.83,50.07,47.47,39.57,34.67,32.76,30.89,34.96,26.9,17.67,16.09
Depreciation & Amortization,177.9,169.62,183.09,187.78,178.99,176.74,181.55,191.38,113.88,68.47,63.08
Provision for Loan Losses,0.77,0.57,-0.19,-0.14,-3.94,-1.86,-1.24,-39.08,-,-,-
Total Operating Expenses,465.36,446.21,426,390.11,358.8,342.9,322.15,314.96,175.76,97.39,94.59
Operating Income,281.7,256.43,218.62,141.84,29.44,257.92,346.04,313.54,232.53,163.14,144.27
Interest Expense,-111.13,-114.77,-112.96,-105.47,-98.63,-100.52,-126.61,-147.07,-88.43,-64.07,-59.22
Other Non-Operating Income,0.04,0.04,-1.9,-1.1,0.37,2.25,2.09,4.45,0.52,8.05,-
EBT Excluding Unusual Items,170.6,141.69,103.76,35.27,-68.82,159.65,221.52,170.91,144.62,107.11,85.06
Merger & Restructuring Charges,-,-,-,-,-,-,-,-2.14,-35.76,-1.2,-7.02
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,0.71
