Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Property, Plant & Equipment","4,636","4,521","4,629","4,968","5,163","5,285","5,341","5,854","5,994","2,010","2,040"
Cash & Equivalents,200.6,60.47,41.29,49.31,112,59.08,39.1,50.23,518.63,25.66,7.43
Accounts Receivable,102.8,103.28,103.29,117.93,-,147.84,142.97,137.82,142.99,87.79,-
Investment In Debt and Equity Securities,64.16,61.12,57.85,51.07,57.06,43.94,44.3,44.26,48.48,45.19,29.99
Other Intangible Assets,59.81,27.46,30.9,40.13,54.06,82.8,101.51,131.1,167.12,26.25,-
Loans Receivable Current,36.77,45.87,43.78,41.33,33.03,39.9,44.07,50.88,53.56,12.58,103.91
Restricted Cash,6.92,5.87,5.43,4.62,3.89,6.45,10.05,9.43,68.82,9,9.81
Other Current Assets,-,-,-,-,-,-,-,-,-,-,104.71
Trading Asset Securities,3.82,21.48,18.92,21.48,3.33,12.8,7.48,29.34,25.9,11.24,7.09
Other Long-Term Assets,117.86,121.8,136.84,134.96,231.46,288.76,319.46,340.12,-,-,-
Total Assets,"5,565","5,304","5,386","5,748","5,967","5,986","6,069","6,665","7,032","2,266","2,469"
Current Portion of Long-Term Debt,2.88,2.09,-,-,-,-,-,-,-,-,-
Current Portion of Leases,0.35,1.52,-,-,-,-,-,-,-,-,-
Long-Term Debt,"2,591","2,416","2,414","2,310","2,398","2,409","2,403","3,237","3,394","1,211","1,381"
Long-Term Leases,7.23,6.78,12.5,9.2,-,-,-,-,-,-,-
Accounts Payable,71.91,67.8,73.78,83.96,69.16,72.16,75.37,48.4,51.02,15.62,14.11
Accrued Expenses,21.2,16.1,16.5,18.2,21.5,16.1,16.7,24,24.7,13.8,13.3
Other Current Liabilities,21,30.84,34.2,30.9,48.6,21,16.1,17.9,26.8,9.5,6.3
Other Long-Term Liabilities,22.59,21.71,32.53,42.24,49.71,57.73,69.95,83.73,98.02,-,-
Total Liabilities,"2,738","2,562","2,584","2,691","2,587","2,576","2,581","3,411","3,595","1,250","1,415"
"Preferred Stock, Redeemable",-,-,-,-,-,-,-,-,0.06,0.06,0.06
Common Stock,2.49,2.38,2.31,2.31,2.3,2.11,2.05,1.78,1.78,0.65,0.65
Additional Paid-In Capital,"4,793","4,593","4,495","4,487","4,482","4,163","4,072","3,508","3,637","1,209","1,203"
Distributions in Excess of Earnings,"-1,964","-1,875","-1,718","-1,452","-1,095",-716.2,-573.28,-271.6,-217.24,-192.2,-142.15
Comprehensive Income & Other,-5.98,20.94,23.75,19.06,-10.02,-39.91,-12.39,12.3,11.29,-1.8,-7.33
Total Common Equity,"2,825","2,741","2,803","3,056","3,380","3,409","3,488","3,250","3,433","1,016","1,054"
Minority Interest,2.02,-,-,-,-,-,-,4.33,4.44,0.04,0.11
Shareholders' Equity,"2,827","2,741","2,803","3,056","3,380","3,409","3,488","3,255","3,437","1,016","1,054"
Total Liabilities & Equity,"5,565","5,304","5,386","5,748","5,967","5,986","6,069","6,665","7,032","2,266","2,469"
Total Debt,"2,601","2,426","2,427","2,516","2,398","2,409","2,403","3,237","3,394","1,211","1,381"
Net Cash (Debt),"-2,397","-2,344","-2,366","-2,445","-2,283","-2,338","-2,356","-3,157","-2,850","-1,174","-1,367"
Net Cash Per Share,-9.94,-9.93,-10.17,-10.59,-10.42,-11.28,-12.52,-17.66,-26.93,-17.93,-21.88
Filing Date Shares Outstanding,249.35,237.91,231.48,231.16,230.9,210.72,205.27,178.32,178.26,65.29,65.19
Total Common Shares Outstanding,249.35,237.59,231.27,231.01,230.4,210.56,205.21,178.31,178.26,65.29,65.18
Book Value Per Share,11.33,11.54,12.12,13.23,14.67,16.19,17.00,18.23,19.26,15.55,16.17
Tangible Book Value,"2,765","2,714","2,772","3,016","3,325","3,326","3,387","3,119","3,266",989.27,"1,054"
Tangible Book Value Per Share,11.09,11.42,11.98,13.06,14.43,15.80,16.50,17.49,18.32,15.15,16.17
Land,564.95,543.54,546.6,568.49,581.85,594.84,597.39,629.38,649.1,220.04,221.89
Buildings,"5,050","4,853","4,843","5,034","5,145","5,121","5,042","5,388","5,449","1,984","1,954"
