Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"5,594","5,804","5,661","5,624","4,261","3,805","4,336","3,946","3,936","4,043","6,572"
Revenue Growth (YoY),-4.39%,2.53%,0.66%,31.99%,11.98%,-12.25%,9.88%,0.25%,-2.65%,-38.48%,2.91%
Cost of Revenue,"1,289","1,420","1,507","1,506","1,197","1,060","1,201","1,117","1,169","1,175","1,793"
Gross Profit,"4,305","4,384","4,154","4,118","3,064","2,745","3,135","2,829","2,767","2,868","4,779"
"Selling, General & Admin","1,601","1,800","1,937","1,890","1,546","1,383","1,588","1,616","1,531","1,627","2,590"
Amortization of Goodwill & Intangibles,312,319,360,345,310,309,275,140,142,175,246
Other Operating Expenses,-40,-30,-2,-2,-6,37,-6,-13,-17,-,10
Operating Expenses,"2,770","3,005","3,273","3,232","2,654","2,539","2,682","2,405","2,326","2,480","3,881"
Operating Income,"1,535","1,379",881,886,410,206,453,424,441,388,898
Interest Expense,-554,-571,-594,-558,-442,-481,-505,-325,-311,-310,-425
Interest & Investment Income,22,46,16,18,8,13,20,21,16,21,22
Earnings From Equity Investments,56,54,39,32,170,170,139,18,55,66,100
Currency Exchange Gain (Loss),33,-43,31,-84,-42,-69,-32,-40,21,25,-304
Other Non Operating Income (Expenses),-224,-134,-111,-46,-73,-68,-66,-37,-59,-42,71
EBT Excluding Unusual Items,868,731,262,248,31,-229,9,61,163,148,362
Merger & Restructuring Charges,-115,-115,-87,-,-,-,-16,-,-,-,-
Impairment of Goodwill,-,-,-,-,-,-,-,-6,-,-,-
Gain (Loss) on Sale of Investments,5,5,-,-6,673,-9,242,-,-,-,-
Gain (Loss) on Sale of Assets,765,23,6,1,5,-,-,68,64,-8,-391
Asset Writedown,16,-12,-3,-7,-6,-,-8,-,-12,-6,-54
Legal Settlements,-88,-88,-19,-,-,-,-,-,-,-,-
Other Unusual Items,23,8,16,2,25,-15,-10,-4,-43,-25,-
Pretax Income,"1,474",552,175,238,728,-253,217,119,172,109,-83
Income Tax Expense,324,281,424,222,158,72,120,112,162,179,278
Earnings From Continuing Operations,"1,150",271,-249,16,570,-325,97,7,10,-70,-361
Earnings From Discontinued Operations,-3,-3,4,113,-28,-60,57,-33,60,-20,-83
Net Income to Company,"1,147",268,-245,129,542,-385,154,-26,70,-90,-444
Minority Interest in Earnings,-51,-15,163,48,48,41,-5,16,17,58,-115
Net Income,"1,096",253,-82,177,590,-344,149,-10,87,-32,-559
Net Income to Common,"1,096",253,-82,177,590,-344,149,-10,87,-32,-559
Net Income Growth,593.67%,-,-,-70.00%,-,-,-,-,-,-,-
Shares Outstanding (Basic),169,171,171,139,101,101,101,101,100,100,100
Shares Outstanding (Diluted),170,173,171,140,101,101,101,101,100,100,100
Shares Change (YoY),-1.06%,0.68%,22.70%,38.13%,-0.04%,0.03%,0.35%,0.41%,0.05%,0.18%,0.14%
EPS (Basic),6.50,1.48,-0.48,1.27,5.83,-3.40,1.47,-0.10,0.87,-0.32,-5.58
EPS (Diluted),6.46,1.46,-0.48,1.27,5.83,-3.40,1.47,-0.10,0.87,-0.32,-5.59
EPS Growth,601.37%,-,-,-78.25%,-,-,-,-,-,-,-
Free Cash Flow,"1,079","1,063",409,484,216,199,65,160,170,159,632
Free Cash Flow Per Share,6.36,6.16,2.39,3.46,2.14,1.97,0.64,1.59,1.69,1.58,6.31
Dividend Per Share,3.750,1.750,-,-,-,-,-,2.640,2.640,2.640,2.640
Gross Margin,76.96%,75.53%,73.38%,73.22%,71.91%,72.14%,72.30%,71.69%,70.30%,70.94%,72.72%
Operating Margin,27.44%,23.76%,15.56%,15.75%,9.62%,5.41%,10.45%,10.75%,11.20%,9.60%,13.66%
Profit Margin,19.59%,4.36%,-1.45%,3.15%,13.85%,-9.04%,3.44%,-0.25%,2.21%,-0.79%,-8.51%
Free Cash Flow Margin,19.29%,18.32%,7.22%,8.61%,5.07%,5.23%,1.50%,4.06%,4.32%,3.93%,9.62%
EBITDA,"2,537","2,409","2,036","2,229","1,523","1,325","1,553","1,227","1,253","1,241","2,179"
EBITDA Margin,45.35%,41.51%,35.97%,39.63%,35.74%,34.82%,35.82%,31.09%,31.83%,30.70%,33.16%
D&A For EBITDA,"1,002","1,030","1,155","1,343","1,113","1,119","1,100",803,812,853,"1,281"
EBIT,"1,535","1,379",881,886,410,206,453,424,441,388,898
EBIT Margin,27.44%,23.76%,15.56%,15.75%,9.62%,5.41%,10.45%,10.75%,11.20%,9.60%,13.66%
Effective Tax Rate,21.98%,50.91%,242.29%,93.28%,21.70%,-,55.30%,94.12%,94.19%,164.22%,-
