Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"4,183","3,990","3,688","3,359","2,996","2,483","2,750","2,537","2,252","1,959","1,772"
Revenue Growth (YoY),7.25%,8.18%,9.80%,12.13%,20.66%,-9.72%,8.42%,12.62%,15.00%,10.51%,6.50%
Cost of Revenue,"3,159","3,040","2,826","2,552","1,900","1,981","1,556","1,488","1,356","1,175","1,082"
Gross Profit,"1,024",950.3,862.3,806.4,"1,095",501.86,"1,194","1,048",896.17,784.07,690.41
"Selling, General & Admin",334.3,315.3,296.8,285.1,736.9,221.61,606.69,577.24,501.09,453.77,415.55
Operating Expenses,467.6,447.1,429.7,421,872.7,348.64,718.43,683.26,596.12,534.3,485.57
Operating Income,556,503.2,432.6,385.4,222.6,153.22,475.19,364.96,300.05,249.77,204.84
Interest Expense,-91.4,-80.5,-55.6,-37.5,-38.3,-36.6,-36.24,-37.57,-32.57,-28.33,-24.81
Interest & Investment Income,23.4,23.8,15.2,2,0.7,1.04,1.97,1.32,2.44,1.7,2.17
Earnings From Equity Investments,-,-,-,-,-,-,-,-0.12,0.05,-,-
Currency Exchange Gain (Loss),-59.2,-19.1,8,-28.2,-10.8,-3.76,2.7,-26.66,20.3,-10.2,-41.42
Other Non Operating Income (Expenses),21.5,21.5,0.2,0.9,-,0.87,0.01,0.03,0.12,0.51,0.32
EBT Excluding Unusual Items,450.3,448.9,400.4,322.6,174.2,114.77,443.64,301.97,290.39,213.44,141.09
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-2.29,-,-
Impairment of Goodwill,-,-,-,-,-,-106.6,-,-,-31.77,-,-
Gain (Loss) on Sale of Investments,-12.9,-,-,-,-,-,-,-,-,19.45,-
Asset Writedown,-,-,-,-,-,-,-,-7.05,-,-,-
Other Unusual Items,-4.5,-,-,-,-38.6,-,-9.83,-,-,-,-
Pretax Income,432.9,448.9,400.4,322.6,135.6,8.17,433.81,294.92,256.34,232.89,141.09
Income Tax Expense,126.4,142.6,120.9,91.9,65.1,11.48,87.11,62.79,99.4,58.8,42.6
Earnings From Continuing Operations,306.5,306.3,279.5,230.7,70.5,-3.3,346.7,232.13,156.94,174.1,98.49
Minority Interest in Earnings,-3.3,-0.3,0.2,0.3,0.2,-0.1,0.05,0.72,-0.1,0.32,0.32
Net Income,303.2,306,279.7,231,70.7,-3.4,346.75,232.85,156.85,174.42,98.81
Net Income to Common,303.2,306,279.7,231,70.7,-3.4,346.75,232.85,156.85,174.42,98.81
Net Income Growth,-8.15%,9.40%,21.08%,226.73%,-,-,48.91%,48.46%,-10.07%,76.52%,-2.79%
Shares Outstanding (Basic),43,45,48,50,53,53,53,51,53,52,52
Shares Outstanding (Diluted),45,48,52,53,54,53,55,55,55,54,54
Shares Change (YoY),-6.97%,-6.82%,-3.49%,-0.12%,1.65%,-4.11%,0.52%,-0.89%,2.07%,-0.14%,0.33%
EPS (Basic),7.12,6.82,5.77,4.60,1.34,-0.06,6.49,4.52,2.99,3.34,1.89
EPS (Diluted),6.78,6.45,5.50,4.41,1.32,-0.06,6.31,4.26,2.85,3.23,1.83
EPS Growth,-1.55%,17.26%,24.80%,233.99%,-,-,48.12%,49.47%,-11.77%,76.50%,-3.17%
Free Cash Flow,334.1,615.6,548.7,644,314.1,155.88,373.2,284.75,189.04,304.11,140.43
Free Cash Flow Per Share,7.39,12.80,10.63,12.05,5.87,2.96,6.80,5.21,3.43,5.63,2.60
Gross Margin,24.47%,23.82%,23.38%,24.01%,36.56%,20.21%,43.40%,41.32%,39.79%,40.03%,38.96%
Operating Margin,13.29%,12.61%,11.73%,11.47%,7.43%,6.17%,17.28%,14.39%,13.32%,12.75%,11.56%
Profit Margin,7.25%,7.67%,7.58%,6.88%,2.36%,-0.14%,12.61%,9.18%,6.96%,8.91%,5.58%
Free Cash Flow Margin,7.99%,15.43%,14.88%,19.17%,10.49%,6.28%,13.57%,11.22%,8.39%,15.53%,7.92%
EBITDA,689.3,635,565.5,521.3,358.4,280.25,586.94,470.98,395.08,330.3,274.87
EBITDA Margin,16.48%,15.92%,15.33%,15.52%,11.96%,11.29%,21.34%,18.57%,17.54%,16.86%,15.51%
D&A For EBITDA,133.3,131.8,132.9,135.9,135.8,127.02,111.74,106.02,95.03,80.53,70.03
EBIT,556,503.2,432.6,385.4,222.6,153.22,475.19,364.96,300.05,249.77,204.84
EBIT Margin,13.29%,12.61%,11.73%,11.47%,7.43%,6.17%,17.28%,14.39%,13.32%,12.75%,11.56%
Effective Tax Rate,29.20%,31.77%,30.20%,28.49%,48.01%,140.44%,20.08%,21.29%,38.77%,25.25%,30.19%
