Period Ending,"Nov '25Nov 14, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"4,636","4,708","3,903","3,241","3,396","4,323","4,579","4,583","4,237","2,708","1,891"
Market Cap Growth,14.58%,20.64%,20.42%,-4.57%,-21.45%,-5.58%,-0.09%,8.17%,56.45%,43.20%,-13.21%
Enterprise Value,"4,470","4,551","3,845","3,212","3,479","4,321","4,730","4,531","4,036","2,671","1,812"
Last Close Price,167.78,163.80,132.04,105.66,85.71,93.11,95.79,96.14,89.53,58.45,40.12
PE Ratio,22.49,20.81,19.04,17.55,13.04,16.81,17.67,20.01,20.84,18.24,14.39
Forward PE,17.51,19.52,17.72,17.18,14.07,15.62,16.98,22.03,22.51,17.52,13.84
PS Ratio,4.33,4.56,4.06,3.56,3.79,5.12,5.88,5.42,4.35,3.10,2.43
PB Ratio,6.12,6.01,5.44,5.08,3.25,2.75,3.17,3.78,4.30,3.50,3.10
P/TBV Ratio,10.45,10.17,10.04,10.80,4.86,3.54,4.24,3.79,4.31,3.51,3.11
P/FCF Ratio,19.17,18.63,19.60,17.46,36.03,21.15,40.12,61.74,23.42,-,-
P/OCF Ratio,16.63,16.24,16.02,14.68,10.85,14.00,14.95,23.02,13.90,11.39,10.22
PEG Ratio,1.17,1.30,1.18,1.15,0.94,1.16,1.13,1.47,1.52,1.17,1.04
EV/Sales Ratio,4.10,4.41,4.00,3.52,3.88,5.12,6.07,5.36,4.14,3.06,2.33
EV/EBITDA Ratio,13.29,14.50,13.67,11.95,11.13,14.07,15.98,14.51,11.96,9.40,7.37
EV/EBIT Ratio,15.04,16.41,15.43,13.52,12.33,15.58,17.58,16.39,14.24,11.21,8.62
EV/FCF Ratio,18.48,18.01,19.31,17.31,36.91,21.14,41.44,61.04,22.30,-,-
Debt / Equity Ratio,0.15,0.14,0.14,0.12,0.06,0.11,0.12,0.05,0.07,0.13,0.13
Debt / EBITDA Ratio,0.31,0.33,0.34,0.28,0.19,0.55,0.56,0.19,0.20,0.35,0.33
Debt / FCF Ratio,0.46,0.43,0.50,0.42,0.65,0.84,1.49,0.81,0.37,-,-
Asset Turnover,1.08,1.06,1.09,0.89,0.59,0.48,0.52,0.64,0.81,0.88,0.95
Quick Ratio,3.08,3.68,3.35,2.63,6.86,2.74,2.10,2.99,1.07,0.54,0.63
Current Ratio,3.17,3.79,3.48,2.74,6.95,2.81,2.19,3.84,1.57,1.01,1.14
Return on Equity (ROE),27.77%,30.13%,30.24%,21.95%,19.88%,17.04%,19.51%,20.82%,23.11%,21.46%,24.19%
Return on Assets (ROA),18.34%,17.79%,17.67%,14.44%,11.50%,9.81%,11.16%,13.15%,14.78%,15.01%,15.96%
Return on Capital (ROIC),21.35%,20.27%,20.33%,16.30%,12.37%,10.32%,11.65%,14.86%,18.40%,19.05%,20.95%
Return on Capital Employed (ROCE),33.20%,30.60%,29.90%,32.40%,25.10%,16.10%,16.90%,22.20%,26.60%,27.50%,29.90%
Earnings Yield,4.56%,4.81%,5.25%,5.70%,7.67%,5.95%,5.66%,5.00%,4.80%,5.48%,6.95%
FCF Yield,5.22%,5.37%,5.10%,5.73%,2.77%,4.73%,2.49%,1.62%,4.27%,-0.05%,-1.76%
Buyback Yield / Dilution,3.91%,2.91%,6.48%,26.66%,6.80%,2.28%,0.31%,-0.37%,-2.36%,0.34%,-0.58%
