Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,748.75,757.36,751.32,523.46,603.81,717.29,528.39,193.82,173.76,122.23,54.09
Short-Term Investments,-,-,-,100.3,-,-,-,-,-,19.55,17.68
Cash & Short-Term Investments,748.75,757.36,751.32,623.76,603.81,717.29,528.39,193.82,173.76,141.78,71.77
Cash Growth,-4.49%,0.80%,20.45%,3.30%,-15.82%,35.75%,172.62%,11.55%,22.55%,97.54%,22.79%
Accounts Receivable,148.97,134.12,124.16,116.25,117.42,71.39,43.67,35.75,27.74,16.03,11.38
Other Receivables,-,-,-,-,-,-,-,-,-,-,0.06
Receivables,148.97,134.12,124.16,116.25,117.42,71.39,43.67,35.75,27.74,16.03,11.45
Inventory,160.32,142.96,202.32,238.28,184.49,95.03,54.83,42.26,39,24.7,18
Prepaid Expenses,38.45,9.45,9.69,9.04,13.57,6.54,1.74,3.15,2,1.57,1.25
Restricted Cash,-,-,-,-,-,-,9.02,-,-,-,-
Other Current Assets,-,22.16,23.85,10.79,12.38,12.14,4.18,0.75,0.29,0.08,0.79
Total Current Assets,"1,096","1,066","1,111",998.12,931.68,902.38,641.83,275.74,242.78,184.15,103.25
"Property, Plant & Equipment",313.09,333.12,322.96,315.7,226.52,92.05,74.16,32.18,22.42,14.96,13.8
Long-Term Investments,-,-,-,-,-,-,-,-,-,-,1.63
Goodwill,"1,113","1,031",987.12,855.51,860.36,618.31,468.41,326.74,327.33,59.55,14.35
Other Intangible Assets,395.44,397.9,406.96,360.62,337.27,287.1,212.55,135.44,144.75,29.81,12.76
Long-Term Deferred Tax Assets,0.86,0.75,1.53,0.84,1.9,2.48,2.92,4.36,-,-,-
Other Long-Term Assets,5.11,0.87,1.28,0.82,0.62,0.57,0.24,0.17,6.23,0.45,0.45
Total Assets,"2,924","2,830","2,831","2,532","2,358","1,903","1,400",774.62,743.52,288.91,146.24
Accounts Payable,29.43,32.13,19.56,27.55,36.2,16.88,11.43,10.49,7.28,5.06,6.72
Accrued Expenses,58.76,47.76,33.43,49.38,55.84,34.77,22.95,13.01,14.7,7.8,7.15
Current Portion of Long-Term Debt,-,-,69.45,284.62,255.26,243.74,-,103.49,-,-,-
Current Portion of Leases,19.31,15.1,5.63,6.96,8.3,5.25,3.56,-,-,-,-
Current Income Taxes Payable,2.85,1.42,6.81,2.46,4.98,1.42,3.87,1.02,1.67,1.69,0.17
Current Unearned Revenue,15.68,13.24,17.07,19.28,14.68,15.32,5.01,1.29,0.96,0.41,0.26
Other Current Liabilities,5.11,17.13,12.98,13.95,-,1.58,1.5,0.55,0.6,6.12,4.48
