Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Cash & Equivalents,136,122,171,117,118,421.19,106.1,56.89,174.66,62.38,72.09
Cash & Short-Term Investments,136,122,171,117,118,421.19,106.1,56.89,174.66,62.38,72.09
Cash Growth,7.94%,-28.66%,46.15%,-0.85%,-71.98%,296.98%,86.51%,-67.43%,179.99%,-13.46%,-19.43%
Receivables,"1,743","1,482","1,863","1,442","1,452","1,425","1,246","1,169","1,523","1,254","1,230"
Inventory,"1,912","1,810","1,815","1,963","1,861","1,512","1,429","1,416","1,934","1,666","1,510"
Prepaid Expenses,604,569,639,466,413,432.94,445.36,451.03,454.75,357.01,356.68
Other Current Assets,-,-,-,-,-,-,-,"1,083",-,3.5,4.4
Total Current Assets,"4,395","3,983","4,488","3,988","3,844","3,791","3,227","4,175","4,086","3,343","3,231"
"Property, Plant & Equipment",911,824,823,667,691,630.85,561.31,314.22,375,333.91,318.48
Long-Term Investments,598,170,180,161,168,169.38,164.66,260.95,268.36,299.25,293.27
Goodwill,"4,147","3,887","3,875","2,893","2,854","2,504","2,462","2,081","2,301","2,020","1,908"
Other Intangible Assets,"1,046","1,113","1,011",666,733,527.08,615.32,414.27,706.38,655.44,623.34
Long-Term Deferred Tax Assets,-,47,38,88,35,42.59,23.63,12.2,10.96,16.69,58.25
Other Long-Term Assets,-,131,114,116,120,72.06,53.65,"1,177",80.92,65.11,45.2
Total Assets,"11,097","10,218","10,573","8,607","8,481","7,773","7,151","8,501","7,864","6,760","6,505"
Accounts Payable,"1,035",962,"1,020","1,004","1,054","1,006",880.27,785.76,"1,153","1,007","1,006"
Accrued Expenses,830,794,903,796,885,819.36,722.96,675.81,643.08,658.25,633.48
Short-Term Debt,913,650,264,103,51,73.37,23.98,951.46,741.65,437.48,328.63
Current Portion of Long-Term Debt,30,56,156,2,8,107.42,108.11,7.3,16.66,65.92,17.33
Current Portion of Leases,81,78,84,77,79,67.14,67.09,0.98,-,-,-
Current Income Taxes Payable,181,139,137,132,137,138.67,165.17,154.61,188.87,151.75,161.76
Current Unearned Revenue,79,81,89,86,89,71.5,70.8,65.3,85.7,-,-
Other Current Liabilities,-,43,30,24,4,-,-,577.61,-,-,-
Total Current Liabilities,"3,149","2,803","2,683","2,224","2,307","2,283","2,038","3,219","2,829","2,321","2,147"
Long-Term Debt,"2,146","1,827","1,933","1,034",807,512.23,619.25,977.38,902.66,715.46,463.75
Long-Term Leases,271,262,314,281,272,242.27,179.93,2.97,5.09,-,-
Long-Term Unearned Revenue,9,8,9,8,10,8.2,6.2,5,5.2,-,-
Pension & Post-Retirement Benefits,-,68,65,59,74,64.36,-,-,-,-,-
Long-Term Deferred Tax Liabilities,144,102,54,36,42,30.07,64.99,27.22,50.43,51.59,252.86
Other Long-Term Liabilities,478,311,362,294,293,320.23,324.97,415.19,415.09,264.26,212.12
Total Liabilities,"6,197","5,381","5,420","3,936","3,805","3,460","3,234","4,647","4,207","3,352","3,076"
Common Stock,1,1,1,1,1,1.43,1.43,1.51,1.54,1.59,0.82
Additional Paid-In Capital,207,-,-,-,-,-,47.77,-,-,126.74,207.37
Retained Earnings,"3,375","3,771","3,860","3,678","3,595","3,455","3,116","3,209","2,940","2,982","2,896"
Comprehensive Income & Other,-222,-379,-206,-233,-171,-108.08,-167.37,-248.77,-130.07,-317.04,-219.94
Total Common Equity,"3,361","3,393","3,655","3,446","3,425","3,348","2,998","2,961","2,811","2,793","2,884"
Minority Interest,"1,539","1,444","1,498","1,225","1,251",963.91,919.35,892.61,845.05,615.37,544.75
Shareholders' Equity,"4,900","4,837","5,153","4,671","4,676","4,312","3,917","3,854","3,657","3,408","3,429"
Total Liabilities & Equity,"11,097","10,218","10,573","8,607","8,481","7,773","7,151","8,501","7,864","6,760","6,505"
Total Debt,"3,441","2,873","2,751","1,497","1,217","1,002",998.35,"1,940","1,666","1,219",809.71
Net Cash (Debt),"-3,305","-2,751","-2,580","-1,380","-1,099",-581.23,-892.25,"-1,883","-1,491","-1,156",-737.63
Net Cash Per Share,-26.75,-21.53,-19.58,-10.02,-7.75,-4.05,-5.98,-12.25,-9.43,-7.06,-4.38
Filing Date Shares Outstanding,117.72,124.18,128.51,131.28,137.17,142.46,143.39,151.4,153.69,158.39,163.88
Total Common Shares Outstanding,118.57,124.16,129.25,131.79,137.15,142.46,143.35,151.4,153.69,158.81,164.83
Working Capital,"1,246","1,180","1,805","1,764","1,537","1,508","1,188",956.39,"1,257","1,022","1,084"
Book Value Per Share,28.35,27.33,28.28,26.15,24.97,23.50,20.91,19.56,18.29,17.59,17.50
Tangible Book Value,"-1,832","-1,607","-1,231",-113,-162,316.7,-79.77,466.03,-196.21,117.89,353.33
Tangible Book Value Per Share,-15.45,-12.94,-9.52,-0.86,-1.18,2.22,-0.56,3.08,-1.28,0.74,2.14
Land,-,20,21,20,21,20.3,18.03,17.99,21.02,19.44,18.76
Buildings,-,164,166,135,140,145.16,121.82,127.01,143.25,127.1,117.67
Machinery,-,908,880,707,657,594.97,554.65,656.18,719.99,623.16,570.38
Leasehold Improvements,-,109,103,94,98,107.75,104.09,103.93,106.24,95.05,89.77
