Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Revenue,"12,938","12,673","12,339","12,647","12,401","10,119","9,986","9,418","8,883","11,572","10,630"
Revenue Growth (YoY),3.51%,2.71%,-2.44%,1.98%,22.55%,1.33%,6.03%,6.01%,-23.23%,8.86%,2.49%
Cost of Revenue,"8,903","8,657","8,479","8,816","8,727","7,303","6,895","6,507","6,137","8,345","7,623"
Gross Profit,"4,035","4,016","3,860","3,831","3,674","2,816","3,091","2,911","2,747","3,226","3,007"
"Selling, General & Admin","3,043","3,019","2,923","2,762","2,634","2,086","2,358","2,217","2,072","2,409","2,238"
Operating Expenses,"3,300","3,270","3,132","2,944","2,814","2,249","2,358","2,217","2,072","2,409","2,238"
Operating Income,735,746,728,887,860,567,732.97,693.47,675.09,817.47,768.9
Interest Expense,-146,-131,-87,-35,-27,-41,-50.79,-76.02,-51.07,-31.89,-26.01
Interest & Investment Income,30,24,17,8,6,10,15.76,15.49,12.44,13.28,12.94
Earnings From Equity Investments,11,13,14,15,20,12,17.9,21.04,15.29,18.52,14.06
Other Non Operating Income (Expenses),-3,-1,-3,1,-,-4,-2.92,-3.26,-1.34,2.88,-0.14
EBT Excluding Unusual Items,627,651,669,876,859,544,712.91,650.73,650.41,820.24,769.75
Merger & Restructuring Charges,-124,-116,-102,-140,-8,-32,-14.71,-54.37,-,-45.89,-34.93
Gain (Loss) on Sale of Investments,-,-,-,-,7,2,186.77,-,-17.64,-,-
Legal Settlements,-,-,-,-,-,-,-,-38.49,-5.33,-,-
Other Unusual Items,34,-9,-11,-,-,-,-,-,-,-,-
Pretax Income,537,526,556,736,858,514,884.98,557.87,627.45,774.35,734.82
Income Tax Expense,125,128,120,170,198,95,159.52,107.43,308.98,217.96,211.39
Earnings From Continuing Operations,412,398,436,566,660,419,725.46,450.44,318.48,556.4,523.43
Earnings From Discontinued Operations,-,-,-,-,-,1,-5.96,105.16,113.13,-,-
Net Income to Company,412,398,436,566,660,420,719.5,555.61,431.6,556.4,523.43
Minority Interest in Earnings,-21,-8,-20,-28,-29,-16,-24.77,-19.72,-25.3,-49.62,-44.37
Net Income,391,390,416,538,631,404,694.73,535.88,406.3,506.78,479.06
Net Income to Common,391,390,416,538,631,404,694.73,535.88,406.3,506.78,479.06
Net Income Growth,24.52%,-6.25%,-22.68%,-14.74%,56.19%,-41.85%,29.64%,31.89%,-19.83%,5.79%,2.79%
Shares Outstanding (Basic),123,127,131,136,140,143,148,153,157,162,166
Shares Outstanding (Diluted),124,128,132,138,142,143,149,154,158,164,168
Shares Change (YoY),-4.24%,-3.01%,-4.36%,-2.83%,-1.14%,-3.92%,-2.90%,-2.84%,-3.37%,-2.69%,-1.88%
EPS (Basic),3.19,3.08,3.18,3.95,4.50,2.84,4.70,3.51,2.59,3.14,2.89
EPS (Diluted),3.17,3.05,3.16,3.91,4.45,2.82,4.65,3.48,2.57,3.10,2.85
EPS Growth,30.70%,-3.48%,-19.18%,-12.13%,57.97%,-39.42%,33.46%,35.83%,-17.26%,8.77%,4.78%
Free Cash Flow,403,700,353,506,631,550,577.87,613.42,483.11,572.4,543.82
Free Cash Flow Per Share,3.26,5.48,2.68,3.67,4.45,3.83,3.87,3.99,3.05,3.50,3.23
Gross Margin,31.19%,31.69%,31.28%,30.29%,29.63%,27.83%,30.95%,30.91%,30.92%,27.88%,28.29%
Operating Margin,5.68%,5.89%,5.90%,7.01%,6.93%,5.60%,7.34%,7.36%,7.60%,7.06%,7.23%
Profit Margin,3.02%,3.08%,3.37%,4.25%,5.09%,3.99%,6.96%,5.69%,4.57%,4.38%,4.51%
Free Cash Flow Margin,3.12%,5.52%,2.86%,4.00%,5.09%,5.44%,5.79%,6.51%,5.44%,4.95%,5.12%
EBITDA,"1,011","1,014",950,"1,081","1,070",753,917.91,837.1,808.94,987.25,928.03
EBITDA Margin,7.81%,8.00%,7.70%,8.55%,8.63%,7.44%,9.19%,8.89%,9.11%,8.53%,8.73%
D&A For EBITDA,276,268,222,194,210,186,184.94,143.63,133.86,169.78,159.13
EBIT,735,746,728,887,860,567,732.97,693.47,675.09,817.47,768.9
EBIT Margin,5.68%,5.89%,5.90%,7.01%,6.93%,5.60%,7.34%,7.36%,7.60%,7.06%,7.23%
Effective Tax Rate,23.28%,24.34%,21.58%,23.10%,23.08%,18.48%,18.02%,19.26%,49.24%,28.15%,28.77%
Advertising Expenses,-,43,47,47,48,32,25.2,12.9,0.8,18.4,19.2
