Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,426","1,435","1,348","1,402","2,837","1,181","1,259","1,143","2,317","2,537","2,644"
Investment Securities,294.86,759.74,640.72,809.29,713.34,413.8,296.59,381.36,544.93,625.7,692.94
Trading Asset Securities,"4,555","5,142","5,604","5,345","10,234","5,519","1,947","2,278",683.18,"1,028",708.67
Mortgage-Backed Securities,"15,129","14,539","13,911","13,495","12,699","12,997","12,365","9,114","9,008","8,692","9,414"
Total Investments,"19,979","20,441","20,155","19,649","23,646","18,929","14,609","11,773","10,236","10,345","10,816"
Gross Loans,"24,865","24,115","23,905","22,557","20,206","23,008","21,751","21,657","17,153","16,990","15,941"
Allowance for Loan Losses,-277.69,-280.04,-277.12,-235.7,-256.42,-388.64,-210.76,-207.46,-230.68,-246.16,-225.52
Net Loans,"24,588","23,835","23,628","22,321","19,949","22,619","21,540","21,449","16,923","16,744","15,716"
"Property, Plant & Equipment",636.26,634.49,622.22,565.18,574.15,551.31,535.52,330.03,317.34,325.85,306.49
Goodwill,"1,045","1,045","1,045","1,045","1,045","1,048","1,048","1,049",447.43,448.9,385.46
Other Intangible Assets,37.38,46.79,59.98,76.13,91.78,113.44,125.27,134.85,28.66,46.93,43.91
Loans Held for Sale,100.06,77.56,56.94,75.27,192.3,252.32,182.27,149.22,221.38,301.9,308.44
Other Receivables,352.66,285.92,709.83,304.82,279.19,308.27,"1,252",541.36,518.88,780.14,203.67
Other Real Estate Owned & Foreclosed,1.75,2.25,2.88,177.84,24.59,90.53,20.36,17.49,28.44,44.29,30.73
Other Long-Term Assets,"2,028","1,884","2,197","2,175","1,610","1,579","1,600","1,432","1,234",927.86,784.9
Total Assets,"50,193","49,686","49,825","47,791","50,249","46,671","42,172","38,021","32,272","32,772","31,476"
Interest Bearing Deposits,"30,593","29,069","24,358","20,615","25,070","23,063","16,481","13,252","11,256","12,067","11,276"
Institutional Deposits,-,750,465,470,828,815,"1,679","1,597","1,562","1,445","1,515"
Non-Interest Bearing Deposits,"7,907","8,372","9,196","13,395","15,344","12,266","9,461","10,415","9,243","9,236","8,297"
Total Deposits,"38,500","38,191","34,020","34,481","41,242","36,144","27,621","25,264","22,061","22,748","21,088"
Short-Term Borrowings,"1,306","1,548","1,722","2,836","2,609","2,088","4,085","1,396",766.87,"1,414","1,815"
Current Portion of Leases,-,36.32,-,-,-,-,-,-,-,-,-
Accrued Interest Payable,312.28,352.35,339,296.87,273.04,323.67,259.7,192.83,164.9,146.7,119.58
Other Current Liabilities,321.73,405.49,254.06,147.47,160.69,257.63,182.55,156.37,338.75,6.51,16.9
Long-Term Debt,11.68,143.7,146.04,157.51,160.56,"1,939",287.56,284.75,159.63,161.02,244.75
"Federal Home Loan Bank Debt, Long-Term","3,200","3,000","7,675","4,700",-,200,"4,500","6,100","5,100","4,800","4,800"
Long-Term Leases,-,212.34,-,-,-,-,-,-,-,-,-
Trust Preferred Securities,-,-,-,-,-,-,-,-,-,7.22,-
Other Long-Term Liabilities,517.18,245.44,523.73,484.85,435.22,427.21,372.23,183.48,162.38,182.78,124.28
Total Liabilities,"44,168","44,135","44,679","43,103","44,881","41,380","37,308","33,577","28,754","29,466","28,208"
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0
Additional Paid-In Capital,"1,447","1,430","1,407","1,390","1,379","1,368","1,351","1,334","1,036","1,007",982.01
Retained Earnings,"5,884","5,592","5,212","4,824","4,448","3,974","3,730","3,370","3,048","2,823","2,704"
Treasury Stock,"-1,081",-970.34,-876.72,-694.96,-535.13,-411.34,-329.91,-199,-552.85,-544.05,-477.17
Comprehensive Income & Other,-226.66,-503.04,-599.1,-836.96,72.37,335.87,104.92,-72.59,-36.17,-10.97,21.59
Total Common Equity,"6,023","5,548","5,142","4,683","5,364","5,266","4,856","4,432","3,495","3,275","3,231"
Minority Interest,2.39,2.6,2.98,4.71,4.64,25.3,8.12,10.94,22.97,31.5,37.08
Shareholders' Equity,"6,025","5,551","5,145","4,687","5,368","5,292","4,864","4,443","3,518","3,306","3,268"
Total Liabilities & Equity,"50,193","49,686","49,825","47,791","50,249","46,671","42,172","38,021","32,272","32,772","31,476"
Total Debt,"4,517","4,940","9,543","7,693","2,770","4,227","8,872","7,781","6,027","6,382","6,860"
Net Cash (Debt),"1,464","1,636","-2,591",-947.17,"10,301","2,472","-5,666","-4,360","-3,026","-2,817","-3,507"
Net Cash Growth,55.28%,-,-,-,316.71%,-,-,-,-,-,-
Net Cash Per Share,23.13,25.67,-39.46,-14.09,150.18,35.39,-80.03,-65.40,-46.70,-43.24,-51.81
Filing Date Shares Outstanding,63.25,64.23,65.06,66.97,68.32,69.58,70.69,72.25,65.55,65.49,66.12
Total Common Shares Outstanding,63.25,64.12,64.97,66.96,68.47,69.64,70.58,72.12,65.39,65.34,65.89
Book Value Per Share,95.22,86.53,79.15,69.93,78.34,75.62,68.80,61.45,53.45,50.12,49.03
Tangible Book Value,"4,940","4,457","4,038","3,562","4,227","4,105","3,682","3,248","3,019","2,779","2,801"
Tangible Book Value Per Share,78.11,69.51,62.15,53.19,61.74,58.94,52.17,45.03,46.17,42.53,42.51
