Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,129.76,164.38,137.59,117.29,275.28,121.18,128.84,114.61,231.47,133.78,116.43
Trading Asset Securities,-,-,-,-,-,-,-,8.33,3.62,0.02,-
Cash & Short-Term Investments,129.76,164.38,137.59,117.29,275.28,121.18,128.84,122.94,235.09,133.8,116.43
Cash Growth,10.44%,19.48%,17.30%,-57.39%,127.17%,-5.95%,4.79%,-47.70%,75.70%,14.92%,-5.02%
Accounts Receivable,56.1,64.38,61.93,43.63,36.74,35.13,56.68,51.36,48.73,43.55,34.31
Other Receivables,3.94,-,14.44,-,-,-,-,-,0.26,7.7,1.2
Receivables,60.04,64.38,76.37,43.63,36.74,35.13,56.68,51.36,48.99,51.25,35.51
Inventory,16.43,16.41,15.26,13.2,11.73,13.08,17.77,14.91,12.57,11.96,10.33
Prepaid Expenses,61.47,50.19,53.08,46.88,47.16,38.14,42.07,49.51,37.35,31.45,28.37
Restricted Cash,-,-,-,-,-,4.53,4.08,3.65,3.28,2.38,-
Other Current Assets,-,-,-,-,7.6,12.6,32.2,19.6,4.29,19.02,21.22
Total Current Assets,267.7,295.36,282.29,221,378.52,224.66,281.63,261.97,341.56,249.84,211.85
"Property, Plant & Equipment","2,938","2,810","2,802","2,226","2,031","2,869","3,075","3,012","2,542","2,438","2,141"
Long-Term Investments,-,-,-,-,-,8.16,8.87,24.51,28.52,21.23,13.99
Goodwill,195.68,195.68,195.68,195.68,195.68,195.68,195.68,195.68,195.68,195.68,195.68
Other Intangible Assets,80.04,81.23,82.81,84.39,87.17,100.82,108.51,117.22,128,149.2,150
Long-Term Deferred Tax Assets,37.75,56.43,43.38,75.74,98.63,-,113.19,111.83,132.73,244.47,-
Long-Term Deferred Charges,-,81.67,45.88,41.69,34.09,22.15,18.75,17.97,17.27,14.84,11.91
Other Long-Term Assets,576.64,525,502.2,501.45,315.5,319.04,312.71,267.94,234.26,212.77,190.47
Total Assets,"4,096","4,046","3,955","3,346","3,140","3,740","4,114","4,010","3,620","3,526","2,932"
Accounts Payable,21.84,31.81,25.35,11.38,17.47,11.21,33.97,25.9,21.63,30.71,24.26
Accrued Expenses,143.7,139.76,116.9,99.61,92.45,100.23,113.19,106.12,100.6,135.06,120.57
Current Portion of Long-Term Debt,51.95,52.91,26.1,26.06,25.92,34.6,34.43,33.89,30.09,46.06,88.94
Current Portion of Leases,15.46,6.44,6.14,4.8,2.98,2.94,3.65,-,-,-,-
Current Unearned Revenue,62.85,59.63,54.75,50.47,50.57,47.57,63.3,58.92,53.24,-,-
Other Current Liabilities,63.05,34.64,119.98,100.92,15.44,3.71,27.46,108.86,39.69,34.95,25.16
Total Current Liabilities,358.86,325.2,349.22,293.25,204.82,200.26,276,333.68,245.25,246.78,258.92
Long-Term Debt,"3,317","3,355","3,302","2,959","2,828","2,879","3,005","2,821","2,588","2,376","2,075"
Long-Term Leases,32.6,28.15,29.42,29.66,21.88,10.95,10.68,-,-,-,-
Pension & Post-Retirement Benefits,-,-,-,-,-,1.14,4.66,4.63,4.91,-,-
Other Long-Term Liabilities,57,30.78,30.33,31.88,36,43.8,35.73,32.75,150.52,269.79,24.89
Total Liabilities,"3,765","3,739","3,711","3,314","3,090","3,135","3,332","3,193","2,988","2,893","2,358"
Common Stock,0.6,0.6,0.59,0.58,0.62,0.71,0.71,0.7,0.69,0.66,558.23
Additional Paid-In Capital,1.03,18.64,7.35,-,55.03,385.58,376.23,361.97,349.43,329,-
Retained Earnings,217.98,195.83,160.9,43.2,3.85,-33.07,124.42,155.87,26.14,17.63,-
Comprehensive Income & Other,-,-,-,-,-,-0.62,-0.64,1.08,2.47,2.46,-5.3
Total Common Equity,219.61,215.07,168.84,43.78,59.49,352.6,500.72,519.62,378.73,349.75,552.92
Minority Interest,111.25,91.77,75.05,-11.54,-9.46,252.04,281.88,297.38,252.98,283.6,20.79
Shareholders' Equity,330.86,306.83,243.89,32.24,50.03,604.64,782.6,817,631.71,633.35,573.71
Total Liabilities & Equity,"4,096","4,046","3,955","3,346","3,140","3,740","4,114","4,010","3,620","3,526","2,932"
Total Debt,"3,417","3,442","3,363","3,019","2,878","2,928","3,053","2,855","2,618","2,422","2,164"
Net Cash (Debt),"-3,287","-3,278","-3,226","-2,902","-2,603","-2,806","-2,924","-2,732","-2,383","-2,289","-2,047"
Net Cash Per Share,-31.89,-31.62,-31.25,-27.73,-22.35,-39.78,-42.04,-23.38,-20.55,-66.75,-207.03
Filing Date Shares Outstanding,59.2,59.52,58.78,57.71,60.88,70.86,69.75,69.37,68.59,65.67,9.89
Total Common Shares Outstanding,59.2,59.1,58.44,57.56,61.03,70.86,69.75,69.29,68.59,65.67,9.89
Working Capital,-91.16,-29.84,-66.93,-72.25,173.7,24.4,5.63,-71.72,96.31,3.06,-47.07
Book Value Per Share,3.71,3.64,2.89,0.76,0.97,4.98,7.18,7.50,5.52,5.33,55.92
Tangible Book Value,-56.11,-61.84,-109.64,-236.28,-223.35,56.11,196.54,206.72,55.06,4.87,207.25
Tangible Book Value Per Share,-0.95,-1.05,-1.88,-4.10,-3.66,0.79,2.82,2.98,0.80,0.07,20.96
Land,-,203.32,203.32,203.26,219.26,271.6,271.6,270.06,256.17,232.73,201
Buildings,-,"3,055","2,956","2,183","2,257","3,001","2,990","2,663","2,315","2,256","1,959"
Machinery,-,870.99,827.31,598.67,633.21,800.26,801.87,686.86,534.29,476.92,433.96
Construction In Progress,-,103.33,73.34,379.16,69.13,8.91,28.12,240.2,126.38,38.98,25.41
