Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"10,170","9,999","10,185","9,550","8,518","3,274","2,409","1,984","1,431",855.69,693.71
Other Revenue,"1,199","1,246","1,343","1,271","1,052",354,119,72,50.19,44.77,26.08
Revenue,"11,369","11,245","11,528","10,821","9,570","3,628","2,528","2,056","1,481",900.47,719.78
Revenue Growth (YoY),0.87%,-2.46%,6.53%,13.07%,163.78%,43.51%,22.96%,38.84%,64.45%,25.10%,98.93%
Cost of Revenue,"5,656","5,419","5,395","5,401","4,647","1,846","1,289","1,131",813.67,546.81,446.78
Gross Profit,"5,713","5,826","6,133","5,420","4,923","1,782","1,239",925,667.13,353.66,273
"Selling, General & Admin","2,234","2,227","2,318","2,354","2,091","1,097",569,427,354.95,191.49,144.53
Operating Expenses,"3,664","3,551","3,579","3,559","3,217","1,680",791,584,460.84,254.94,201.45
Operating Income,"2,049","2,275","2,554","1,861","1,706",102,448,341,206.29,98.72,71.55
Interest Expense,"-2,338","-2,377","-2,354","-2,277","-2,311","-1,212",-286,-172,-99.77,-50.92,-61.56
Interest & Investment Income,23,11,12,12,16,10,-,-,-,-,-
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-0.37,-,3.46
Currency Exchange Gain (Loss),-,-,-,-,23,-,-,-,-,-,-
Other Non Operating Income (Expenses),"1,998",-,10,46,-166,162,9,-3,-,-,-
EBT Excluding Unusual Items,"1,732",-91,222,-358,-732,-938,171,166,106.15,47.8,13.45
Merger & Restructuring Charges,-,-,-,-,-68,-168,-80,-17,-92.78,-9.18,-2.45
Impairment of Goodwill,-182,-182,-14,-78,-,-100,-,-,-34.92,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-55,14,-,-,-,-,35.58
Gain (Loss) on Sale of Assets,351,351,-,-,-,-,-,-,-0.32,-0.84,-0.01
Asset Writedown,-2,-120,-81,-30,-102,-115,-1,-14,-3.1,-,-
Other Unusual Items,"-2,059",-82,-187,-137,-333,-299,35,-,-18.43,-0.16,-1.98
Pretax Income,-160,-124,-60,-565,"-1,269","-1,606",125,135,-43.39,37.63,44.6
Income Tax Expense,18,87,-888,-41,-283,132,44,40,-116.77,13.1,-69.58
Earnings From Continuing Operations,-178,-211,828,-524,-986,"-1,738",81,95,73.38,24.53,114.18
Earnings From Discontinued Operations,-,-,-,-386,-30,-20,-,-,-,-,-
Net Income to Company,-178,-211,828,-910,"-1,016","-1,758",81,95,73.38,24.53,114.18
Minority Interest in Earnings,-63,-67,-42,11,-3,1,-,-,-,-,-
Net Income,-241,-278,786,-899,"-1,019","-1,757",81,95,73.38,24.53,114.18
Net Income to Common,-241,-278,786,-899,"-1,019","-1,757",81,95,73.38,24.53,114.18
Net Income Growth,-,-,-,-,-,-,-14.74%,29.46%,199.18%,-78.52%,-
Shares Outstanding (Basic),210,215,215,214,211,130,78,77,67,47,47
Shares Outstanding (Diluted),210,215,216,214,211,130,79,78,68,48,47
Shares Change (YoY),-2.78%,-0.46%,0.94%,1.42%,62.31%,64.56%,1.28%,14.53%,42.77%,1.47%,57.21%
EPS (Basic),-1.15,-1.29,3.66,-4.20,-4.83,-13.52,1.04,1.23,1.09,0.52,2.45
EPS (Diluted),-1.15,-1.29,3.64,-4.20,-4.83,-13.52,1.03,1.22,1.08,0.51,2.43
EPS Growth,-,-,-,-,-,-,-15.57%,12.96%,111.77%,-79.01%,-
Free Cash Flow,380,-221,545,23,652,-746,142,176,46.73,52.2,19.95
Free Cash Flow Per Share,1.81,-1.03,2.52,0.11,3.09,-5.74,1.80,2.26,0.69,1.09,0.42
Gross Margin,50.25%,51.81%,53.20%,50.09%,51.44%,49.12%,49.01%,44.99%,45.05%,39.27%,37.93%
Operating Margin,18.02%,20.23%,22.16%,17.20%,17.83%,2.81%,17.72%,16.59%,13.93%,10.96%,9.94%
Profit Margin,-2.12%,-2.47%,6.82%,-8.31%,-10.65%,-48.43%,3.20%,4.62%,4.96%,2.72%,15.86%
Free Cash Flow Margin,3.34%,-1.97%,4.73%,0.21%,6.81%,-20.56%,5.62%,8.56%,3.16%,5.80%,2.77%
EBITDA,"3,467","3,599","3,815","3,066","2,832",685,670,498,312.18,162.17,128.47
EBITDA Margin,30.50%,32.01%,33.09%,28.33%,29.59%,18.88%,26.50%,24.22%,21.08%,18.01%,17.85%
D&A For EBITDA,"1,418","1,324","1,261","1,205","1,126",583,222,157,105.89,63.45,56.92
EBIT,"2,049","2,275","2,554","1,861","1,706",102,448,341,206.29,98.72,71.55
EBIT Margin,18.02%,20.23%,22.16%,17.20%,17.83%,2.81%,17.72%,16.59%,13.93%,10.96%,9.94%
Effective Tax Rate,-,-,-,-,-,-,35.20%,29.63%,-,34.82%,-
Revenue as Reported,"11,369","11,245","11,528","10,821","9,570","3,628","2,528","2,056","1,481",900.47,719.78
Advertising Expenses,-,231,259,571,518,64,29,34,33,15.5,51.19
