Period Ending,"Nov '25Nov 14, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"4,842","5,445","3,327","2,585","4,080","4,487","4,379","3,209","2,688","2,129","2,531"
Market Cap Growth,-7.29%,63.66%,28.72%,-36.65%,-9.08%,2.46%,36.47%,19.38%,26.28%,-15.88%,9.16%
Enterprise Value,"5,567","6,302","4,299","3,523","5,084","5,691","5,745","3,821","3,315","2,830","3,261"
Last Close Price,46.97,51.91,30.60,23.00,34.70,38.43,37.88,27.67,22.67,18.15,21.40
PE Ratio,18.98,26.81,27.38,18.18,31.92,61.76,65.31,46.56,523.50,16.43,29.62
Forward PE,15.00,24.16,16.54,11.85,16.98,25.22,26.22,30.74,40.34,33.38,27.46
PS Ratio,2.83,3.42,2.29,1.82,2.98,3.47,3.48,3.18,2.63,2.12,2.42
PB Ratio,3.28,3.82,2.51,2.17,3.28,3.72,3.88,3.06,3.52,2.82,3.87
P/FCF Ratio,15.47,15.86,20.85,19.84,20.41,15.10,39.99,19.37,22.31,36.07,15.75
P/OCF Ratio,14.78,15.18,19.74,18.03,18.50,14.25,33.03,17.45,18.39,21.32,13.46
PEG Ratio,-,1.61,1.10,0.79,1.13,2.10,1.39,2.49,3.67,2.67,1.72
EV/Sales Ratio,3.22,3.95,2.96,2.48,3.71,4.40,4.57,3.78,3.24,2.81,3.12
EV/EBITDA Ratio,14.47,17.45,14.04,13.42,18.98,27.55,31.97,22.64,18.63,23.88,18.66
EV/EBIT Ratio,15.88,19.83,17.29,17.29,24.22,39.32,46.42,30.34,24.78,37.90,25.06
EV/FCF Ratio,17.79,18.35,26.94,27.04,25.43,19.16,52.46,23.06,27.51,47.95,20.29
Debt / Equity Ratio,0.63,0.68,0.83,0.97,0.91,1.02,1.29,0.65,0.90,1.00,1.45
Debt / EBITDA Ratio,2.35,2.60,3.39,4.17,4.01,5.23,7.24,4.04,3.87,6.37,5.43
Debt / FCF Ratio,2.96,2.83,6.85,8.89,5.68,4.14,13.32,4.12,5.71,12.79,5.90
Asset Turnover,0.55,0.49,0.44,0.45,0.42,0.39,0.47,0.51,0.54,0.52,0.55
Quick Ratio,0.90,1.05,0.59,0.62,0.59,0.56,0.79,1.67,1.06,0.93,0.87
Current Ratio,1.58,1.64,1.36,1.30,1.24,1.27,1.50,1.91,1.31,1.08,0.99
Return on Equity (ROE),18.58%,14.78%,9.65%,11.66%,10.43%,6.22%,6.16%,7.60%,0.68%,18.38%,13.83%
Return on Assets (ROA),7.01%,6.14%,4.67%,4.00%,4.01%,2.72%,2.88%,3.95%,4.44%,2.41%,4.25%
Return on Capital (ROIC),9.19%,8.26%,6.52%,5.38%,5.45%,3.60%,3.58%,4.95%,5.64%,3.00%,5.27%
Return on Capital Employed (ROCE),14.50%,13.10%,10.30%,8.70%,8.70%,5.80%,4.70%,6.90%,8.70%,4.90%,8.20%
Earnings Yield,5.39%,3.73%,3.65%,5.50%,3.13%,1.62%,1.53%,2.15%,0.19%,6.08%,3.38%
FCF Yield,6.46%,6.31%,4.80%,5.04%,4.90%,6.62%,2.50%,5.16%,4.48%,2.77%,6.35%
Buyback Yield / Dilution,1.79%,2.17%,4.71%,3.72%,-0.48%,0.41%,-0.80%,1.52%,-0.50%,0.06%,-1.84%
