Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,457.76,377.94,255.7,192.17,102.46,70.32,55.75,21.04,10.77,8.68,39.92
Revenue Growth (YoY),27.72%,47.80%,33.06%,87.56%,45.70%,26.15%,164.94%,95.27%,24.17%,-78.27%,-57.20%
Cost of Revenue,117.53,76.27,49.27,38.31,19.68,12.85,9.52,6.41,5.57,5.22,27.11
Gross Profit,340.23,301.67,206.43,153.87,82.79,57.48,46.22,14.63,5.21,3.46,12.82
"Selling, General & Admin",51.66,38.85,31.36,27.03,15.57,9.02,10.63,6.38,5.16,3.85,2.96
Research & Development,12.08,11.6,6.35,5.59,4.72,2.98,0.38,-,-,-,-
Other Operating Expenses,-69.81,-23.49,-11.68,0.37,1.32,1.88,1.36,0.47,0.3,0.61,0.18
Operating Expenses,135.01,135.85,91.82,75.26,41.05,29.1,22.78,9.87,5.46,4.47,3.14
Operating Income,205.22,165.82,114.61,78.61,41.73,28.37,23.45,4.76,-0.25,-1.01,9.68
Interest Expense,-145.59,-94.97,-59.34,-55.78,-30.8,-29.02,-27.26,-18.36,-17.01,-16.82,-15.54
Interest & Investment Income,33.85,15.86,22.12,20.39,25.8,17.2,20.32,19.88,21.58,17.85,15.28
Earnings From Equity Investments,-5.52,-3.35,-0.33,-0.31,-0.19,0.03,-0.04,-,0.07,-,-
Currency Exchange Gain (Loss),-3.64,-3.64,10.25,-0.62,-2.7,-0.47,-9.24,1.96,-0.39,-1.06,-1.32
Other Non Operating Income (Expenses),-4.19,-4.19,-2.48,0.73,3.46,-1.68,-0.05,-0.72,0.26,0.04,-0.06
EBT Excluding Unusual Items,80.13,75.52,84.84,43.03,37.3,14.43,7.17,7.52,4.26,-0.99,8.03
Merger & Restructuring Charges,-,-,-,-,-7.33,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,96.42,0.6,9.85,-,-,-,-,-,-,-,-
Other Unusual Items,8.66,8.66,31.78,8.02,-2.6,-67.81,-,-,-,-,-
Pretax Income,185.21,84.78,126.47,51.06,27.37,-53.39,7.17,7.52,4.26,-0.99,8.03
Income Tax Expense,37.2,18.28,28.43,12.94,5.69,-12.35,3.69,1.6,1.13,-0.87,2.12
Earnings From Continuing Operations,148,66.51,98.04,38.11,21.68,-41.04,3.48,5.92,3.13,-0.12,5.92
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,2.9,-0.82
Net Income to Company,148,66.51,98.04,38.11,21.68,-41.04,3.48,5.92,3.13,2.77,5.1
Minority Interest in Earnings,-25,-22.3,-27.12,-13.36,-10.46,-2.83,-8.53,-5.23,-2.81,-2.19,-1.1
Net Income,123,44.21,70.92,24.75,11.22,-43.87,-5.05,0.69,0.32,0.59,4
Net Income to Common,123,44.21,70.92,24.75,11.22,-43.87,-5.05,0.69,0.32,0.59,4
Net Income Growth,152.66%,-37.67%,186.57%,120.64%,-,-,-,115.42%,-45.35%,-85.31%,-70.14%
Shares Outstanding (Basic),120,118,116,97,94,78,62,52,47,36,32
Shares Outstanding (Diluted),128,123,124,100,98,78,62,53,49,36,40
Shares Change (YoY),3.25%,-0.44%,23.89%,1.91%,25.30%,25.29%,16.83%,9.14%,37.72%,-10.52%,-0.63%
EPS (Basic),1.02,0.37,0.61,0.25,0.12,-0.56,-0.08,0.01,0.01,0.02,0.12
EPS (Diluted),0.96,0.36,0.57,0.25,0.12,-0.56,-0.09,0.01,0.01,0.02,0.12
EPS Growth,132.72%,-36.84%,128.00%,108.95%,-,-,-,97.39%,-60.32%,-86.58%,-66.44%
Free Cash Flow,"-1,186",-706.19,-581.36,-565.77,-440.73,-303.12,-127.16,-156.79,-58.76,-13.01,-50.1
Free Cash Flow Per Share,-9.28,-5.73,-4.69,-5.66,-4.49,-3.87,-2.04,-2.93,-1.20,-0.37,-1.26
Gross Margin,74.33%,79.82%,80.73%,80.07%,80.80%,81.73%,82.92%,69.54%,48.34%,39.89%,32.10%
Operating Margin,44.83%,43.88%,44.82%,40.91%,40.73%,40.35%,42.06%,22.63%,-2.31%,-11.60%,24.24%
Profit Margin,26.87%,11.70%,27.74%,12.88%,10.95%,-62.38%,-9.06%,3.29%,2.98%,6.78%,10.03%
Free Cash Flow Margin,-259.08%,-186.85%,-227.36%,-294.41%,-430.15%,-431.03%,-228.11%,-745.19%,-545.36%,-149.93%,-125.48%
EBITDA,338.29,266.71,174.76,120.88,62.23,44.24,33.22,8,-0.12,-0.88,9.8
EBITDA Margin,73.90%,70.57%,68.34%,62.90%,60.74%,62.91%,59.59%,38.01%,-1.09%,-10.17%,24.54%
D&A For EBITDA,133.07,100.89,60.15,42.27,20.5,15.87,9.77,3.24,0.13,0.12,0.12
EBIT,205.22,165.82,114.61,78.61,41.73,28.37,23.45,4.76,-0.25,-1.01,9.68
EBIT Margin,44.83%,43.88%,44.82%,40.91%,40.73%,40.35%,42.06%,22.63%,-2.31%,-11.60%,24.24%
Effective Tax Rate,20.09%,21.56%,22.48%,25.35%,20.80%,-,51.46%,21.26%,26.51%,-,26.35%
Revenue as Reported,534.01,398.8,261.14,192.17,-,-,-,-,-,-,-
