Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,180","1,188","1,093",901,791,647,785,"1,005","1,093","1,058","1,014"
Revenue Growth (YoY),-0.17%,8.69%,21.31%,13.91%,22.26%,-17.58%,-21.89%,-8.05%,3.31%,4.34%,-9.06%
Cost of Revenue,210,209,186,151,127,92,140,128,104,96,97
Gross Profit,970,979,907,750,664,555,645,877,989,962,917
"Selling, General & Admin",586,588,543,469,425,427,390,478,707,456,408
Research & Development,90,103,106,74,52,40,53,67,89,119,132
Other Operating Expenses,-9,-4,-2,-8,-,-,-,-,-,-,-
Operating Expenses,667,687,647,535,477,467,443,545,796,575,540
Operating Income,303,292,260,215,187,88,202,332,193,387,377
Interest Expense,-42,-31,-30,-27,-18,-17,-20,-31,-49,-55,-61
Interest & Investment Income,20,22,43,19,1,7,24,17,7,4,-
Other Non Operating Income (Expenses),-2,-2,-1,1,3,-,-,-,-,-,-
EBT Excluding Unusual Items,279,281,272,208,173,78,206,318,151,336,316
Merger & Restructuring Charges,-83,-65,-22,-,1,-11,-20,-13,-,-,-
Gain (Loss) on Sale of Investments,-9,-9,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,20,-,-,-,-,-,-
Asset Writedown,-35,-35,-,-,-,-,-,-24,-,-,-16
Legal Settlements,-5,-200,-247,-296,-14,-235,-10,-40,-,-220,-
Other Unusual Items,-16,-16,-3,-,-2,-5,4,37,-14,-18,-15
Pretax Income,133,-43,1,-88,190,-173,180,278,137,98,285
Income Tax Expense,59,5,-1,-44,-15,-25,46,3,79,63,57
Net Income,74,-48,2,-44,205,-148,134,275,58,35,228
Net Income to Common,74,-48,2,-44,205,-148,134,275,58,35,228
Net Income Growth,85.00%,-,-,-,-,-,-51.27%,374.14%,65.71%,-84.65%,-43.42%
Shares Outstanding (Basic),126,132,137,139,146,147,146,145,144,144,144
Shares Outstanding (Diluted),127,132,142,139,152,147,151,150,150,149,147
Shares Change (YoY),-8.80%,-6.69%,2.01%,-8.52%,3.66%,-2.98%,0.56%,0.36%,0.71%,1.38%,1.27%
EPS (Basic),0.59,-0.36,0.01,-0.32,1.41,-1.01,0.92,1.89,0.40,0.24,1.59
EPS (Diluted),0.59,-0.36,0.01,-0.32,1.35,-1.01,0.90,1.85,0.40,0.24,1.55
EPS Growth,111.35%,-,-,-,-,-,-51.35%,362.50%,64.54%,-84.32%,-44.64%
Free Cash Flow,106,-6,-323,-9,349,-197,144,292,265,387,293
Free Cash Flow Per Share,0.83,-0.04,-2.28,-0.07,2.30,-1.34,0.95,1.94,1.77,2.60,2.00
Dividend Per Share,-,-,-,-,-,-,-,-,-,-,0.635
Gross Margin,82.20%,82.41%,82.98%,83.24%,83.94%,85.78%,82.17%,87.26%,90.48%,90.93%,90.43%
Operating Margin,25.68%,24.58%,23.79%,23.86%,23.64%,13.60%,25.73%,33.03%,17.66%,36.58%,37.18%
Profit Margin,6.27%,-4.04%,0.18%,-4.88%,25.92%,-22.88%,17.07%,27.36%,5.31%,3.31%,22.48%
Free Cash Flow Margin,8.98%,-0.51%,-29.55%,-1.00%,44.12%,-30.45%,18.34%,29.05%,24.25%,36.58%,28.89%
EBITDA,324,316,277,228,199,101,214,341,199,399,409
EBITDA Margin,27.46%,26.60%,25.34%,25.30%,25.16%,15.61%,27.26%,33.93%,18.21%,37.71%,40.34%
D&A For EBITDA,21,24,17,13,12,13,12,9,6,12,32
EBIT,303,292,260,215,187,88,202,332,193,387,377
EBIT Margin,25.68%,24.58%,23.79%,23.86%,23.64%,13.60%,25.73%,33.03%,17.66%,36.58%,37.18%
Effective Tax Rate,44.36%,-,-,-,-,-,25.55%,1.08%,57.66%,64.29%,20.00%
Advertising Expenses,-,-,-,52,-,-,-,-,-,-,-
