Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,079",975.18,766.9,595.34,425.49,318.79,245.86,193.24,152.36,129.71,116.19
Revenue Growth (YoY),16.34%,27.16%,28.82%,39.92%,33.47%,29.66%,27.23%,26.83%,17.46%,11.64%,33.91%
Cost of Revenue,641.73,579.22,516.02,409.31,261.59,182.38,131.67,103.25,79.94,69.34,61.54
Gross Profit,437.77,395.96,250.87,186.03,163.9,136.41,114.2,89.99,72.42,60.37,54.65
"Selling, General & Admin",344.4,335.62,264.65,223.11,171.88,121.14,103.95,86.19,68.31,55.61,52.84
Operating Expenses,368.82,357.37,280.5,236.89,185.8,132.69,113.5,94.17,74.96,61.29,57.7
Operating Income,68.95,38.59,-29.63,-50.85,-21.91,3.72,0.7,-4.18,-2.54,-0.92,-3.05
Interest Expense,-14.29,-12.26,-14.1,-5.21,-2.88,-1.21,-0.99,-0.3,-0.91,-0.7,-0.45
Interest & Investment Income,9.66,11.87,13.03,1.71,0.01,-,-,-,-,-,-
Earnings From Equity Investments,-,-,-1.89,-3.73,-2.01,-,-,-,-,-,-
Other Non Operating Income (Expenses),-,-,-0.11,-,-,0.03,-0.3,-0.46,-0.53,-0.18,0.45
EBT Excluding Unusual Items,64.32,38.19,-32.7,-58.08,-26.78,2.54,-0.59,-4.94,-3.98,-1.8,-3.06
Merger & Restructuring Charges,-1.27,-,0.07,-0.73,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,9.92,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-0.71,-0.59,-0.77,-0.4,-1,-1.81,-0.65,-,-,-,-
Legal Settlements,-5.7,-,-,-,-,-,-,-0.35,-0.15,-,-
Other Unusual Items,-10.68,-,-,-,-1.76,-3.85,-,-,-0.06,-1.29,-0.59
Pretax Income,45.95,47.52,-33.4,-59.21,-29.54,-3.12,-1.24,-5.28,-4.19,-3.09,-3.65
Income Tax Expense,-77.49,0.6,0.21,0.28,0.16,0.07,0.14,0.08,0.08,0.07,0.06
Net Income,123.44,46.93,-33.61,-59.49,-29.7,-3.19,-1.38,-5.36,-4.26,-3.16,-3.71
Net Income to Common,123.44,46.93,-33.61,-59.49,-29.7,-3.19,-1.38,-5.36,-4.26,-3.16,-3.71
Shares Outstanding (Basic),49,48,48,46,43,40,36,35,34,34,33
Shares Outstanding (Diluted),55,50,48,46,43,40,36,35,34,34,33
Shares Change (YoY),9.80%,4.34%,4.27%,7.59%,7.98%,10.59%,1.76%,2.44%,2.41%,0.53%,145.73%
EPS (Basic),2.53,0.97,-0.70,-1.29,-0.69,-0.08,-0.04,-0.15,-0.12,-0.09,-0.11
EPS (Diluted),2.38,0.93,-0.70,-1.29,-0.69,-0.08,-0.04,-0.15,-0.12,-0.09,-0.11
Free Cash Flow,2.43,-32.8,-163.15,-273.3,-321.45,-113.38,-54.32,2.3,-2.73,-17.15,-25.3
Free Cash Flow Per Share,0.04,-0.65,-3.39,-5.92,-7.49,-2.85,-1.51,0.07,-0.08,-0.51,-0.76
Gross Margin,40.55%,40.60%,32.71%,31.25%,38.52%,42.79%,46.45%,46.57%,47.53%,46.54%,47.04%
Operating Margin,6.39%,3.96%,-3.86%,-8.54%,-5.15%,1.17%,0.28%,-2.16%,-1.67%,-0.71%,-2.63%
Profit Margin,11.43%,4.81%,-4.38%,-9.99%,-6.98%,-1.00%,-0.56%,-2.77%,-2.80%,-2.44%,-3.19%
Free Cash Flow Margin,0.22%,-3.36%,-21.27%,-45.91%,-75.55%,-35.56%,-22.09%,1.19%,-1.79%,-13.22%,-21.78%
EBITDA,157.12,112.2,28.89,-16.3,8.56,24.84,16.62,9.89,10.15,8.96,4.52
EBITDA Margin,14.56%,11.51%,3.77%,-2.74%,2.01%,7.79%,6.76%,5.12%,6.66%,6.91%,3.89%
D&A For EBITDA,88.16,73.62,58.52,34.56,30.47,21.13,15.92,14.07,12.69,9.89,7.57
EBIT,68.95,38.59,-29.63,-50.85,-21.91,3.72,0.7,-4.18,-2.54,-0.92,-3.05
EBIT Margin,6.39%,3.96%,-3.86%,-8.54%,-5.15%,1.17%,0.28%,-2.16%,-1.67%,-0.71%,-2.63%
Effective Tax Rate,-,1.26%,-,-,-,-,-,-,-,-,-
Advertising Expenses,-,127.68,97.88,71.72,53.69,38.48,34.26,29.4,22.13,15.37,16.3
