Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,193.39,189.18,226.75,523.51,123.41,160.02,57.23,58.86,340.68,273.06,75.82
Short-Term Investments,317.66,412.33,685.48,669.12,625.28,437.35,222.5,255.2,-,-,-
Cash & Short-Term Investments,511.04,601.52,912.22,"1,193",748.69,597.37,279.73,314.06,340.68,273.06,75.82
Cash Growth,-22.35%,-34.06%,-23.51%,59.29%,25.33%,113.56%,-10.93%,-7.81%,24.76%,260.17%,670.10%
Receivables,11.05,8.52,36.46,3.77,2.03,2.13,4.62,7.55,10.47,6.45,1
Prepaid Expenses,59.85,29.83,47.55,20.41,18.58,14.32,5.14,3.37,3.68,1.79,0.81
Restricted Cash,-,-,-,-,-,2.7,-,-,-,-,-
Other Current Assets,-,-,2.1,-,-,-,-,-,-,-,-
Total Current Assets,581.94,639.86,998.33,"1,217",769.3,616.52,289.48,324.98,354.83,281.31,77.63
"Property, Plant & Equipment",138.3,246.67,148.14,161,100.11,55.06,37.13,17.06,15.27,10.63,2.71
Long-Term Investments,188.34,287.09,136.39,126.59,420.29,0.16,4.75,-,-,-,-
Other Long-Term Assets,16.69,17.39,18.12,15.73,4.76,4.59,2.92,5.28,6.13,7.04,1.81
Total Assets,925.28,"1,191","1,301","1,520","1,294",676.32,334.28,347.32,376.24,298.97,82.14
Accounts Payable,13.26,14.59,7.45,5.15,9.65,10.46,3.94,2.71,2.17,4.65,1.36
Accrued Expenses,40.84,55.36,60.13,60.88,43.31,25.55,13.27,10.74,8,5.9,2.79
Current Portion of Leases,27.38,20.25,18.6,16.69,9.11,5.7,5.75,-,-,-,-
Current Unearned Revenue,12.25,20.66,22.14,43.84,63.76,22.54,12.67,27.12,21.19,20.18,6.55
Other Current Liabilities,-,-,6.89,-,-,-,-,-,-,-,-
Total Current Liabilities,93.73,110.85,115.21,126.55,125.83,64.25,35.63,40.57,31.36,30.73,10.7
Long-Term Leases,70.59,189.95,96.75,114.02,64.91,33.61,12.63,-,-,-,-
Long-Term Unearned Revenue,12.54,18.26,38.85,19.93,63.48,51.39,16.14,28.81,44.11,58.11,3.77
Other Long-Term Liabilities,-,-,-,24.03,-,-,-,0.01,0.17,0.29,0.32
Total Liabilities,176.85,319.06,250.81,284.53,254.22,149.25,64.4,69.4,75.64,89.13,14.78
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,-
Additional Paid-In Capital,"3,242","3,049","2,711","2,420","1,746",962.17,570.49,478.97,421.71,263.4,0.74
Retained Earnings,"-2,494","-2,177","-1,658","-1,177",-703,-435.11,-300.88,-201.03,-121.11,-53.57,-21.94
Comprehensive Income & Other,0.99,0.61,-2.26,-7.46,-2.63,0,0.26,-0.03,-,-,-
Total Common Equity,748.42,871.96,"1,050","1,236","1,040",527.07,269.88,277.92,300.6,209.84,-21.2
Shareholders' Equity,748.42,871.96,"1,050","1,236","1,040",527.07,269.88,277.92,300.6,209.84,67.36
Total Liabilities & Equity,925.28,"1,191","1,301","1,520","1,294",676.32,334.28,347.32,376.24,298.97,82.14
Total Debt,97.97,210.2,115.35,130.7,74.02,39.31,18.38,-,-,-,-
Net Cash (Debt),571.89,651.53,896.74,"1,131","1,012",558.07,266.1,314.06,340.68,273.06,75.82
Net Cash Growth,-32.16%,-27.34%,-20.73%,11.78%,81.34%,109.72%,-15.27%,-7.81%,24.76%,260.17%,670.10%
Net Cash Per Share,5.45,6.59,10.10,14.70,14.28,9.97,5.63,7.29,9.46,12.29,312.00
Filing Date Shares Outstanding,115.83,103.52,96.11,88.02,74.67,67.73,50.51,45.23,42.39,36.02,2.56
Total Common Shares Outstanding,115.79,102.03,93,87.1,74.49,66.23,50.2,45.22,42.38,36.02,2.56
Working Capital,488.22,529.01,883.12,"1,090",643.47,552.26,253.85,284.41,323.47,250.58,66.93
Book Value Per Share,6.46,8.55,11.29,14.19,13.97,7.96,5.38,6.15,7.09,5.83,-8.29
Tangible Book Value,748.42,871.96,"1,050","1,236","1,040",527.07,269.88,277.92,300.6,209.84,-21.2
Tangible Book Value Per Share,6.46,8.55,11.29,14.19,13.97,7.96,5.38,6.15,7.09,5.83,-8.29
Machinery,-,71.97,67.59,56.33,43.34,32.7,29.37,24.34,18.51,11.29,2.88
Leasehold Improvements,-,3.2,3.13,3.07,2.19,1.52,1.47,0.9,0.66,0.62,0.16
